assists,dribbles,sca,sca90,pass_targets,miscontrols,dispossessed,fouled,fbrefId,playerFullName,ca,vis,ldr,pas,dri,agi,cnt,city,country,position,squad,comp,id
1,39,20,2.03,434,12,19,14,528492ea,Alfred Duncan,137,13,7,13,12,13,14,Accra,Ghana,MF (CM),Fiorentina,1. Serie A,331
15,105,205,5.93,2150,49,62,48,5294a83f,Luis Alberto,156,19,13,18,16,14,14,San José del Valle,Spain,FW-MF (AM-CM-WM),Lazio,1. Serie A,332
0,56,50,1.77,1371,20,15,45,529f49ab,Thomas Partey,151,13,12,13,11,13,14,NULL,NULL,MF (CM-DM),Atlético Madrid,1. La Liga,333
0,6,28,0.82,1804,7,2,17,52ec54d0,Leonardo Bonucci,167,17,18,17,11,13,15,Viterbo,Italy,DF (CB),Juventus,1. Serie A,334
2,22,13,3.85,187,8,4,7,53070b63,Paulinho,130,16,5,16,15,15,12,Rio de Janeiro,Brazil,FW-MF,Leverkusen,1. Bundesliga,335
1,13,17,0.51,1633,4,9,11,532e1e4f,Pau Torres,154,9,11,13,9,11,15,Villarreal,Spain,"DF (CB, left)",Villarreal,1. La Liga,336
0,1,2,0.34,281,0,1,4,539230cf,Andrea Ranocchia,133,11,15,12,8,10,9,Assisi,Italy,DF (CB),Inter,1. Serie A,337
10,78,117,4.22,1369,51,45,73,53a0e358,Domenico Berardi,144,14,13,13,14,15,10,Cariati,Italy,"FW-MF (AM, right)",Sassuolo,1. Serie A,338
0,1,5,0.13,560,0,0,7,53af52f3,Kasper Schmeichel,150,13,17,8,1,14,12,Copenhagen,Denmark,GK,Leicester City,1. Premier League,339
6,24,80,2.23,2231,24,13,17,53cad200,César Azpilicueta,150,10,16,11,8,13,15,Pamplona,Spain,"DF-MF (CB-FB, right)",Chelsea,1. Premier League,340
1,23,32,2.51,631,45,27,24,53e07d0b,Ádám Szalai,131,10,8,11,11,11,12,Budapest főváros,Hungary,FW,Mainz 05,1. Bundesliga,341
5,44,74,4.23,1065,21,26,22,54b4dc4e,Kerem Demirbay,145,16,9,17,13,15,10,Herten,Germany,MF (AM-CM-DM),Leverkusen,1. Bundesliga,342
0,1,0,0.0,13,0,0,0,54e4866f,Vincenzo Grifo,135,17,7,14,13,15,10,Pforzheim,Germany,"FW-MF (AM-WM, left)",Hoffenheim,1. Bundesliga,343
8,54,74,4.12,782,27,39,15,54e4866f,Vincenzo Grifo,135,17,7,14,13,15,10,Pforzheim,Germany,"FW-MF (AM-WM, left)",Freiburg,1. Bundesliga,344
0,25,29,3.91,364,22,28,13,54e53b7e,Gianluca Caprari,131,13,11,14,14,16,9,Rome,Italy,FW-MF,Sampdoria,1. Serie A,345
0,22,29,4.43,266,14,13,17,54e53b7e,Gianluca Caprari,131,13,11,14,14,16,9,Rome,Italy,FW-MF,Parma,1. Serie A,346
5,29,94,3.14,1555,31,34,35,55126f3b,Koke,163,15,14,16,13,13,17,Madrid,Spain,MF (AM-CM-DM-WM),Atlético Madrid,1. La Liga,347
2,54,89,4.31,1130,29,32,42,555d5edd,Nadiem Amiri,135,13,10,13,14,13,9,Kreisfreie Stadt Ludwigshafen am Rhein,Germany,MF (AM-CM),Leverkusen,1. Bundesliga,348
0,3,7,0.52,484,2,1,9,555f3a0b,Mario Hermoso,149,11,10,12,9,14,15,Madrid,Spain,"DF (CB, left)",Atlético Madrid,1. La Liga,349
0,15,32,1.61,841,7,9,35,563a68ad,Gary Medel,135,9,14,12,8,14,10,Santiago,Chile,DF-MF (CB-DM),Bologna,1. Serie A,350
3,22,42,1.78,1451,19,21,46,56413b1f,Charles Aránguiz,150,13,11,15,11,16,14,Puente Alto,Chile,MF (CM-DM),Leverkusen,1. Bundesliga,351
6,46,95,3.02,1773,32,51,61,56f7a928,Youri Tielemans,154,17,14,17,13,14,12,Sint-Pieters-Leeuw,Belgium,MF (AM-CM-DM),Leicester City,1. Premier League,352
0,11,3,0.51,297,19,10,12,57be54ec,Asier Villalibre,125,10,12,10,11,11,12,Gernika-Lumo,Spain,FW,Athletic Club,1. La Liga,353
1,39,10,0.96,463,9,23,9,57df7a11,Arthur Masuaku,129,12,8,12,14,15,11,Lille,France,"DF-MF (FB, left)",West Ham,1. Premier League,354
6,132,66,2.96,1103,56,64,48,57e3f0c7,Nicolas Pépé,151,10,7,12,17,15,12,Mantes-la-Jolie,France,"FW-MF (AM, right)",Arsenal,1. Premier League,355
1,5,3,2.81,21,1,1,0,582a5247,Mads Pedersen,119,10,13,13,14,15,13,Hørsholm,Denmark,DF-MF,Augsburg,1. Bundesliga,356
1,43,37,1.09,722,35,39,67,58afe001,Mauro Arambarri,134,12,8,13,12,12,15,Salto,Uruguay,MF (CM-DM),Getafe,1. La Liga,357
1,31,36,2.45,683,31,22,17,58eee997,Mason Greenwood,140,10,4,12,14,14,12,Bradford,England,FW-MF (AM),Manchester Utd,1. Premier League,358
1,37,14,2.02,304,15,13,3,59b7d823,Iñigo Lekue,130,11,8,11,13,12,11,Bilbao,Spain,DF-MF (FB),Athletic Club,1. La Liga,359
2,12,25,0.85,706,10,30,41,59e4b92e,Rani Khedira,127,10,11,12,9,10,15,Stuttgart,Germany,DF-MF (CM-DM),Augsburg,1. Bundesliga,360
1,34,56,1.92,1396,107,39,48,59e6e5bf,Dominic Calvert-Lewin,136,10,5,11,11,14,11,Sheffield,England,FW-MF,Everton,1. Premier League,361
1,110,75,2.31,1572,53,50,68,5a2cb25d,Sofyan Amrabat,133,13,12,13,14,13,13,Gemeente Huizen,Netherlands,MF (CM-DM),Hellas Verona,1. Serie A,362
0,1,2,0.32,121,0,1,6,5a4280b1,Kevin Long,126,10,9,10,8,11,14,Cork,Republic of Ireland,"DF (CB, right)",Burnley,1. Premier League,363
4,48,60,2.33,1300,37,33,29,5a626448,Moi Gómez,136,15,8,15,12,13,12,Rojales,Spain,"FW-MF (AM, left)",Villarreal,1. La Liga,364
0,21,19,0.61,1186,23,16,13,5a7301ae,Leander Dendoncker,140,11,12,14,11,12,15,Passendale,Belgium,"DF-MF (CM-DM, right)",Wolves,1. Premier League,365
0,14,24,0.79,1410,10,10,28,5aa53281,Gianluca Mancini,148,12,12,14,11,12,14,Pontedera,Italy,"DF (CB, right)",Roma,1. Serie A,366
3,62,47,2.19,891,57,25,56,5aaef9ef,Juraj Kucka,136,13,14,15,12,12,13,Bojnice,Slovakia,MF (CM-DM),Parma,1. Serie A,367
2,27,57,2.07,2254,14,19,58,5ab0ea87,Sergio Busquets,165,16,11,17,12,12,18,Sabadell,Spain,MF (CM-DM),Barcelona,1. La Liga,368
7,41,93,2.86,1353,65,37,50,5bd72174,Francesco Caputo,136,13,15,13,11,12,13,Altamura,Italy,FW,Sassuolo,1. Serie A,369
5,73,48,1.6,1297,36,31,25,5c2b4f07,Serge Aurier,140,10,10,13,13,13,12,Paris,France,"DF-MF (FB, right)",Tottenham,1. Premier League,370
0,21,10,2.34,173,7,6,19,5c397195,Lukáš Haraslín,119,11,8,10,14,12,10,Bratislava,Slovakia,FW-MF,Sassuolo,1. Serie A,371
0,2,2,0.09,336,0,0,2,5c4bf6ba,Robin Zentner,123,7,11,8,3,15,10,Rüdesheim am Rhein,Germany,GK,Mainz 05,1. Bundesliga,372
0,2,2,4.0,31,2,0,0,5c4dc0ff,Mariano,147,11,11,11,12,11,12,Barcelona,Spain,FW,Real Madrid,1. La Liga,373
1,29,13,0.44,1388,10,18,30,5c7845f6,Igor Zubeldia,145,13,11,14,12,13,13,Azkoitia,Spain,DF-MF (CB-DM),Real Sociedad,1. La Liga,374
2,44,98,4.03,1189,67,46,34,5c96b017,Rubén García,138,15,7,15,15,15,12,Valencia,Spain,FW-MF (AM-WM),Osasuna,1. La Liga,375
0,1,5,2.31,86,1,5,2,5cbd1eb0,Tyrick Mitchell,106,9,4,11,12,10,9,England,United Kingdom,"DF (FB, left)",Crystal Palace,1. Premier League,376
2,50,28,2.5,611,15,16,36,5cdddffa,Tanguy Ndombele,145,14,10,16,15,14,12,Longjumeau,France,MF (CM-DM),Tottenham,1. Premier League,377
0,1,2,0.83,150,2,0,3,5ce0b5ba,Asier Illarramendi,150,15,12,16,11,12,16,Mutriku,Spain,MF (CM-DM),Real Sociedad,1. La Liga,378
1,34,38,1.8,1012,30,19,16,5cec2487,Martín Montoya,130,11,11,13,13,12,11,Viladecans,Spain,"DF (FB, right)",Brighton,1. Premier League,379
2,41,37,2.57,656,52,22,20,5d4f7d61,Patrik Schick,140,14,6,12,15,14,10,Prague,Czech Republic,FW,RB Leipzig,1. Bundesliga,380
0,45,44,1.42,1120,22,34,39,5d8e331f,Nicolas Höfler,128,11,10,14,9,13,17,Überlingen,Germany,"MF (CM-DM, left)",Freiburg,1. Bundesliga,381
0,1,4,0.12,481,0,0,5,5dcf3e90,Unai Simón,139,12,4,15,2,13,13,Vitoria-Gasteiz,Spain,GK,Athletic Club,1. La Liga,382
4,40,40,2.59,582,12,15,6,5ddb8f9f,Danny da Costa,133,9,7,10,12,13,12,Neuss,Germany,"DF-MF (DM-FB, right)",Eint Frankfurt,1. Bundesliga,383
5,27,29,1.16,1668,11,29,45,5dfc6ad5,Axel Witsel,159,12,16,14,13,13,17,Liège,Belgium,MF (CM-DM),Dortmund,1. Bundesliga,384
2,24,39,4.72,423,13,17,21,5e861944,Matteo Politano,149,13,10,14,15,16,12,Rome,Italy,FW-MF (AM),Napoli,1. Serie A,385
0,13,21,7.3,156,5,10,9,5e861944,Matteo Politano,149,13,10,14,15,16,12,Rome,Italy,FW-MF (AM),Inter,1. Serie A,386
2,40,102,3.08,1593,72,69,27,5eae500a,Romelu Lukaku,172,10,16,12,14,11,14,Antwerp,Belgium,FW,Inter,1. Serie A,387
0,5,3,0.47,270,2,2,5,5ed9b537,Ibrahima Konaté,134,10,11,12,13,12,13,Paris,France,"DF (CB, right)",RB Leipzig,1. Bundesliga,388
0,4,11,0.88,866,2,0,4,5eecec3d,John Stones,156,14,13,15,13,15,13,Barnsley,England,"DF (CB, right)",Manchester City,1. Premier League,389
0,0,0,0.0,1,0,0,0,5fa57166,Matteo Lovato,91,9,4,10,5,9,8,Monselice,Italy,DF,Hellas Verona,1. Serie A,390
2,74,68,2.53,1286,73,76,71,601ef102,Stefano Okaka,132,11,8,12,13,10,12,Castiglione del Lago,Italy,FW,Udinese,1. Serie A,391
2,13,50,3.47,946,19,14,21,603116a7,Marcelo,151,14,13,15,18,13,12,Rio de Janeiro,Brazil,"DF-MF (FB-WM, left)",Real Madrid,1. La Liga,392
7,85,134,3.82,1939,55,48,63,61220da2,José Campaña,145,15,13,16,12,14,15,Seville,Spain,MF (AM-CM-DM),Levante,1. La Liga,393
2,25,60,1.94,1636,98,57,60,6265208f,Joselu,130,11,6,12,11,12,12,Stuttgart,Germany,FW,Alavés,1. La Liga,394
2,11,11,0.84,308,15,10,8,626fab5f,Raphael Framberger,119,8,8,10,11,12,13,Kreisfreie Stadt Augsburg,Germany,"DF (FB, right)",Augsburg,1. Bundesliga,395
0,11,15,1.63,361,10,10,20,62ab9184,Yannick Gerhardt,133,12,9,13,11,11,10,Würselen,Germany,DF-MF,Wolfsburg,1. Bundesliga,396
5,66,67,2.66,1037,62,53,61,635f2732,Jean-Paul Boëtius,132,15,5,13,15,15,10,Rotterdam,Netherlands,FW-MF (AM-WM),Mainz 05,1. Bundesliga,397
0,34,27,1.8,660,23,14,21,63f04c6c,Alfonso Pedraza,134,11,9,12,12,13,13,San Sebastián de los Ballesteros,Spain,"DF-FW-MF (FB-WM, left)",Betis,1. La Liga,398
0,4,4,1.95,119,3,5,4,6421ec64,Xherdan Shaqiri,149,16,9,15,15,17,12,Komuna e Gjilanit,Kosovo,"FW-MF (AM-WM, right)",Liverpool,1. Premier League,399
2,31,65,2.35,2266,10,21,42,6434f10d,Rodri,155,14,11,14,10,12,15,Madrid,Spain,MF (CM-DM),Manchester City,1. Premier League,400
0,1,2,0.06,397,0,0,5,649b01d8,Emil Audero,134,8,14,10,2,14,13,Mataram,Indonesia,GK,Sampdoria,1. Serie A,401
1,53,22,1.0,887,13,25,29,64cd167d,Davide Biraschi,131,9,9,11,5,13,12,Bergamo,Italy,"DF (CB, right)",Genoa,1. Serie A,402
2,57,61,2.57,980,35,50,31,64e8ed6d,Borja Mayoral,136,12,8,12,13,12,12,Parla,Spain,FW,Levante,1. La Liga,403
2,11,31,4.37,570,6,13,11,652d4c37,Corentin Tolisso,152,14,11,15,10,13,12,Tarare,France,DF-MF (CM-DM-FB),Bayern Munich,1. Bundesliga,404
3,38,56,3.4,879,41,41,23,6639e500,Andreas Pereira,133,13,3,15,14,16,11,Duffel,Belgium,MF,Manchester Utd,1. Premier League,405
0,5,3,1.16,112,10,4,8,6763373d,Miguel,84,6,5,7,1,10,10,NULL,NULL,FW,Valladolid,1. La Liga,406
2,17,49,2.64,1341,22,12,26,67cdbc0e,Arturo Vidal,158,12,16,14,12,11,16,Santiago,Chile,MF (CM-DM),Barcelona,1. La Liga,407
4,62,55,2.46,1192,31,27,50,6928979a,Nicolò Barella,163,14,12,15,14,14,17,Cagliari,Italy,MF (CM-DM),Inter,1. Serie A,408
2,10,32,1.61,1021,15,20,38,69374ff5,Julian Baumgartlinger,137,9,15,12,9,10,17,Salzburg,Austria,DF-MF (CM-DM),Leverkusen,1. Bundesliga,409
0,2,9,0.46,415,3,3,19,697295b1,Pedro Bigas,133,10,14,10,9,12,14,Palma,Spain,"DF-MF (CB-FB, left)",Eibar,1. La Liga,410
1,23,18,0.67,1055,2,11,18,699fb8db,Dominique Heintz,132,12,11,13,7,7,14,Neustadt an der Weinstraße,Germany,"DF (CB, left)",Freiburg,1. Bundesliga,411
1,84,81,2.48,1513,92,71,53,6a99e0b1,Iñaki Williams,154,12,7,10,13,12,13,Bilbao,Spain,FW-MF (AM),Athletic Club,1. La Liga,412
0,3,4,1.05,168,8,3,2,6aa3e78b,Ryan Sessegnon,129,14,7,11,10,14,12,Roehampton,England,"DF-FW-MF (FB, left)",Tottenham,1. Premier League,413
3,12,16,0.59,862,8,7,17,6adbc307,Jack Stephens,132,12,14,13,11,12,13,Torpoint,England,DF (CB),Southampton,1. Premier League,414
1,30,39,1.31,1302,18,26,33,6b47c5db,Wilfred Ndidi,150,13,10,13,12,12,13,Lagos,Nigeria,DF-MF (CM-DM),Leicester City,1. Premier League,415
0,8,14,0.79,702,2,6,5,6bd5cd5d,Robin Knoche,132,8,8,11,7,9,17,Braunschweig,Germany,DF (CB),Wolfsburg,1. Bundesliga,416
0,1,0,0.0,56,0,5,2,6bd603db,Jean-Philippe Gbamin,140,10,11,13,12,12,13,San-Pédro,Côte d'Ivoire,DF-MF (CB-DM),Everton,1. Premier League,417
0,43,11,0.79,586,32,29,20,6c203af0,Yves Bissouma,127,10,8,13,14,14,12,Bamako Region,Mali,MF (DM),Brighton,1. Premier League,418
5,106,86,3.42,1081,62,69,53,6c6a3300,Milot Rashica,140,10,7,10,14,16,11,Vushtrri,Kosovo,FW-MF,Werder Bremen,1. Bundesliga,419
0,3,1,1.32,46,1,2,0,6c7762c3,Juan Foyth,136,13,10,14,13,14,11,La Plata,Argentina,DF,Tottenham,1. Premier League,420
0,23,13,1.59,436,5,10,22,6c811eb7,Carles Aleñá,133,15,11,16,15,12,13,Mataró,Spain,MF,Betis,1. La Liga,421
0,3,2,1.05,157,4,0,4,6c811eb7,Carles Aleñá,133,15,11,16,15,12,13,Mataró,Spain,MF,Barcelona,1. La Liga,422
0,40,44,2.48,698,29,30,7,6ca5ec4b,Alex Iwobi,144,15,8,14,14,15,12,Lagos,Nigeria,FW-MF (AM-WM),Everton,1. Premier League,423
1,7,6,0.77,403,2,1,6,6cafd68d,Håvard Nordtveit,127,10,13,12,7,9,16,Vats,Norway,DF-MF (CB-DM),Hoffenheim,1. Bundesliga,424
1,9,10,1.4,240,9,5,12,6cc97b6a,Alberto Grassi,127,13,9,13,10,13,12,Brescia,Italy,MF (CM-DM),Parma,1. Serie A,425
5,27,105,3.56,2259,15,14,49,6ce1f46f,Toni Kroos,162,18,12,20,14,9,14,Greifswald,Germany,"MF (AM-CM-DM, left)",Real Madrid,1. La Liga,426
1,5,15,0.59,1001,9,3,12,6d5701f2,Yerry Mina,140,9,15,13,10,13,12,Guachené,Colombia,DF (CB),Everton,1. Premier League,427
0,27,17,1.55,440,15,6,12,6d8f8441,Coke,136,11,18,13,10,13,16,Madrid,Spain,"DF (FB, right)",Levante,1. La Liga,428
0,8,12,4.09,161,9,7,6,6e058f06,Giacomo Raspadori,114,10,8,12,13,13,11,Bentivoglio,Italy,FW,Sassuolo,1. Serie A,429
0,3,1,0.2,117,0,5,4,6eaed4eb,Florian Lejeune,131,12,11,13,10,10,12,Paris,France,"DF-MF (CB, left)",Newcastle Utd,1. Premier League,430
0,4,4,0.32,637,3,11,16,6ec6fde0,Kevin Akpoguma,131,9,9,12,9,12,12,Neustadt an der Weinstraße,Germany,DF (CB),Hoffenheim,1. Bundesliga,431
1,120,61,2.17,985,68,48,40,6ecbddf6,Ruben Vargas,129,12,7,12,15,16,9,Adligenswil,Switzerland,"FW-MF (AM, left)",Augsburg,1. Bundesliga,432
1,17,26,0.84,1448,13,8,41,6eee05f1,Berat Djimsiti,140,9,11,11,7,11,13,Zurich,Switzerland,DF-MF (CB),Atalanta,1. Serie A,433
2,0,6,0.17,909,0,0,2,6f51e382,Marc-André ter Stegen,170,9,14,17,3,14,12,Mönchengladbach,Germany,GK,Barcelona,1. La Liga,434
0,8,14,1.76,337,10,4,12,6f5f82c0,Andoni Gorosabel,125,12,9,12,13,13,11,Mondragón,Spain,"DF (FB, right)",Real Sociedad,1. La Liga,435
2,41,44,1.52,1038,24,28,40,6f7d826d,Douglas Luiz,137,13,12,13,13,14,12,Rio de Janeiro,Brazil,MF (CM-DM),Aston Villa,1. Premier League,436
0,13,1,0.29,134,6,5,3,70678132,Eduard Löwen,128,12,9,14,10,11,11,Idar-Oberstein,Germany,DF-MF,Hertha BSC,1. Bundesliga,437
1,19,16,2.15,296,19,23,18,70678132,Eduard Löwen,128,12,9,14,10,11,11,Idar-Oberstein,Germany,DF-MF,Augsburg,1. Bundesliga,438
8,72,118,3.38,2018,59,42,24,70d74ece,Karim Benzema,174,17,11,18,16,14,12,Lyon,France,FW,Real Madrid,1. La Liga,439
2,28,45,2.35,871,22,30,47,70dcf94d,Janik Haberer,133,12,8,12,11,13,10,Wangen im Allgäu,Germany,FW-MF (AM),Freiburg,1. Bundesliga,440
5,10,36,3.33,471,9,7,19,719384c1,Ángel Montoro,126,11,10,13,9,12,14,Valencia,Spain,MF (DM),Granada,1. La Liga,441
5,52,36,1.89,818,23,19,24,71dc23da,Paolo Ghiglione,126,13,9,13,11,13,13,Voghera,Italy,DF-MF,Genoa,1. Serie A,442
1,16,44,3.01,555,7,11,18,71ef519e,Matt Ritchie,130,12,15,13,12,11,12,Gosport,England,"DF-MF (DM-FB-WM, right)",Newcastle Utd,1. Premier League,443
1,16,36,1.58,810,26,11,43,7242b495,Niko Gießelmann,124,12,9,11,11,12,12,Hanover,Germany,"DF-MF (FB, left)",Düsseldorf,1. Bundesliga,444
0,19,20,2.29,386,14,10,8,72a99e38,Cristian Tello,140,12,9,13,14,14,12,Sabadell,Spain,"FW-MF (AM-WM, left)",Betis,1. La Liga,445
1,17,16,1.58,588,8,7,6,73000a79,Daley Sinkgraven,129,14,8,14,13,14,11,Gemeente Assen,Netherlands,"DF-MF (AM-FB, left)",Leverkusen,1. Bundesliga,446
0,3,10,0.32,646,6,2,13,74b2cd7e,Angelo Ogbonna,132,10,11,11,10,12,13,Cassino,Italy,DF (CB),West Ham,1. Premier League,447
0,35,24,0.83,788,25,44,30,74e12f1e,Jack Cork,136,11,11,12,13,12,14,Carshalton,England,DF-MF (CM-DM),Burnley,1. Premier League,448
2,37,27,1.26,739,65,24,25,75645f0e,Borja Iglesias,146,12,12,12,13,13,14,Santiago de Compostela,Spain,FW,Betis,1. La Liga,449
2,88,59,2.11,1560,32,55,44,75a72a99,Ricardo Pereira,150,13,7,12,14,14,12,Lisbon,Portugal,"DF-FW-MF (FB-WM, right)",Leicester City,1. Premier League,450
0,15,31,1.45,1173,5,6,30,75b86fb3,Alessandro Bastoni,151,12,12,14,11,14,13,Casalmaggiore,Italy,"DF (CB, left)",Inter,1. Serie A,451
1,65,40,1.55,878,33,27,36,76b2817e,Kingsley Ehizibue,124,9,10,11,12,13,9,Munich,Germany,"DF-MF (FB, right)",Köln,1. Bundesliga,452
0,0,1,0.33,36,0,0,0,76eca7e2,Wayne Hennessey,124,6,8,12,3,13,12,Bangor,Wales,GK,Crystal Palace,1. Premier League,453
1,6,4,0.35,311,7,3,8,77cf6852,Emil Krafth,126,14,8,13,10,13,12,Ljungby,Sweden,"DF (FB, right)",Newcastle Utd,1. Premier League,454
0,49,49,1.77,1450,51,33,65,780e3631,Matteo Pessina,126,14,10,14,13,12,13,Monza,Italy,MF,Hellas Verona,1. Serie A,455
7,25,98,4.06,1323,17,14,46,78841da9,José Callejón,153,15,11,15,12,15,14,Motril,Spain,"FW-MF (WM, right)",Napoli,1. Serie A,456
0,0,0,0.0,55,0,1,1,79083382,Juan Jesus,134,11,13,12,11,13,8,Belo Horizonte,Brazil,"DF (CB-FB, left)",Roma,1. Serie A,457
0,1,0,0.0,7,0,3,0,792ffa71,Tim Lemperle,86,13,3,13,12,11,7,Frankfurt am Main,Germany,FW,Köln,1. Bundesliga,458
6,94,116,4.13,1582,45,54,43,79300479,Martin Ødegaard,148,16,7,16,16,16,12,Drammen,Norway,FW-MF (AM),Real Sociedad,1. La Liga,459
0,0,0,0.0,135,0,0,0,7956236f,Emiliano Martínez,140,5,7,13,1,16,14,Mar del Plata,Argentina,GK,Arsenal,1. Premier League,460
0,0,4,0.11,238,0,0,7,79b0d6a0,Rui Patrício,153,10,16,10,5,14,14,Marrazes,Portugal,GK,Wolves,1. Premier League,461
4,33,28,2.75,352,17,22,23,79c84d1c,Jarrod Bowen,135,13,5,14,16,15,10,Hereford,England,"FW-MF (AM, right)",West Ham,1. Premier League,462
0,12,26,3.23,401,14,3,13,79ca3e23,Ondrej Duda,138,17,6,13,14,14,10,Snina,Slovakia,FW-MF (AM),Norwich City,1. Premier League,463
1,22,17,3.42,209,11,10,11,79ca3e23,Ondrej Duda,138,17,6,13,14,14,10,Snina,Slovakia,FW-MF (AM),Hertha BSC,1. Bundesliga,464
0,16,16,0.72,1578,10,2,17,7a11550b,Joe Gomez,154,8,10,14,14,15,14,Catford,England,"DF (CB, right)",Liverpool,1. Premier League,465
1,0,4,0.14,494,1,0,2,7a2e46a8,Alisson,174,13,9,16,11,15,15,Novo Hamburgo,Brazil,GK,Liverpool,1. Premier League,466
0,11,12,1.5,203,9,9,9,7a538238,Quini,118,9,8,11,11,13,11,Fernán Núñez,Spain,DF-MF (FB-WM),Granada,1. La Liga,467
0,0,1,0.14,235,0,0,0,7b075c75,Adama Soumaoro,125,7,8,10,6,10,14,Fontenay-aux-Roses,France,DF (CB),Genoa,1. Serie A,468
0,0,0,0.0,2,0,0,0,7b5f516f,Francesco Rossi,45,7,11,10,5,12,1,Merate,Italy,GK,Atalanta,1. Serie A,469
0,0,0,0.0,2,0,0,0,7b5f516f,Francesco Rossi,101,9,12,10,3,11,12,Merate,Italy,GK,Atalanta,1. Serie A,470
0,16,13,3.79,178,13,7,4,7c104bb7,Ademola Lookman,136,10,5,10,15,15,11,Wandsworth,England,FW-MF,RB Leipzig,1. Bundesliga,471
1,12,6,0.22,1143,8,3,7,7c473e12,Dedryck Boyata,136,9,12,10,9,11,14,Uccle,Belgium,DF (CB-FB),Hertha BSC,1. Bundesliga,472
13,97,107,5.0,1016,50,37,49,7c56da38,Christopher Nkunku,135,14,6,13,15,15,10,Lagny-sur-Marne,France,FW-MF,RB Leipzig,1. Bundesliga,473
1,13,12,1.21,429,5,9,11,7d2d3329,Hamza Choudhury,138,12,11,13,11,13,12,Loughborough,England,MF,Leicester City,1. Premier League,474
0,2,6,0.43,379,3,3,11,7d50454d,Luca Ceppitelli,131,7,10,12,5,10,14,Castiglione del Lago,Italy,DF (CB),Cagliari,1. Serie A,475
3,97,107,2.95,1959,69,70,76,7dcf86f6,Iago Aspas,155,14,14,14,16,16,12,Moaña,Spain,FW-MF,Celta Vigo,1. La Liga,476
3,89,105,4.16,1231,39,65,77,7eb97a8e,Nicola Sansone,137,11,11,13,14,15,13,Munich,Germany,FW-MF,Bologna,1. Serie A,477
0,6,6,1.55,159,2,7,5,7ec7738e,Gastón Pereiro,131,13,11,15,15,15,9,Montevideo,Uruguay,FW-MF (AM),Cagliari,1. Serie A,478
0,4,11,0.38,808,2,3,10,7ed4921e,William Troost-Ekong,132,7,14,10,5,11,14,Gemeente Haarlem,Netherlands,DF-MF (CB),Udinese,1. Serie A,479
0,11,14,0.98,959,4,5,8,7edfbb8a,Fikayo Tomori,150,11,12,13,9,12,13,Calgary,Alberta,DF (CB),Chelsea,1. Premier League,480
0,1,1,0.29,65,2,2,2,7f203b54,Chema,130,9,14,12,8,12,12,Caudete,Spain,"DF (CB, left)",Getafe,1. La Liga,481
3,12,34,1.47,1257,11,12,24,7f3b388c,Fabinho,160,14,12,15,13,14,15,Campinas,Brazil,DF-MF (CM-DM-FB),Liverpool,1. Premier League,482
3,34,37,1.37,875,18,17,24,7f4c7c9f,Jorge Miramón,130,13,10,14,13,13,12,Zaragoza,Spain,"DF-MF (FB-WM, right)",Levante,1. La Liga,483
0,14,23,0.9,1156,13,15,22,7f609bfc,Stefan Posch,132,9,10,12,9,13,12,Judenburg,Austria,DF (CB),Hoffenheim,1. Bundesliga,484
0,13,11,3.43,159,3,8,9,7fcc71d8,Daniel Podence,130,14,6,13,17,17,9,Oeiras,Portugal,FW-MF (AM-WM),Wolves,1. Premier League,485
0,0,1,0.1,204,0,0,2,7fe12375,Andreas Luthe,122,7,15,8,1,13,15,Velbert,Germany,GK,Augsburg,1. Bundesliga,486
1,26,10,1.99,231,4,5,2,7fe90ccd,Davide Zappacosta,141,11,9,13,14,13,13,Sora,Italy,"DF-MF (FB-WM, right)",Roma,1. Serie A,487
0,1,0,0.0,22,2,0,0,801831fe,Daniel Maldini,87,11,6,13,13,12,10,Milan,Italy,MF,Milan,1. Serie A,488
1,19,18,1.17,666,9,6,24,808d48f3,Jaume Costa,141,11,6,12,11,14,13,Valencia,Spain,"DF (FB, left)",Valencia,1. La Liga,489
3,25,90,2.96,1278,27,26,38,80f36c88,Sebastian Rudy,144,13,9,15,10,14,14,Villingen-Schwenningen,Germany,MF (CM-DM),Hoffenheim,1. Bundesliga,490
0,18,40,3.85,556,23,12,12,810e3c74,Jesse Lingard,141,11,5,13,13,15,12,Warrington,England,FW-MF (AM),Manchester Utd,1. Premier League,491
4,56,74,2.11,1375,76,57,88,81255c03,João Pedro,125,12,7,12,13,13,12,Ipatinga,Brazil,FW-MF (AM),Cagliari,1. Serie A,492
4,68,72,3.23,1122,48,79,41,819aa8e7,Ayoze Pérez,141,13,10,13,15,14,12,Santa Cruz de Tenerife,Spain,FW-MF (AM),Leicester City,1. Premier League,493
5,101,95,3.12,1648,95,47,58,81f0781e,Gerard Moreno,146,12,12,14,13,13,14,Santa Perpètua de Mogoda,Spain,FW,Villarreal,1. La Liga,494
0,0,0,0.0,27,0,0,0,82328faf,Daniel Fuzato,103,7,9,10,1,13,10,Santa Bárbara d'Oeste,Brazil,GK,Roma,1. Serie A,495
5,39,48,1.99,1055,22,38,22,82927de4,Pablo Fornals,142,15,11,16,13,15,12,Castellón de la Plana,Spain,FW-MF (AM),West Ham,1. Premier League,496
0,0,2,0.12,248,0,1,7,82b1198a,David Ospina,140,8,12,8,3,16,15,Medellín,Colombia,GK,Napoli,1. Serie A,497
