assists,dribbles,sca,sca90,pass_targets,miscontrols,dispossessed,fouled,fbrefId,playerFullName,ca,vis,ldr,pas,dri,agi,cnt,city,country,position,squad,comp,id
3,15,15,0.9,613,7,9,19,cfbf9881,Ibrahima Mbaye,127,10,9,10,11,14,11,Guédiawaye,Senegal,"DF-MF (FB, right)",Bologna,1. Serie A,835
3,12,18,0.79,774,2,4,23,d0042ab9,Mason Holgate,136,11,10,14,9,15,10,Doncaster,England,DF (CB),Everton,1. Premier League,836
3,50,64,2.85,773,36,34,38,d023d70f,Karol Linetty,139,12,12,14,12,13,13,Żnin,Poland,"MF (CM-DM, left)",Sampdoria,1. Serie A,837
2,68,33,1.42,1508,24,26,33,d04b94db,Nélson Semedo,149,12,6,12,14,16,12,Lisbon,Portugal,"DF-MF (FB, right)",Barcelona,1. La Liga,838
1,58,80,2.29,1921,48,37,100,d080ed5e,Mikel Merino,153,16,12,16,14,13,15,Pamplona,Spain,MF (CM-DM),Real Sociedad,1. La Liga,839
3,13,23,0.73,1317,2,1,13,d0d8dd44,Stefan de Vrij,160,13,12,15,9,12,13,Ouderkerk aan den IJssel,Netherlands,DF (CB-FB),Inter,1. Serie A,840
0,9,5,0.45,280,3,5,12,d0dbca9f,Alex Ferrari,129,11,10,12,12,12,11,Province of Modena,Italy,"DF (FB, right)",Sampdoria,1. Serie A,841
0,1,0,0.0,77,0,0,0,d0f72bf1,Max Kilman,120,10,6,13,11,13,11,London,England,DF,Wolves,1. Premier League,842
2,90,85,3.34,1048,58,63,46,d1273f09,Daniel Caligiuri,144,12,9,11,13,11,13,Villingen-Schwenningen,Germany,"DF-MF (AM, right)",Schalke 04,1. Bundesliga,843
5,70,69,2.06,1288,22,16,37,d1661819,Bastian Oczipka,132,13,8,14,11,10,12,Bergisch Gladbach,Germany,"DF-MF (FB, left)",Schalke 04,1. Bundesliga,844
0,44,42,1.67,779,15,16,23,d183e9d6,Nicola Murru,131,9,7,13,13,12,12,Cagliari,Italy,"DF (FB, left)",Sampdoria,1. Serie A,845
1,12,37,1.79,730,18,13,9,d1b49282,Morten Thorsby,127,14,10,12,11,14,13,Oslo,Norway,"MF (CM, right)",Sampdoria,1. Serie A,846
0,8,6,0.37,663,0,4,16,d2110326,Mouctar Diakhaby,139,12,11,13,12,12,13,Vendôme,France,DF (CB),Valencia,1. La Liga,847
6,25,35,2.58,716,63,31,28,d2416c2e,Yussuf Poulsen,143,10,11,9,12,11,14,Copenhagen,Denmark,FW,RB Leipzig,1. Bundesliga,848
3,46,63,2.39,1634,35,37,32,d2424d1b,Ben Chilwell,146,12,12,12,14,14,13,Milton Keynes,England,"DF-MF (FB, left)",Leicester City,1. Premier League,849
1,32,29,1.11,1597,11,21,12,d248cd8f,Dayot Upamecano,146,11,9,13,12,12,12,Évreux,France,DF (CB),RB Leipzig,1. Bundesliga,850
0,0,1,2.0,29,4,0,1,d37b0350,Leonardo Pavoletti,143,11,12,14,10,12,13,Livorno,Italy,FW,Cagliari,1. Serie A,851
5,108,76,2.3,1348,58,52,44,d38fdf53,Pervis Estupiñán,120,7,9,8,11,12,9,Esmeraldas,Ecuador,"DF (FB, left)",Osasuna,1. La Liga,852
1,2,9,1.73,183,5,4,3,d3b888e3,Christian Oliva,121,11,13,13,11,12,12,Uruguay,Uruguay,MF,Cagliari,1. Serie A,853
0,7,11,0.89,367,8,13,27,d3d758d8,Valon Behrami,129,9,16,13,11,13,15,Kosovska Mitrovica,Kosovo,DF-MF (CM),Genoa,1. Serie A,854
6,59,74,3.29,1244,86,67,53,d3de9af0,Duván Zapata,154,11,10,12,12,11,13,Cali,Colombia,FW,Atalanta,1. Serie A,855
4,77,82,4.42,984,42,59,18,d4a2533d,Josip Brekalo,131,13,5,12,16,17,9,City of Zagreb,Croatia,FW-MF (AM),Wolfsburg,1. Bundesliga,856
3,94,92,2.94,1714,29,43,71,d4c9725f,Theo Hernández,155,12,12,13,16,14,12,Marseille,France,"DF (FB, left)",Milan,1. Serie A,857
3,53,63,2.0,1542,45,23,22,d557d734,Matt Doherty,143,13,12,13,15,11,14,Dublin,Republic of Ireland,"DF-MF (FB-WM, right)",Wolves,1. Premier League,858
4,23,67,2.92,1001,32,21,36,d56543a0,Ryan Fraser,142,11,10,14,13,13,10,Aberdeen,Scotland,FW-MF (WM),Bournemouth,1. Premier League,859
3,49,56,1.61,1528,58,39,23,d5dd5f1f,Pierre-Emerick Aubameyang,165,11,12,11,13,15,14,Laval,France,FW-MF (WM),Arsenal,1. Premier League,860
6,72,72,2.38,1214,68,47,65,d6862409,Florian Niederlechner,132,13,7,11,12,13,12,Ebersberg,Germany,FW,Augsburg,1. Bundesliga,861
0,9,3,1.05,140,2,2,4,d6a889ea,Kévin Malcuit,141,11,8,13,14,13,12,Châtenay-Malabry,France,"DF-FW-MF (FB-WM, right)",Napoli,1. Serie A,862
0,1,9,0.33,1257,4,3,22,d6e53a3a,Matthijs de Ligt,164,13,15,14,11,13,13,Leiderdorp,Netherlands,DF (CB),Juventus,1. Serie A,863
3,78,100,2.99,1513,86,80,120,d705ba44,Andrea Belotti,151,9,14,12,13,13,14,Calcinate,Italy,FW,Torino,1. Serie A,864
21,274,219,6.84,2616,65,88,89,d70ce98e,Lionel Messi,195,20,14,20,20,19,13,Rosario,Argentina,FW-MF (WM),Barcelona,1. La Liga,865
1,64,63,3.36,927,64,46,51,d711d04f,Goran Pandev,128,13,14,14,13,10,14,Strumica,North Macedonia,FW,Genoa,1. Serie A,866
8,53,88,2.91,1202,42,29,39,d733aa38,Roberto Torres,136,15,14,16,11,12,14,Pamplona,Spain,"MF (WM, right)",Osasuna,1. La Liga,867
1,5,9,0.52,457,7,7,0,d7492450,Martin Kelly,127,13,10,12,8,13,14,Whiston,England,"DF-MF (CB-FB, right)",Crystal Palace,1. Premier League,868
2,68,60,3.62,951,22,25,57,d7553721,Giovani Lo Celso,157,17,10,17,15,14,13,Rosario,Argentina,MF (CM),Tottenham,1. Premier League,869
5,145,67,2.7,1449,44,47,42,d781d855,Alphonso Davies,152,11,10,11,13,17,10,Monrovia,Liberia,"DF-FW-MF (FB, left)",Bayern Munich,1. Bundesliga,870
0,6,2,0.31,302,3,0,2,d79a8c87,Rob Holding,136,12,11,12,10,13,14,Tameside,England,DF (CB),Arsenal,1. Premier League,871
0,3,5,3.0,84,2,1,3,d7d32194,Mattia Destro,128,13,9,11,12,13,11,Ascoli Piceno,Italy,FW,Genoa,1. Serie A,872
0,1,2,0.97,74,5,3,2,d7d32194,Mattia Destro,128,13,9,11,12,13,11,Ascoli Piceno,Italy,FW,Bologna,1. Serie A,873
6,19,39,1.28,1272,21,18,34,d83bbc54,Daniel Wass,144,13,8,14,13,13,12,Gladsaxe Municipality,Denmark,"DF-MF (AM-CM-FB-WM, right)",Valencia,1. La Liga,874
5,103,68,2.89,1144,42,37,86,d85c238b,Mattia Zaccagni,126,13,13,13,13,12,14,Cesena,Italy,"FW-MF (AM, left)",Hellas Verona,1. Serie A,875
1,19,46,2.06,946,39,22,28,d87e2cae,Willian José,148,13,9,14,15,12,11,Porto Calvo,Brazil,FW,Real Sociedad,1. La Liga,876
1,13,31,0.82,1959,7,10,28,d8931174,Harry Maguire,150,12,15,13,13,10,13,Sheffield,England,"DF (CB, left)",Manchester Utd,1. Premier League,877
0,0,0,0.0,49,0,5,0,d9565625,Diogo Dalot,132,11,10,13,13,12,12,Braga Municipality,Portugal,DF (FB),Manchester Utd,1. Premier League,878
0,6,4,0.43,288,3,2,16,d9624b51,Federico Ceccherini,128,9,10,11,9,13,14,Livorno,Italy,DF (CB),Fiorentina,1. Serie A,879
1,35,51,2.48,744,24,25,31,d97f2e8d,Fabio Depaoli,128,12,12,13,12,13,13,Riva del Garda,Italy,DF-MF,Sampdoria,1. Serie A,880
5,38,75,5.04,826,33,21,38,d995ed27,Giacomo Bonaventura,147,14,14,14,14,13,13,San Severino Marche,Italy,MF (AM-CM),Milan,1. Serie A,881
2,117,68,1.94,1682,99,108,112,da052c14,Jordan Ayew,131,8,6,9,16,14,10,Marseille,France,FW-MF,Crystal Palace,1. Premier League,882
1,25,60,1.8,1416,28,20,30,da27e268,Marc Roca,145,15,11,16,10,12,14,Vilafranca del Penedès,Spain,MF (CM-DM),Espanyol,1. La Liga,883
0,11,6,0.22,1210,6,5,16,da7b447d,Davinson Sánchez,146,10,9,14,11,14,11,Caloto,Colombia,DF (CB),Tottenham,1. Premier League,884
0,18,21,0.9,1386,5,8,17,da974c7b,Kalidou Koulibaly,167,10,12,13,9,14,9,Saint-Dié-des-Vosges,France,"DF (CB, left)",Napoli,1. Serie A,885
0,82,68,2.46,1453,19,42,50,db092d3b,Ismaël Bennacer,142,14,10,15,14,15,13,Arles,France,MF (CM-DM),Milan,1. Serie A,886
0,1,4,0.15,529,0,0,3,db401046,Koen Casteels,140,10,8,10,1,16,14,Bonheiden,Belgium,GK,Wolfsburg,1. Bundesliga,887
1,17,15,2.42,522,9,11,8,db4ed67b,Mahmoud Dahoud,138,16,8,14,13,17,10,Amude,Syria,MF (CM-DM),Dortmund,1. Bundesliga,888
2,64,39,2.86,749,40,23,48,db750822,Vitolo,149,13,13,15,15,12,13,Las Palmas,Spain,FW-MF (AM-WM),Atlético Madrid,1. La Liga,889
16,164,125,4.92,1946,61,51,22,dbf053da,Jadon Sancho,155,17,5,14,18,18,10,London,England,FW-MF (AM),Dortmund,1. Bundesliga,890
0,4,1,1.23,33,5,2,2,dc008610,Florin Andone,130,10,13,13,13,13,14,Joldești,Romania,FW,Brighton,1. Premier League,891
2,108,77,3.8,1043,37,57,45,dc1c2fce,Álex Berenguer,138,12,8,13,15,16,11,Pamplona,Spain,FW-MF (WM),Torino,1. Serie A,892
0,21,33,2.45,1003,17,18,18,dc3fa3b5,Diego Demme,140,10,13,14,12,15,14,Herford,Germany,DF-MF (CM-DM),RB Leipzig,1. Bundesliga,893
0,4,18,1.8,717,4,10,16,dc3fa3b5,Diego Demme,140,10,13,14,12,15,14,Herford,Germany,DF-MF (CM-DM),Napoli,1. Serie A,894
1,11,14,4.52,176,12,9,7,dc62b55d,Matheus Cunha,128,13,6,12,15,15,9,João Pessoa,Brazil,FW-MF,RB Leipzig,1. Bundesliga,895
0,43,28,3.39,303,17,24,34,dc62b55d,Matheus Cunha,128,13,6,12,15,15,9,João Pessoa,Brazil,FW-MF,Hertha BSC,1. Bundesliga,896
1,18,17,1.39,715,7,11,4,dc6f5bdd,Calum Chambers,139,12,11,13,11,11,13,Petersfield,England,"DF-MF (CB-FB, right)",Arsenal,1. Premier League,897
5,41,70,4.12,789,29,29,30,dd0daf32,Henrikh Mkhitaryan,147,15,10,14,15,16,9,Yerevan,Armenia,FW-MF (AM),Roma,1. Serie A,898
0,5,6,4.82,89,3,4,2,dd0daf32,Henrikh Mkhitaryan,147,15,10,14,15,16,9,Yerevan,Armenia,FW-MF (AM),Arsenal,1. Premier League,899
0,13,4,1.57,168,3,0,2,dd323728,Neco Williams,97,9,3,11,11,9,9,Wales,United Kingdom,DF,Liverpool,1. Premier League,900
3,45,47,2.67,764,28,32,34,dd669209,Renato Steffen,132,12,9,11,13,17,10,Aarau,Switzerland,FW-MF (AM-WM),Wolfsburg,1. Bundesliga,901
2,33,25,3.57,319,17,30,15,de39485a,Yannick Carrasco,153,15,9,14,17,14,12,Ixelles-Elsene,Belgium,"DF-FW-MF (AM-WM, left)",Atlético Madrid,1. La Liga,902
0,20,18,0.88,572,6,14,28,de5b5570,Marvelous Nakamba,127,13,8,12,11,13,13,Hwange,Zimbabwe,MF (AM-CM-DM),Aston Villa,1. Premier League,903
5,87,143,4.41,1930,69,50,72,dea698d9,Cristiano Ronaldo,195,14,17,15,15,13,16,Funchal,Portugal,FW-MF (WM),Juventus,1. Serie A,904
0,17,14,1.41,579,7,7,14,dee86451,William Carvalho,150,15,15,15,12,10,18,Luanda,Angola,MF (CM-DM),Betis,1. La Liga,905
0,0,0,0.0,68,0,0,2,def899bd,Phil Jones,138,5,10,13,8,9,10,Preston,England,"DF-MF (CB, left)",Manchester Utd,1. Premier League,906
0,6,6,2.78,157,2,6,2,df10e27c,Billy Gilmour,105,16,10,14,9,12,12,Scotland,United Kingdom,MF,Chelsea,1. Premier League,907
8,150,139,4.27,1588,104,89,43,df3cda47,Dejan Kulusevski,152,17,9,15,16,14,13,Stockholm County,Sweden,FW-MF,Parma,1. Serie A,908
4,37,59,2.08,1491,38,20,24,df69b544,Antoine Griezmann,171,16,14,15,16,15,12,Mâcon,France,FW-MF (AM-WM),Barcelona,1. La Liga,909
0,14,27,3.16,465,33,15,19,df85d472,Federico Santander,132,11,9,11,11,11,13,San Lorenzo,Paraguay,FW,Bologna,1. Serie A,910
6,41,60,1.9,1339,43,36,103,df8b52a5,Emerson,143,12,5,12,14,15,12,São Paulo,Brazil,"DF (FB, right)",Betis,1. La Liga,911
6,41,60,1.9,1339,43,36,103,df8b52a5,Emerson,134,14,10,12,13,14,10,São Paulo,Brazil,"DF (FB, right)",Betis,1. La Liga,912
4,69,89,3.55,1061,42,53,63,df8e7b62,Erik Thommy,130,14,7,13,14,16,11,Ulm,Germany,MF (AM-WM),Düsseldorf,1. Bundesliga,913
1,7,12,0.82,623,2,5,5,e0314d87,Andrea Masiello,138,8,14,11,8,13,15,Viareggio,Italy,DF (CB-FB),Genoa,1. Serie A,914
0,1,5,0.83,224,0,2,1,e0314d87,Andrea Masiello,138,8,14,11,8,13,15,Viareggio,Italy,DF (CB-FB),Atalanta,1. Serie A,915
1,5,24,0.63,2568,2,2,28,e06683ca,Virgil van Dijk,180,14,16,16,13,12,17,Breda,Netherlands,"DF (CB, left)",Liverpool,1. Premier League,916
6,110,149,6.22,1740,50,49,61,e0921a4f,Paulo Dybala,168,17,11,16,17,17,9,Valladolid,Spain,FW-MF (AM-WM),Juventus,1. Serie A,917
2,38,78,2.73,934,19,24,45,e0b113a7,Robert Andrich,127,10,13,13,10,11,14,Kreisfreie Stadt Potsdam,Germany,MF (CM-DM),Union Berlin,1. Bundesliga,918
3,21,57,2.65,1038,13,13,27,e12b0b5b,Sebastian Rode,133,10,11,13,13,12,14,Seeheim-Jugenheim,Germany,MF (CM-DM),Eint Frankfurt,1. Bundesliga,919
6,135,111,3.73,1418,75,64,82,e14ec482,Riccardo Orsolini,142,13,11,13,16,14,13,Ascoli Piceno,Italy,"FW-MF (AM, right)",Bologna,1. Serie A,920
0,0,1,0.14,71,0,0,2,e1b0a70d,Pietro Terracciano,117,11,11,10,1,10,13,San Felice a Cancello,Italy,GK,Fiorentina,1. Serie A,921
0,9,16,1.91,607,4,3,17,e1cbb531,Stanislav Lobotka,144,13,9,16,16,17,15,Trenčín,Slovakia,MF (CM-DM),Napoli,1. Serie A,922
0,15,26,1.69,729,7,20,30,e1cbb531,Stanislav Lobotka,144,13,9,16,16,17,15,Trenčín,Slovakia,MF (CM-DM),Celta Vigo,1. La Liga,923
1,10,4,0.57,214,9,2,5,e26fcca3,Santiago Ascacíbar,136,9,12,12,10,16,14,La Plata,Argentina,MF (CM-DM),Hertha BSC,1. Bundesliga,924
10,50,112,5.52,1613,29,19,28,e2716bd0,David Silva,174,19,10,18,18,17,15,La Playa de Arguineguín,Spain,FW-MF (AM-CM-WM),Manchester City,1. Premier League,925
1,6,14,0.57,852,4,3,10,e27da244,John Brooks,134,12,13,14,10,11,9,Land Berlin,Germany,"DF (CB, left)",Wolfsburg,1. Bundesliga,926
0,42,21,1.44,532,19,18,25,e27de4fa,Noah Katterbach,115,9,7,11,12,12,12,Simmerath,Germany,DF-MF,Köln,1. Bundesliga,927
7,39,103,3.71,1505,35,37,45,e280527c,Marcel Sabitzer,148,14,11,12,13,14,12,Graz,Austria,FW-MF (AM-CM),RB Leipzig,1. Bundesliga,928
1,2,7,0.98,549,3,1,3,e33c06cf,Niklas Süle,155,10,12,12,7,9,17,Frankfurt am Main,Germany,"DF (CB, right)",Bayern Munich,1. Bundesliga,929
0,6,16,0.65,1037,2,1,9,e33f36d5,Bram Nuytinck,128,11,11,12,10,11,14,Gemeente Heumen,Netherlands,DF (CB),Udinese,1. Serie A,930
10,99,120,3.76,1815,85,79,24,e342ad68,Mohamed Salah,179,16,10,14,16,16,15,Basyūn,Egypt,"FW-MF (AM-WM, right)",Liverpool,1. Premier League,931
0,0,0,0.0,16,0,0,0,e358587b,Pepe Reina,138,11,16,11,1,13,11,Madrid,Spain,GK,Milan,1. Serie A,932
0,0,1,0.08,176,1,0,4,e358587b,Pepe Reina,138,11,16,11,1,13,11,Madrid,Spain,GK,Aston Villa,1. Premier League,933
0,0,0,0.0,14,0,0,0,e3756e72,Raoul Bellanova,98,7,6,8,11,12,12,Rho,Italy,MF,Atalanta,1. Serie A,934
2,44,21,1.36,768,13,16,15,e3a5814e,Ainsley Maitland-Niles,142,12,7,14,13,15,11,London,England,DF-FW-MF (WM),Arsenal,1. Premier League,935
1,1,2,0.43,270,0,0,0,e3cceee6,Merih Demiral,148,8,13,11,6,11,14,NULL,NULL,DF (CB),Juventus,1. Serie A,936
10,117,81,2.69,2341,53,57,56,e42d61c7,Achraf Hakimi,144,12,8,13,14,13,10,Getafe,Spain,"DF-MF (FB, right)",Dortmund,1. Bundesliga,937
20,96,222,7.16,2180,43,44,38,e46012d4,Kevin De Bruyne,188,20,12,19,15,13,15,Ghent,Belgium,FW-MF (AM-CM-WM),Manchester City,1. Premier League,938
0,18,12,2.24,223,27,11,3,e5478b87,Taiwo Awoniyi,120,9,5,10,10,13,11,Ilorin,Nigeria,FW,Mainz 05,1. Bundesliga,939
2,5,12,1.27,303,18,11,13,e58a03c6,Dwight Gayle,126,11,8,11,12,14,12,Walthamstow,England,FW,Newcastle Utd,1. Premier League,940
0,0,0,0.0,58,0,1,3,e58cbfd5,Nicolò Rovella,99,10,10,11,8,12,12,Segrate,Italy,MF,Genoa,1. Serie A,941
0,0,4,0.11,372,1,0,3,e5a76dfe,Dean Henderson,140,4,11,13,2,15,13,Whitehaven,England,GK,Sheffield Utd,1. Premier League,942
2,68,81,5.38,801,51,31,16,e5bf73f3,Musa Barrow,127,11,8,12,13,14,10,Banjul,Gambia,FW-MF,Bologna,1. Serie A,943
2,6,12,5.68,148,8,9,7,e5bf73f3,Musa Barrow,127,11,8,12,13,14,10,Banjul,Gambia,FW-MF,Atalanta,1. Serie A,944
1,13,20,2.34,385,22,16,9,e5f63987,Daniel Ginczek,135,10,10,10,10,11,12,Arnsberg,Germany,FW,Wolfsburg,1. Bundesliga,945
2,32,42,1.46,1643,10,12,38,e61b8aee,Granit Xhaka,142,17,11,18,12,10,8,Basel,Switzerland,"MF (CM-DM, left)",Arsenal,1. Premier League,946
2,63,45,3.2,612,32,27,53,e6bc67d7,Gonçalo Guedes,145,12,7,13,15,15,10,Benavente Municipality,Portugal,"FW-MF (WM, left)",Valencia,1. La Liga,947
0,2,0,0.0,22,0,0,1,e6c15f6e,Gian-Luca Itter,120,12,8,13,11,13,9,Giessen,Germany,DF,Freiburg,1. Bundesliga,948
1,25,29,1.27,756,17,12,14,e6c43eec,Josuha Guilavogui,138,10,15,12,10,10,13,Ollioules,France,MF (DM),Wolfsburg,1. Bundesliga,949
0,14,34,1.36,885,24,17,16,e74f0e59,Lorenzo De Silvestri,136,8,14,12,10,11,13,Rome,Italy,"DF-MF (DM-FB, right)",Torino,1. Serie A,950
3,27,50,1.9,828,29,33,61,e778654a,Yangel Herrera,130,11,13,13,11,13,14,La Guaira,Venezuela,MF (DM),Granada,1. La Liga,951
0,5,6,0.67,254,1,0,7,e7ab4179,Erick Cabaco,130,7,14,10,7,12,15,Montevideo,Uruguay,"DF (CB, right)",Levante,1. La Liga,952
0,0,0,0.0,69,2,1,2,e7ab4179,Erick Cabaco,130,7,14,10,7,12,15,Montevideo,Uruguay,"DF (CB, right)",Getafe,1. La Liga,953
1,1,5,0.28,456,1,3,12,e7ca0439,James Tomkins,134,6,14,10,11,11,11,Basildon,England,"DF-MF (CB-DM, right)",Crystal Palace,1. Premier League,954
4,90,86,3.68,1205,59,76,74,e7d59f4f,Amine Harit,138,15,5,13,16,17,9,Pontoise,France,FW-MF (AM),Schalke 04,1. Bundesliga,955
0,37,6,1.47,230,10,6,2,e7fcf289,Florian Wirtz,128,15,12,13,14,14,8,Lövenich,Germany,MF,Leverkusen,1. Bundesliga,956
0,3,6,3.05,150,2,3,6,e82adcab,Exequiel Palacios,140,16,12,15,13,15,12,Famaillá,Argentina,DF-MF,Leverkusen,1. Bundesliga,957
0,0,2,0.89,90,2,0,2,e85fb9b8,Giorgio Chiellini,168,8,18,12,5,10,17,Pisa,Italy,"DF (CB-FB, left)",Juventus,1. Serie A,958
0,3,2,7.2,20,0,1,1,e8832875,João Pedro,125,12,7,12,13,13,12,Ribeirão Preto,Brazil,FW,Watford,1. Premier League,959
1,18,33,1.68,1186,95,35,32,e897d8ba,Kike,129,10,11,12,12,12,14,Motilla del Palancar,Spain,FW,Eibar,1. La Liga,960
0,26,44,2.5,801,14,16,22,e8c930bb,Milan Badelj,137,14,14,15,13,12,10,City of Zagreb,Croatia,MF (AM-CM-DM),Fiorentina,1. Serie A,961
0,5,27,1.03,1009,5,5,18,e94d79e3,Martín Cáceres,136,12,9,11,10,13,10,Montevideo,Uruguay,DF (CB-FB),Fiorentina,1. Serie A,962
1,2,2,0.87,147,2,3,3,e97fd090,Ruben Loftus-Cheek,150,15,12,14,15,11,11,Lewisham,England,MF,Chelsea,1. Premier League,963
0,10,2,0.34,171,5,8,5,e9971f2d,Japhet Tanganga,122,10,9,10,8,13,12,England,United Kingdom,DF,Tottenham,1. Premier League,964
0,0,1,1.0,19,0,1,0,e9ada8cf,Javi López,79,10,9,9,14,13,8,Santa Cruz de Tenerife,Spain,DF,Alavés,1. La Liga,965
0,0,1,1.0,19,0,1,0,e9ada8cf,Javi López,105,12,9,12,14,13,12,Santa Cruz de Tenerife,Spain,DF,Alavés,1. La Liga,966
0,0,0,0.0,4,0,0,0,ea003d07,Joel Pohjanpalo,123,8,6,9,10,10,16,Helsinki,Finland,FW,Leverkusen,1. Bundesliga,967
2,20,29,2.04,533,14,19,18,ea06dd97,Daniele Baselli,140,15,10,15,13,14,13,Manerbio,Italy,MF (CM),Torino,1. Serie A,968
0,8,31,1.03,1238,7,13,20,ea6bc03a,Robin Koch,136,10,9,12,7,10,14,Kreisfreie Stadt Kaiserslautern,Germany,DF-MF (CB),Freiburg,1. Bundesliga,969
0,1,6,0.17,493,0,0,3,ea83bfa6,Rui Silva,127,9,5,8,3,12,13,Maia,Portugal,GK,Granada,1. La Liga,970
0,8,19,2.19,293,11,5,18,ead61f73,Juan Miranda,125,11,8,13,12,12,11,Olivares,Spain,"DF (FB, left)",Schalke 04,1. Bundesliga,971
2,5,13,0.47,948,7,5,18,eaeca114,Nathan Aké,147,13,14,13,12,14,12,The Hague,Netherlands,"DF-MF (CB, left)",Bournemouth,1. Premier League,972
1,62,74,5.29,858,39,57,38,eb2fe5b6,Luis Muriel,146,13,12,12,16,16,12,Santo Tomás,Colombia,FW,Atalanta,1. Serie A,973
0,44,27,1.49,546,29,26,15,eb3dd471,Luis Rioja,124,12,12,11,14,14,11,Las Cabezas de San Juan,Spain,"MF (WM, left)",Alavés,1. La Liga,974
0,78,46,1.41,1635,36,41,42,eb58eef0,Georginio Wijnaldum,158,12,13,15,15,15,16,Rotterdam,Netherlands,MF (AM-CM-DM),Liverpool,1. Premier League,975
3,65,59,2.83,1023,36,50,56,ecd8c01e,Rubén Rochina,136,17,8,15,15,14,12,Sagunto,Spain,FW-MF,Levante,1. La Liga,976
2,31,45,4.5,591,10,23,21,ed1e53f3,Phil Foden,152,16,8,16,15,17,14,Stockport,England,FW-MF,Manchester City,1. Premier League,977
0,26,29,1.43,857,22,28,17,ed5c5fa3,Fran Beltrán,133,14,9,15,13,13,12,Madrid,Spain,MF (DM),Celta Vigo,1. La Liga,978
5,87,84,3.55,815,51,36,46,ed6ea4d9,Darwin Machís,130,11,8,10,14,14,10,Tucupita,Venezuela,"FW-MF (AM, left)",Granada,1. La Liga,979
2,30,31,1.16,927,25,32,47,ed9f7cfe,Renan Lodi,144,13,11,16,16,15,13,Serrania,Brazil,"DF (FB, left)",Atlético Madrid,1. La Liga,980
3,31,102,3.36,1449,17,19,31,eda40760,Aleksandar Kolarov,150,13,15,14,13,12,14,Belgrade,Serbia,"DF (FB, left)",Roma,1. Serie A,981
0,10,25,3.29,334,12,11,10,ee251371,Alexis Saelemaekers,118,12,7,14,14,12,12,Sint-Agatha-Berchem,Belgium,"FW-MF (AM, right)",Milan,1. Serie A,982
3,83,168,5.76,1651,46,47,98,ee38d9c5,James Maddison,151,16,8,16,16,15,12,Coventry,England,MF (AM),Leicester City,1. Premier League,983
3,29,77,3.05,1014,58,26,36,ee4f2f3b,Fabio Quagliarella,144,13,20,14,13,10,15,Castellammare di Stabia,Italy,FW,Sampdoria,1. Serie A,984
0,1,2,0.05,322,1,0,8,ee8508c0,Jan Oblak,175,8,11,16,2,13,16,Škofja Loka,Slovenia,GK,Atlético Madrid,1. La Liga,985
1,43,62,3.55,846,33,36,30,ee93c1a9,Federico Bernardeschi,156,13,11,15,15,15,11,Carrara,Italy,FW-MF (AM),Juventus,1. Serie A,986
3,23,59,2.6,939,28,20,23,ef322658,Andrés Guardado,142,15,15,16,12,15,12,Guadalajara,Estado de Jalisco,"DF-FW-MF (CM-DM-FB-WM, left)",Betis,1. La Liga,987
1,23,44,3.77,850,27,17,20,ef619b0b,Aaron Ramsey,70,10,8,11,10,8,7,Caerphilly,Wales,MF (AM-DM),Juventus,1. Serie A,988
1,23,44,3.77,850,27,17,20,ef619b0b,Aaron Ramsey,154,17,12,15,15,16,14,Caerphilly,Wales,MF (AM-DM),Juventus,1. Serie A,989
0,7,19,1.32,610,28,17,31,ef94dc2f,Samuel Di Carmine,123,10,12,11,12,13,15,Florence,Italy,FW,Hellas Verona,1. Serie A,990
0,0,0,0.0,75,0,0,0,f058ed1f,Gianluca Pegolo,123,8,12,7,3,12,13,Bassano del Grappa,Italy,GK,Sassuolo,1. Serie A,991
2,16,20,3.53,452,9,4,20,f090a37a,Riqui Puig,135,17,10,16,15,16,13,Matadepera,Spain,MF,Barcelona,1. La Liga,992
0,0,3,0.09,416,0,0,10,f0f7f62f,Pierluigi Gollini,142,8,13,9,3,14,13,Bologna,Italy,GK,Atalanta,1. Serie A,993
0,0,0,0.0,8,1,0,0,f1bed920,Kévin Rodrigues,129,12,11,13,14,16,14,Bayonne,France,"DF-MF (AM, left)",Real Sociedad,1. La Liga,994
2,52,52,2.42,716,37,39,37,f1bed920,Kévin Rodrigues,129,12,11,13,14,16,14,Bayonne,France,"DF-MF (AM, left)",Leganés,1. La Liga,995
3,47,48,1.6,1073,23,34,59,f1cfc209,Tomás Rincón,140,11,13,13,12,15,15,San Cristóbal,Venezuela,MF (CM-DM),Torino,1. Serie A,996
0,11,7,0.23,965,4,5,16,f1f1f238,Koray Günter,126,9,12,11,8,11,13,Höxter,Germany,DF (CB),Hellas Verona,1. Serie A,997
2,14,10,0.34,865,6,11,19,f25b010f,Federico Fernández,128,10,10,11,8,9,12,Tres Algarrobos,Argentina,DF (CB),Newcastle Utd,1. Premier League,998
3,26,32,3.53,668,8,10,14,f25c8e3a,Naby Keïta,155,15,9,14,17,17,14,Conakry,Guinea,MF (AM-CM),Liverpool,1. Premier League,999
6,82,58,3.02,809,76,51,57,f26834c7,Karim Onisiwo,127,12,6,10,13,12,11,Vienna,Austria,FW-MF,Mainz 05,1. Bundesliga,1000
2,27,25,2.03,657,44,29,23,f2bf1b0f,Che Adams,128,11,4,12,14,14,10,Leicester,England,FW-MF,Southampton,1. Premier League,1001
