id,season,country,comp_level,lg_finish,squad,age,games,games_starts,mnts,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90
44ac04e9,2019-2020,ITA,1. Serie A,2nd,Inter,27,20,14,1282,14.2,2,2,2,0,0,4,0,0.14,0.14,0.28,0.14
44bfb6c5,2019-2020,ENG,1. Premier League,7th,Wolves,22,38,35,3056,34,2,2,2,0,0,9,0,0.06,0.06,0.12,0.06
44eb9093,2019-2020,ITA,1. Serie A,2nd,Inter,30,22,15,1402,15.6,4,0,4,0,0,6,0,0.26,0,0.26,0.26
450ab6fc,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,24,24,2076,23.1,1,0,1,0,0,5,0,0.04,0,0.04,0.04
4535e4bb,2019-2020,ENG,1. Premier League,15th,Brighton,27,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0
45963054,2019-2020,ENG,1. Premier League,5th,Leicester City,32,35,34,3033,33.7,23,5,19,4,5,2,0,0.68,0.15,0.83,0.56
45a03961,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,32,31,2790,31,4,4,4,0,0,5,0,0.13,0.13,0.26,0.13
45af8a54,2019-2020,ESP,1. La Liga,1st,Real Madrid,23,9,3,336,3.7,3,1,3,0,0,0,0,0.8,0.27,1.07,0.8
45b9b619,2019-2020,ITA,1. Serie A,4th,Lazio,24,30,22,2002,22.2,9,2,9,0,1,0,0,0.4,0.09,0.49,0.4
45db685d,2019-2020,ENG,1. Premier League,4th,Chelsea,27,31,27,2379,26.4,4,2,1,3,3,10,0,0.15,0.08,0.23,0.04
45e17712,2019-2020,ESP,1. La Liga,7th,Granada,26,17,12,1119,12.4,1,0,1,0,0,4,0,0.08,0,0.08,0.08
45e17712,2019-2020,ENG,1. Premier League,19th,Watford,26,3,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0
4601e194,2019-2020,ESP,1. La Liga,2nd,Barcelona,30,27,25,2187,24.3,2,5,2,0,0,7,0,0.08,0.21,0.29,0.08
4611e028,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,37,32,2950,32.8,7,6,0,7,8,9,0,0.21,0.18,0.4,0
466824fb,2019-2020,ESP,1. La Liga,10th,Osasuna,33,29,27,2320,25.8,2,1,2,0,0,15,1,0.08,0.04,0.12,0.08
466fb2c5,2019-2020,ENG,1. Premier League,18th,Bournemouth,21,37,37,3330,37,0,1,0,0,0,0,0,0,0.03,0.03,0
46a8347f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,5,4,362,4,0,1,0,0,0,3,0,0,0.25,0.25,0
46fa7204,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,3,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0
46fa7204,2019-2020,ITA,1. Serie A,17th,Genoa,20,10,7,666,7.4,1,1,1,0,0,5,1,0.14,0.14,0.27,0.14
47064058,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,30,30,2700,30,0,0,0,0,0,1,0,0,0,0,0
471f16b3,2019-2020,ENG,1. Premier League,20th,Norwich City,27,37,32,2968,33,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03
47369df8,2019-2020,ENG,1. Premier League,10th,Burnley,23,10,9,805,8.9,0,0,0,0,0,2,0,0,0,0,0
4737cebe,2019-2020,ESP,1. La Liga,6th,Real Sociedad,24,24,13,1167,13,3,3,3,0,0,3,0,0.23,0.23,0.46,0.23
474ecac8,2019-2020,ESP,1. La Liga,12th,Levante,30,28,27,2374,26.4,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04
4806ec67,2019-2020,ENG,1. Premier League,12th,Everton,25,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0
487d9b09,2019-2020,ESP,1. La Liga,15th,Betis,32,12,7,641,7.1,0,1,0,0,0,3,0,0,0.14,0.14,0
48a5a5d6,2019-2020,ENG,1. Premier League,8th,Arsenal,18,14,6,663,7.4,3,0,3,0,0,1,0,0.41,0,0.41,0.41
48b3dd60,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,21,14,1182,13.1,3,3,3,0,0,1,0,0.23,0.23,0.46,0.23
48d5bd33,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,34,12,1535,17.1,8,3,8,0,1,7,1,0.47,0.18,0.64,0.47
48e89655,2019-2020,ESP,1. La Liga,20th,Espanyol,30,3,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0
49136c42,2019-2020,ITA,1. Serie A,8th,Sassuolo,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49296448,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,33,32,2818,31.3,4,7,4,0,0,7,0,0.13,0.22,0.35,0.13
493924a7,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,24,20,18,1696,18.8,3,1,3,0,0,4,0,0.16,0.05,0.21,0.16
4958bfb2,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,31,31,2738,30.4,1,5,1,0,0,11,0,0.03,0.16,0.2,0.03
495945ef,2019-2020,ENG,1. Premier League,10th,Burnley,29,35,35,3150,35,2,6,2,0,0,9,0,0.06,0.17,0.23,0.06
49d028db,2019-2020,ESP,1. La Liga,15th,Betis,22,10,9,681,7.6,0,0,0,0,0,3,0,0,0,0,0
49fe9070,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,34,33,2795,31.1,28,8,25,3,3,4,0,0.9,0.26,1.16,0.81
4a478107,2019-2020,ESP,1. La Liga,12th,Levante,32,38,29,2519,28,4,2,4,0,0,3,0,0.14,0.07,0.21,0.14
4a56052c,2019-2020,ITA,1. Serie A,5th,Roma,26,33,30,2629,29.2,6,0,1,5,5,6,0,0.21,0,0.21,0.03
4a5a45c7,2019-2020,ITA,1. Serie A,5th,Roma,23,27,26,2097,23.3,1,9,1,0,0,8,1,0.04,0.39,0.43,0.04
4a633cfe,2019-2020,ESP,1. La Liga,10th,Osasuna,27,8,6,536,6,1,0,1,0,0,0,0,0.17,0,0.17,0.17
4ab53cdb,2019-2020,ENG,1. Premier League,10th,Burnley,30,36,20,2016,22.4,8,1,7,1,1,1,0,0.36,0.04,0.4,0.31
4accb7e0,2019-2020,ESP,1. La Liga,10th,Osasuna,27,31,27,2245,24.9,0,1,0,0,0,8,0,0,0.04,0.04,0
4ae67f27,2019-2020,ITA,1. Serie A,16th,Torino,20,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4b029b31,2019-2020,ITA,1. Serie A,17th,Genoa,25,13,8,784,8.7,1,0,1,0,0,4,0,0.11,0,0.11,0.11
4b029b31,2019-2020,ITA,1. Serie A,8th,Sassuolo,25,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4b3e1a38,2019-2020,ITA,1. Serie A,9th,Hellas Verona,25,36,36,3228,35.9,0,1,0,0,0,5,0,0,0.03,0.03,0
4b40d9ca,2019-2020,ENG,1. Premier League,10th,Burnley,27,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0
4b511457,2019-2020,ENG,1. Premier League,11th,Southampton,27,30,20,1860,20.7,0,0,0,0,0,5,0,0,0,0,0
4bcf39f6,2019-2020,ENG,1. Premier League,15th,Brighton,22,37,30,2766,30.7,10,3,9,1,2,3,0,0.33,0.1,0.42,0.29
4bd00a50,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,3,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0
4bd00a50,2019-2020,ENG,1. Premier League,9th,Sheffield Utd,20,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4bd414c1,2019-2020,ESP,1. La Liga,5th,Villarreal,33,36,36,3237,36,1,0,1,0,0,9,0,0.03,0,0.03,0.03
4c2e9442,2019-2020,ESP,1. La Liga,9th,Valencia,22,33,25,2143,23.8,9,2,9,0,1,5,0,0.38,0.08,0.46,0.38
4c370d81,2019-2020,ENG,1. Premier League,1st,Liverpool,27,38,34,2988,33.2,9,8,9,0,0,0,0,0.27,0.24,0.51,0.27
4c3a6744,2019-2020,ITA,1. Serie A,5th,Roma,20,22,19,1514,16.8,4,1,4,0,0,6,1,0.24,0.06,0.3,0.24
4c5b14d2,2019-2020,ESP,1. La Liga,15th,Betis,38,34,25,2060,22.9,8,3,6,2,3,4,0,0.35,0.13,0.48,0.26
4c5b714f,2019-2020,ENG,1. Premier League,12th,Everton,27,25,18,1824,20.3,0,4,0,0,0,3,0,0,0.2,0.2,0
4c62d0c8,2019-2020,ITA,1. Serie A,17th,Genoa,26,21,21,1890,21,0,0,0,0,0,1,0,0,0,0,0
4c62d0c8,2019-2020,ITA,1. Serie A,1st,Juventus,26,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4c6facae,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,22,29,18,1746,19.4,1,3,1,0,0,2,0,0.05,0.15,0.21,0.05
4c78b5ed,2019-2020,ITA,1. Serie A,4th,Lazio,32,25,23,1808,20.1,0,1,0,0,0,10,1,0,0.05,0.05,0
4cde5509,2019-2020,ITA,1. Serie A,6th,Milan,37,18,16,1362,15.1,10,5,8,2,3,1,0,0.66,0.33,0.99,0.53
4d034881,2019-2020,ENG,1. Premier League,2nd,Manchester City,31,24,18,1452,16.1,16,3,14,2,3,1,0,0.99,0.19,1.18,0.87
4d1666ff,2019-2020,ESP,1. La Liga,4th,Sevilla,20,29,25,2309,25.7,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04
4d224fe8,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,35,35,3088,34.3,4,3,4,0,0,12,0,0.12,0.09,0.2,0.12
4d8cd038,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,17,4,430,4.8,2,1,2,0,0,2,0,0.42,0.21,0.63,0.42
4dbd0916,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,23,22,10,925,10.3,0,0,0,0,0,2,0,0,0,0,0
4e1d5e59,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0
4e204552,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,4,0,68,0.8,0,1,0,0,0,0,0,0,1.32,1.32,0
4e204552,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,20,11,5,391,4.3,0,1,0,0,0,0,0,0,0.23,0.23,0
4e219ad2,2019-2020,ITA,1. Serie A,6th,Milan,25,16,15,1359,15.1,1,2,1,0,0,2,0,0.07,0.13,0.2,0.07
4e219ad2,2019-2020,ESP,1. La Liga,4th,Sevilla,25,17,8,785,8.7,1,1,1,0,0,0,0,0.11,0.11,0.23,0.11
4e6dbac4,2019-2020,ITA,1. Serie A,4th,Lazio,24,37,35,3029,33.7,7,4,7,0,0,9,0,0.21,0.12,0.33,0.21
4e9a0555,2019-2020,ENG,1. Premier League,10th,Burnley,27,32,29,2437,27.1,14,1,13,1,1,1,0,0.52,0.04,0.55,0.48
4f28a6ff,2019-2020,ESP,1. La Liga,2nd,Barcelona,24,28,28,2424,26.9,2,1,2,0,0,11,2,0.07,0.04,0.11,0.07
4f2908e5,2019-2020,ITA,1. Serie A,8th,Sassuolo,35,23,17,1513,16.8,0,2,0,0,0,5,1,0,0.12,0.12,0
4f974391,2019-2020,ENG,1. Premier League,16th,West Ham,29,31,31,2727,30.3,3,0,3,0,0,7,0,0.1,0,0.1,0.1
4fb9c88f,2019-2020,ENG,1. Premier League,1st,Liverpool,18,6,1,126,1.4,1,0,1,0,0,0,0,0.71,0,0.71,0.71
507c7bdf,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,24,14,14,1186,13.2,8,7,4,4,4,2,0,0.61,0.53,1.14,0.3
50871bcc,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,33,28,2380,26.4,7,13,7,0,0,3,0,0.26,0.49,0.76,0.26
50e6dc35,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,18,12,1053,11.7,3,1,2,1,1,2,1,0.26,0.09,0.34,0.17
5128bde4,2019-2020,ITA,1. Serie A,9th,Hellas Verona,28,38,37,3239,36,3,7,3,0,0,4,0,0.08,0.19,0.28,0.08
515ebe8d,2019-2020,ENG,1. Premier League,1st,Liverpool,22,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51a3c4c8,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,30,25,23,2102,23.4,1,0,1,0,0,7,0,0.04,0,0.04,0.04
51b41c5c,2019-2020,ENG,1. Premier League,12th,Everton,29,15,12,1001,11.1,0,0,0,0,0,6,1,0,0,0,0
51cf8561,2019-2020,ENG,1. Premier League,2nd,Manchester City,22,19,13,1276,14.2,0,0,0,0,0,2,1,0,0,0,0
52611641,2019-2020,ENG,1. Premier League,8th,Arsenal,23,29,17,1512,16.8,1,1,1,0,0,7,0,0.06,0.06,0.12,0.06
5271c8f1,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,19,18,1492,16.6,0,2,0,0,0,3,0,0,0.12,0.12,0
528492ea,2019-2020,ITA,1. Serie A,10th,Fiorentina,26,13,10,887,9.9,1,1,1,0,0,2,0,0.1,0.1,0.2,0.1
528492ea,2019-2020,ITA,1. Serie A,8th,Sassuolo,26,13,10,843,9.4,1,5,1,0,0,3,0,0.11,0.53,0.64,0.11
5294a83f,2019-2020,ITA,1. Serie A,4th,Lazio,26,36,36,3113,34.6,6,15,5,1,1,5,0,0.17,0.43,0.61,0.14
529f49ab,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,35,29,2549,28.3,3,0,3,0,0,13,0,0.11,0,0.11,0.11
52ec54d0,2019-2020,ITA,1. Serie A,1st,Juventus,32,35,35,3082,34.2,3,0,3,0,0,10,0,0.09,0,0.09,0.09
53070b63,2019-2020,GER,1. Bundesliga,5th,Leverkusen,19,13,1,304,3.4,3,2,3,0,0,1,0,0.89,0.59,1.48,0.89
5313ed43,2019-2020,ITA,1. Serie A,13th,Udinese,24,32,24,2249,25,3,7,3,0,0,4,0,0.12,0.28,0.4,0.12
531a4aa8,2019-2020,ENG,1. Premier League,11th,Southampton,20,11,10,779,8.7,0,0,0,0,0,1,0,0,0,0,0
532e1e4f,2019-2020,ESP,1. La Liga,5th,Villarreal,22,34,33,2971,33,2,1,2,0,0,6,0,0.06,0.03,0.09,0.06
536cebe5,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,25,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0
536cebe5,2019-2020,ITA,1. Serie A,6th,Milan,25,26,15,1395,15.5,11,3,11,0,0,5,0,0.71,0.19,0.9,0.71
539230cf,2019-2020,ITA,1. Serie A,2nd,Inter,31,7,5,526,5.8,0,0,0,0,0,3,0,0,0,0,0
53a0e358,2019-2020,ITA,1. Serie A,8th,Sassuolo,24,31,29,2493,27.7,14,10,12,2,3,6,1,0.51,0.36,0.87,0.43
53af52f3,2019-2020,ENG,1. Premier League,5th,Leicester City,32,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0
53cad200,2019-2020,ENG,1. Premier League,4th,Chelsea,29,36,36,3229,35.9,2,6,2,0,0,1,0,0.06,0.17,0.22,0.06
53de807a,2019-2020,ITA,1. Serie A,4th,Lazio,32,29,28,2306,25.6,1,0,1,0,0,8,0,0.04,0,0.04,0.04
53e07d0b,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,31,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53e07d0b,2019-2020,GER,1. Bundesliga,13th,Mainz 05,31,27,12,1147,12.7,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08
54b4dc4e,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,25,18,1573,17.5,1,5,1,0,0,4,1,0.06,0.29,0.34,0.06
54e4866f,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,26,17,1618,18,4,8,3,1,1,1,1,0.22,0.44,0.67,0.17
54e4866f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,26,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0
54e53b7e,2019-2020,ITA,1. Serie A,11th,Parma,26,12,7,589,6.5,2,0,1,1,1,1,0,0.31,0,0.31,0.15
54e53b7e,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,18,5,667,7.4,3,0,3,0,0,4,1,0.4,0,0.4,0.4
55126f3b,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,32,30,2698,30,4,5,4,0,0,5,0,0.13,0.17,0.3,0.13
555d5edd,2019-2020,GER,1. Bundesliga,5th,Leverkusen,22,30,22,1857,20.6,1,2,1,0,0,3,0,0.05,0.1,0.15,0.05
555f3a0b,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,17,15,1217,13.5,0,0,0,0,0,3,1,0,0,0,0
563a68ad,2019-2020,ITA,1. Serie A,12th,Bologna,31,23,22,1784,19.8,0,0,0,0,0,10,1,0,0,0,0
56413b1f,2019-2020,GER,1. Bundesliga,5th,Leverkusen,30,27,23,2118,23.5,1,3,1,0,0,2,0,0.04,0.13,0.17,0.04
56f7a928,2019-2020,ENG,1. Premier League,5th,Leicester City,22,37,32,2828,31.4,3,6,3,0,0,2,0,0.1,0.19,0.29,0.1
570bb4b9,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,31,20,1570,17.4,4,1,4,0,0,3,0,0.23,0.06,0.29,0.23
5722eced,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,19,9,3,307,3.4,1,0,1,0,0,1,0,0.29,0,0.29,0.29
57be54ec,2019-2020,ESP,1. La Liga,11th,Athletic Club,21,19,5,531,5.9,3,0,3,0,0,0,0,0.51,0,0.51,0.51
57df7a11,2019-2020,ENG,1. Premier League,16th,West Ham,25,17,10,937,10.4,0,1,0,0,0,6,1,0,0.1,0.1,0
57e3f0c7,2019-2020,ENG,1. Premier League,8th,Arsenal,24,31,22,2010,22.3,5,6,4,1,1,4,0,0.22,0.27,0.49,0.18
582a5247,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,2,1,96,1.1,0,1,0,0,0,0,0,0,0.94,0.94,0
58a9a4d9,2019-2020,ESP,1. La Liga,4th,Sevilla,24,28,21,1596,17.7,3,3,3,0,0,5,0,0.17,0.17,0.34,0.17
58afe001,2019-2020,ESP,1. La Liga,8th,Getafe,23,35,34,3069,34.1,1,1,1,0,0,11,1,0.03,0.03,0.06,0.03
58eee997,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,17,31,12,1320,14.7,10,1,10,0,0,0,0,0.68,0.07,0.75,0.68
59b7d823,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,14,6,623,6.9,0,1,0,0,0,0,0,0,0.14,0.14,0
59be3a74,2019-2020,ITA,1. Serie A,4th,Lazio,19,6,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0
59e4b92e,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,32,32,2649,29.4,0,2,0,0,0,8,0,0,0.07,0.07,0
59e6e5bf,2019-2020,ENG,1. Premier League,12th,Everton,22,36,30,2626,29.2,13,1,13,0,0,9,0,0.45,0.03,0.48,0.45
5a2cb25d,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,34,33,2919,32.4,1,1,0,1,1,10,2,0.03,0.03,0.06,0
5a4280b1,2019-2020,ENG,1. Premier League,10th,Burnley,28,8,6,564,6.3,0,0,0,0,0,0,0,0,0,0,0
5a626448,2019-2020,ESP,1. La Liga,5th,Villarreal,25,37,26,2319,25.8,5,4,5,0,0,1,0,0.19,0.16,0.35,0.19
5a7301ae,2019-2020,ENG,1. Premier League,7th,Wolves,24,38,32,2795,31.1,4,0,4,0,0,5,0,0.13,0,0.13,0.13
5aa53281,2019-2020,ITA,1. Serie A,5th,Roma,23,32,31,2740,30.4,1,0,1,0,0,16,1,0.03,0,0.03,0.03
5aaef9ef,2019-2020,ITA,1. Serie A,11th,Parma,32,26,22,1932,21.5,6,3,4,2,2,5,1,0.28,0.14,0.42,0.19
5ab0ea87,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,33,29,2483,27.6,2,2,2,0,0,9,0,0.07,0.07,0.14,0.07
5acc4a10,2019-2020,ENG,1. Premier League,19th,Watford,31,30,30,2627,29.2,0,3,0,0,0,8,0,0,0.1,0.1,0
5bd72174,2019-2020,ITA,1. Serie A,8th,Sassuolo,31,36,33,2931,32.6,21,7,19,2,2,3,0,0.64,0.21,0.86,0.58
5c2b4f07,2019-2020,ENG,1. Premier League,6th,Tottenham,26,33,31,2700,30,1,5,1,0,0,4,1,0.03,0.17,0.2,0.03
5c397195,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,11,4,384,4.3,1,0,1,0,0,1,0,0.23,0,0.23,0.23
5c4bf6ba,2019-2020,GER,1. Bundesliga,13th,Mainz 05,24,22,22,1935,21.5,0,0,0,0,0,1,0,0,0,0,0
5c4dc0ff,2019-2020,ESP,1. La Liga,1st,Real Madrid,25,5,0,45,0.5,1,0,1,0,0,1,0,2,0,2,2
5c7845f6,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,33,29,2640,29.3,0,1,0,0,0,9,0,0,0.03,0.03,0
5c96b017,2019-2020,ESP,1. La Liga,10th,Osasuna,26,30,25,2188,24.3,8,2,7,1,1,6,0,0.33,0.08,0.41,0.29
5ca20b7a,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,30,29,2545,28.3,0,2,0,0,0,8,1,0,0.07,0.07,0
5cbd1eb0,2019-2020,ENG,1. Premier League,14th,Crystal Palace,19,4,2,195,2.2,0,0,0,0,0,1,0,0,0,0,0
5cdddffa,2019-2020,ENG,1. Premier League,6th,Tottenham,22,21,12,1009,11.2,2,2,2,0,0,3,0,0.18,0.18,0.36,0.18
5ce0b5ba,2019-2020,ESP,1. La Liga,6th,Real Sociedad,29,3,3,216,2.4,0,0,0,0,0,0,0,0,0,0,0
5ceba7fc,2019-2020,ESP,1. La Liga,5th,Villarreal,26,18,11,993,11,6,2,6,0,0,0,0,0.54,0.18,0.73,0.54
5cec2487,2019-2020,ENG,1. Premier League,15th,Brighton,28,27,23,1896,21.1,0,1,0,0,0,5,0,0,0.05,0.05,0
5d4f7d61,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,22,15,1298,14.4,10,2,10,0,0,3,0,0.69,0.14,0.83,0.69
5d4f7d61,2019-2020,ITA,1. Serie A,5th,Roma,23,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5d8d7454,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,25,22,2041,22.7,0,2,0,0,0,7,0,0,0.09,0.09,0
5d8e331f,2019-2020,GER,1. Bundesliga,8th,Freiburg,29,32,31,2783,30.9,1,0,1,0,0,9,0,0.03,0,0.03,0.03
5dcf3e90,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,34,34,2991,33.2,0,0,0,0,0,2,1,0,0,0,0
5ddb8f9f,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,19,15,1389,15.4,1,4,1,0,0,0,0,0.06,0.26,0.32,0.06
5dfc6ad5,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,28,25,2245,24.9,4,5,4,0,0,4,0,0.16,0.2,0.36,0.16
5e861944,2019-2020,ITA,1. Serie A,2nd,Inter,25,11,2,259,2.9,0,0,0,0,0,0,0,0,0,0,0
5e861944,2019-2020,ITA,1. Serie A,7th,Napoli,25,15,9,743,8.3,2,2,2,0,0,1,0,0.24,0.24,0.48,0.24
5ea8ef20,2019-2020,ENG,1. Premier League,8th,Arsenal,20,24,19,1748,19.4,0,1,0,0,0,6,0,0,0.05,0.05,0
5eae500a,2019-2020,ITA,1. Serie A,2nd,Inter,26,36,33,2979,33.1,23,2,17,6,6,2,0,0.69,0.06,0.76,0.51
5ed9b537,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,8,6,569,6.3,0,0,0,0,0,2,0,0,0,0,0
5eecec3d,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,16,12,1122,12.5,0,0,0,0,0,0,0,0,0,0,0
5efc5389,2019-2020,ITA,1. Serie A,14th,Cagliari,25,20,14,1338,14.9,0,1,0,0,0,4,0,0,0.07,0.07,0
5f0241b2,2019-2020,ESP,1. La Liga,4th,Sevilla,25,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5fa57166,2019-2020,ITA,1. Serie A,9th,Hellas Verona,19,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0
5fd5ed86,2019-2020,ITA,1. Serie A,16th,Torino,22,27,27,2270,25.2,3,1,3,0,0,6,2,0.12,0.04,0.16,0.12
601ef102,2019-2020,ITA,1. Serie A,13th,Udinese,29,33,28,2415,26.8,8,2,8,0,0,10,0,0.3,0.07,0.37,0.3
6025fab1,2019-2020,ESP,1. La Liga,1st,Real Madrid,33,31,22,1996,22.2,3,7,3,0,0,7,1,0.14,0.32,0.45,0.14
603116a7,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,15,15,1296,14.4,1,2,1,0,0,2,0,0.07,0.14,0.21,0.07
603cb947,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,28,19,14,1422,15.8,12,2,10,2,2,3,0,0.76,0.13,0.89,0.63
605eb473,2019-2020,ESP,1. La Liga,19th,Mallorca,34,36,36,3240,36,0,0,0,0,0,4,0,0,0,0,0
610aa1e9,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,15,14,1261,14,0,0,0,0,0,1,0,0,0,0,0
61220da2,2019-2020,ESP,1. La Liga,12th,Levante,26,37,35,3156,35.1,2,7,2,0,0,4,1,0.06,0.2,0.26,0.06
6190474d,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6190474d,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61b3978f,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,28,27,2402,26.7,0,0,0,0,0,10,0,0,0,0,0
61b62b33,2019-2020,ESP,1. La Liga,7th,Granada,24,22,15,1218,13.5,3,1,2,1,1,0,0,0.22,0.07,0.3,0.15
6213fd82,2019-2020,ITA,1. Serie A,20th,SPAL,24,25,22,1928,21.4,0,2,0,0,0,2,0,0,0.09,0.09,0
62437b4f,2019-2020,ITA,1. Serie A,13th,Udinese,23,12,2,341,3.8,1,0,1,0,0,1,0,0.26,0,0.26,0.26
62437b4f,2019-2020,ENG,1. Premier League,19th,Watford,23,7,0,74,0.8,0,0,0,0,0,1,0,0,0,0,0
6250083a,2019-2020,ENG,1. Premier League,6th,Tottenham,18,7,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0
6265208f,2019-2020,ESP,1. La Liga,16th,Alavés,29,36,31,2782,30.9,11,2,10,1,1,6,0,0.36,0.06,0.42,0.32
626fab5f,2019-2020,GER,1. Bundesliga,15th,Augsburg,23,18,12,1175,13.1,0,2,0,0,0,3,0,0,0.15,0.15,0
62ab9184,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,18,7,828,9.2,2,0,2,0,0,1,0,0.22,0,0.22,0.22
62ba5881,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
