id,season,country,comp_level,lg_finish,squad,age,games,games_starts,mnts,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90
873619c6,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,18,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0
8778c910,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,33,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0
87935cf3,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,14,11,931,10.3,0,0,0,0,0,1,1,0,0,0,0
8794e251,2019-2020,ITA,1. Serie A,1st,Juventus,24,28,21,1912,21.2,1,1,1,0,0,7,1,0.05,0.05,0.09,0.05
88050721,2019-2020,ESP,1. La Liga,11th,Athletic Club,23,26,24,1787,19.9,1,4,1,0,0,6,0,0.05,0.2,0.25,0.05
881ef58c,2019-2020,ITA,1. Serie A,5th,Roma,30,11,5,514,5.7,0,1,0,0,0,0,0,0,0.18,0.18,0
88d4144a,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,26,19,1887,21,1,3,1,0,0,4,0,0.05,0.14,0.19,0.05
88e357ef,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,31,26,2193,24.4,12,10,12,0,0,0,0,0.49,0.41,0.9,0.49
88f130ed,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,2,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0
88f130ed,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,8,4,365,4.1,0,0,0,0,0,2,0,0,0,0,0
892d5bb1,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,33,21,1944,21.6,11,9,10,1,1,0,0,0.51,0.42,0.93,0.46
89976232,2019-2020,ITA,1. Serie A,16th,Torino,27,31,30,2686,29.8,1,0,1,0,0,7,2,0.03,0,0.03,0.03
89ac64a6,2019-2020,GER,1. Bundesliga,2nd,Dortmund,24,29,25,2309,25.7,0,1,0,0,0,2,0,0,0.04,0.04,0
89b2c8a9,2019-2020,ITA,1. Serie A,7th,Napoli,32,31,18,1689,18.8,9,7,9,0,0,5,0,0.48,0.37,0.85,0.48
89d10e53,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,11,10,863,9.6,0,0,0,0,0,2,0,0,0,0,0
89d10e53,2019-2020,ENG,1. Premier League,6th,Tottenham,29,12,10,893,9.9,0,0,0,0,0,5,0,0,0,0,0
89e4b358,2019-2020,ENG,1. Premier League,19th,Watford,30,29,28,2488,27.6,0,0,0,0,0,7,0,0,0,0,0
89f951b5,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,31,16,1589,17.7,1,3,1,0,0,5,0,0.06,0.17,0.23,0.06
8a7ff278,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,29,27,2382,26.5,0,0,0,0,0,4,0,0,0,0,0
8aafd64f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,19,27,21,1745,19.4,6,1,6,0,0,6,0,0.31,0.05,0.36,0.31
8abd0c03,2019-2020,ITA,1. Serie A,13th,Udinese,28,13,6,593,6.6,0,1,0,0,0,3,0,0,0.15,0.15,0
8ac501f5,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8aec0537,2019-2020,ENG,1. Premier League,15th,Brighton,28,29,22,1796,20,2,4,2,0,0,4,0,0.1,0.2,0.3,0.1
8b04d6c1,2019-2020,ENG,1. Premier League,11th,Southampton,23,33,30,2752,30.6,0,1,0,0,0,5,0,0,0.03,0.03,0
8b609c34,2019-2020,ITA,1. Serie A,16th,Torino,18,4,1,132,1.5,1,0,1,0,0,0,0,0.68,0,0.68,0.68
8b625720,2019-2020,ESP,1. La Liga,16th,Alavés,21,6,2,238,2.6,0,0,0,0,0,1,0,0,0,0,0
8b6e0db2,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,12,2,375,4.2,0,0,0,0,0,0,0,0,0,0,0
8b788c01,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,32,31,2624,29.2,17,6,17,0,1,1,0,0.58,0.21,0.79,0.58
8b8a56ce,2019-2020,ITA,1. Serie A,3rd,Atalanta,30,5,3,292,3.2,0,0,0,0,0,2,0,0,0,0,0
8b8a56ce,2019-2020,ITA,1. Serie A,6th,Milan,30,15,15,1240,13.8,0,0,0,0,0,2,0,0,0,0,0
8b95acda,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,31,30,2772,30.8,0,1,0,0,0,10,0,0,0.03,0.03,0
8bc8829a,2019-2020,ITA,1. Serie A,2nd,Inter,17,3,0,68,0.8,0,0,0,0,0,1,0,0,0,0,0
8c3c640c,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,37,36,3051,33.9,10,11,6,4,4,4,0,0.29,0.32,0.62,0.18
8c63fae5,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,3,2,232,2.6,0,0,0,0,0,2,1,0,0,0,0
8c65eb5f,2019-2020,ITA,1. Serie A,13th,Udinese,31,26,19,1649,18.3,0,0,0,0,0,8,1,0,0,0,0
8c725b43,2019-2020,ITA,1. Serie A,10th,Fiorentina,28,33,33,2830,31.4,3,1,3,0,0,12,0,0.1,0.03,0.13,0.1
8cabdc1e,2019-2020,ITA,1. Serie A,8th,Sassuolo,32,31,31,2790,31,0,0,0,0,0,1,0,0,0,0,0
8cc29864,2019-2020,ITA,1. Serie A,7th,Napoli,29,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8cc29864,2019-2020,ITA,1. Serie A,15th,Sampdoria,29,9,9,702,7.8,0,0,0,0,0,4,0,0,0,0,0
8cfc2f69,2019-2020,ESP,1. La Liga,8th,Getafe,32,32,9,1407,15.6,10,3,9,1,1,6,0,0.64,0.19,0.83,0.58
8d3c902d,2019-2020,ENG,1. Premier League,14th,Crystal Palace,29,35,29,2528,28.1,1,1,1,0,0,4,0,0.04,0.04,0.07,0.04
8d47bb39,2019-2020,ESP,1. La Liga,7th,Granada,23,26,25,2205,24.5,0,1,0,0,0,2,0,0,0.04,0.04,0
8d78e732,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,31,31,2759,30.7,34,4,29,5,5,5,0,1.11,0.13,1.24,0.95
8da74c05,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,7,2,211,2.3,0,0,0,0,0,0,0,0,0,0,0
8db394aa,2019-2020,ESP,1. La Liga,16th,Alavés,29,23,22,1903,21.1,0,0,0,0,0,8,0,0,0,0,0
8df7a2fb,2019-2020,ENG,1. Premier League,10th,Burnley,29,32,32,2880,32,1,1,1,0,0,7,0,0.03,0.03,0.06,0.03
8e088e04,2019-2020,ESP,1. La Liga,10th,Osasuna,21,8,6,470,5.2,1,0,1,0,0,3,0,0.19,0,0.19,0.19
8e235926,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,6,4,303,3.4,0,0,0,0,0,0,0,0,0,0,0
8e235926,2019-2020,GER,1. Bundesliga,12th,Schalke 04,25,14,10,829,9.2,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11
8e48dc61,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,14,11,939,10.4,0,0,0,0,0,4,0,0,0,0,0
8e92be30,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,37,14,1507,16.7,9,1,9,0,0,3,0,0.54,0.06,0.6,0.54
8eb55dbb,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,13,5,540,6,0,2,0,0,0,1,0,0,0.33,0.33,0
8f056768,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,23,21,1719,19.1,1,2,1,0,0,4,0,0.05,0.1,0.16,0.05
8f29e08b,2019-2020,ESP,1. La Liga,10th,Osasuna,23,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0
8f3565b3,2019-2020,ESP,1. La Liga,19th,Mallorca,28,35,33,2765,30.7,13,2,11,2,2,12,0,0.42,0.07,0.49,0.36
8f5e92a6,2019-2020,ESP,1. La Liga,1st,Real Madrid,18,19,12,1019,11.3,2,0,2,0,0,0,0,0.18,0,0.18,0.18
8f62b6ee,2019-2020,ENG,1. Premier League,6th,Tottenham,32,21,21,1807,20.1,0,0,0,0,0,0,0,0,0,0,0
8f866fe8,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,33,24,2035,22.6,11,1,10,1,1,2,0,0.49,0.04,0.53,0.44
8f898ba8,2019-2020,ESP,1. La Liga,18th,Leganés,28,24,13,1213,13.5,1,2,1,0,0,2,0,0.07,0.15,0.22,0.07
8f8c6934,2019-2020,ESP,1. La Liga,8th,Getafe,26,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0
8fef5412,2019-2020,ITA,1. Serie A,6th,Milan,25,23,21,1725,19.2,0,2,0,0,0,8,0,0,0.1,0.1,0
90339309,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,25,24,2113,23.5,2,2,2,0,0,7,0,0.09,0.09,0.17,0.09
9038c2a1,2019-2020,ESP,1. La Liga,8th,Getafe,25,20,14,1175,13.1,1,4,1,0,0,5,0,0.08,0.31,0.38,0.08
9050ddc4,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,25,19,18,1493,16.6,2,2,2,0,0,0,0,0.12,0.12,0.24,0.12
9085dd7c,2019-2020,ITA,1. Serie A,14th,Cagliari,26,21,14,1343,14.9,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07
90f91999,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,28,27,2312,25.7,3,3,3,0,0,3,0,0.12,0.12,0.23,0.12
914ab9a1,2019-2020,ENG,1. Premier League,19th,Watford,28,27,26,2250,25,0,2,0,0,0,3,2,0,0.08,0.08,0
919dd4b1,2019-2020,ITA,1. Serie A,4th,Lazio,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
921f6058,2019-2020,ITA,1. Serie A,3rd,Atalanta,29,30,28,2480,27.6,2,1,2,0,0,5,0,0.07,0.04,0.11,0.07
9228b07c,2019-2020,ENG,1. Premier League,12th,Everton,21,30,23,2027,22.5,1,0,1,0,0,8,0,0.04,0,0.04,0.04
92432bc6,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,21,19,5,756,8.4,0,1,0,0,0,1,0,0,0.12,0.12,0
924f9191,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,16,9,924,10.3,0,0,0,0,0,2,0,0,0,0,0
92948149,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,23,23,20,1878,20.9,0,2,0,0,0,5,0,0,0.1,0.1,0
92b4758e,2019-2020,ITA,1. Serie A,13th,Udinese,24,21,16,1546,17.2,1,0,1,0,0,3,0,0.06,0,0.06,0.06
92d83c27,2019-2020,ITA,1. Serie A,12th,Bologna,20,25,12,1051,11.7,1,2,1,0,0,2,0,0.09,0.17,0.26,0.09
92e7e919,2019-2020,ENG,1. Premier League,6th,Tottenham,27,30,28,2476,27.5,11,10,11,0,1,0,2,0.4,0.36,0.76,0.4
93090f69,2019-2020,ESP,1. La Liga,7th,Granada,24,36,34,3087,34.3,3,1,3,0,0,7,0,0.09,0.03,0.12,0.09
9321b8ed,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9328b835,2019-2020,ENG,1. Premier League,16th,West Ham,34,25,25,2117,23.5,0,0,0,0,0,1,0,0,0,0,0
933d3b51,2019-2020,ITA,1. Serie A,16th,Torino,26,17,9,851,9.5,0,0,0,0,0,0,0,0,0,0,0
935e6b8f,2019-2020,ENG,1. Premier League,1st,Liverpool,29,30,26,2238,24.9,4,5,4,0,0,2,0,0.16,0.2,0.36,0.16
93a50d2c,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,13,11,999,11.1,1,0,1,0,0,0,0,0.09,0,0.09,0.09
93b891d1,2019-2020,ITA,1. Serie A,4th,Lazio,30,30,18,1406,15.6,9,2,9,0,1,7,0,0.58,0.13,0.7,0.58
93cf32a8,2019-2020,ITA,1. Serie A,16th,Torino,29,31,30,2692,29.9,1,0,1,0,0,6,1,0.03,0,0.03,0.03
9413b19f,2019-2020,ITA,1. Serie A,7th,Napoli,22,22,21,1951,21.7,0,0,0,0,0,0,0,0,0,0,0
94816803,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,18,4,514,5.7,0,0,0,0,0,3,0,0,0,0,0
94b2001f,2019-2020,ITA,1. Serie A,1st,Juventus,28,22,16,1440,16,2,0,2,0,0,4,1,0.12,0,0.12,0.12
94c18565,2019-2020,GER,1. Bundesliga,14th,Köln,26,28,16,1561,17.3,5,6,4,1,1,5,0,0.29,0.35,0.63,0.23
952a03fe,2019-2020,ITA,1. Serie A,13th,Udinese,32,21,17,1500,16.7,0,0,0,0,0,1,0,0,0,0,0
9591723b,2019-2020,ITA,1. Serie A,3rd,Atalanta,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9592289a,2019-2020,ITA,1. Serie A,16th,Torino,28,24,16,1640,18.2,6,1,6,0,0,7,0,0.33,0.05,0.38,0.33
95facda1,2019-2020,ITA,1. Serie A,14th,Cagliari,23,35,32,2898,32.2,2,3,2,0,0,14,0,0.06,0.09,0.16,0.06
962e54cb,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,24,23,15,1283,14.3,7,3,6,1,1,4,0,0.49,0.21,0.7,0.42
963829d0,2019-2020,ESP,1. La Liga,5th,Villarreal,27,29,17,1547,17.2,2,4,1,1,1,6,0,0.12,0.23,0.35,0.06
96640846,2019-2020,ITA,1. Serie A,16th,Torino,31,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0
9674002f,2019-2020,ENG,1. Premier League,4th,Chelsea,20,37,32,2867,31.9,7,5,7,0,0,3,0,0.22,0.16,0.38,0.22
967f34d3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,24,33,33,2960,32.9,0,0,0,0,0,4,0,0,0,0,0
96e0490d,2019-2020,ITA,1. Serie A,11th,Parma,29,33,30,2685,29.8,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03
970b8574,2019-2020,ITA,1. Serie A,9th,Hellas Verona,21,13,5,521,5.8,0,3,0,0,0,1,0,0,0.52,0.52,0
970b8574,2019-2020,ITA,1. Serie A,2nd,Inter,21,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0
97220da2,2019-2020,ENG,1. Premier League,4th,Chelsea,17,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0
97333cf5,2019-2020,ENG,1. Premier League,11th,Southampton,27,30,19,1715,19.1,5,3,5,0,0,4,0,0.26,0.16,0.42,0.26
97572117,2019-2020,ESP,1. La Liga,8th,Getafe,31,34,31,2422,26.9,2,0,2,0,0,13,2,0.07,0,0.07,0.07
97852360,2019-2020,ESP,1. La Liga,16th,Alavés,27,27,27,2358,26.2,0,0,0,0,0,0,1,0,0,0,0
97e8ea97,2019-2020,ITA,1. Serie A,8th,Sassuolo,16,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
983ff2c7,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,16,10,858,9.5,0,1,0,0,0,4,0,0,0.1,0.1,0
984a5a64,2019-2020,ENG,1. Premier League,11th,Southampton,22,10,7,703,7.8,0,0,0,0,0,1,0,0,0,0,0
984a5a64,2019-2020,ENG,1. Premier League,6th,Tottenham,22,3,3,241,2.7,0,0,0,0,0,0,0,0,0,0,0
989d5705,2019-2020,ENG,1. Premier League,10th,Burnley,27,24,22,1931,21.5,2,2,2,0,0,8,0,0.09,0.09,0.19,0.09
98d2c2c4,2019-2020,ITA,1. Serie A,3rd,Atalanta,27,31,28,2337,26,2,2,2,0,0,3,0,0.08,0.08,0.15,0.08
9907b1c8,2019-2020,ITA,1. Serie A,5th,Roma,20,26,16,1503,16.7,6,2,6,0,0,8,0,0.36,0.12,0.48,0.36
9939e168,2019-2020,ESP,1. La Liga,10th,Osasuna,21,27,15,1496,16.6,1,0,1,0,0,4,0,0.06,0,0.06,0.06
9970da54,2019-2020,ESP,1. La Liga,16th,Alavés,22,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0
997fff07,2019-2020,ITA,1. Serie A,7th,Napoli,22,9,5,529,5.9,0,0,0,0,0,2,0,0,0,0,0
99813635,2019-2020,ENG,1. Premier League,1st,Liverpool,31,15,3,382,4.2,1,1,1,0,0,1,0,0.24,0.24,0.47,0.24
99be8fb5,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,24,10,949,10.5,3,2,3,0,0,0,0,0.28,0.19,0.47,0.28
99bebd12,2019-2020,ESP,1. La Liga,16th,Alavés,27,5,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0
99de6b6f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,30,25,25,2070,23,1,4,1,0,0,6,2,0.04,0.17,0.22,0.04
9a104dee,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,5,2,177,2,1,0,1,0,0,0,0,0.51,0,0.51,0.51
9a104dee,2019-2020,ENG,1. Premier League,12th,Everton,28,5,2,291,3.2,1,0,1,0,0,0,0,0.31,0,0.31,0.31
9a28eba4,2019-2020,ENG,1. Premier League,7th,Wolves,23,37,27,2605,28.9,4,9,4,0,0,1,0,0.14,0.31,0.45,0.14
9a2e0ccc,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,22,14,1141,12.7,5,2,3,2,2,1,0,0.39,0.16,0.55,0.24
9a64e67e,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,31,25,2394,26.6,1,0,1,0,0,6,0,0.04,0,0.04,0.04
9a71e978,2019-2020,ENG,1. Premier League,1st,Liverpool,17,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9a9c05db,2019-2020,ENG,1. Premier League,10th,Burnley,30,17,17,1530,17,0,1,0,0,0,2,0,0,0.06,0.06,0
9ab16552,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,35,23,21,1968,21.9,0,0,0,0,0,3,0,0,0,0,0
9b6f7fd5,2019-2020,ITA,1. Serie A,6th,Milan,21,24,12,1103,12.3,0,1,0,0,0,7,0,0,0.08,0.08,0
9c94165b,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,24,24,20,1733,19.3,0,0,0,0,0,7,0,0,0,0,0
9d4c45d6,2019-2020,ITA,1. Serie A,12th,Bologna,28,29,29,2469,27.4,5,5,5,0,0,4,2,0.18,0.18,0.36,0.18
9d66fbe3,2019-2020,ESP,1. La Liga,7th,Granada,34,33,30,2347,26.1,7,4,6,1,1,14,0,0.27,0.15,0.42,0.23
9dbb75ca,2019-2020,ENG,1. Premier League,8th,Arsenal,28,30,22,1874,20.8,10,4,10,0,0,8,0,0.48,0.19,0.67,0.48
9dc96f10,2019-2020,ITA,1. Serie A,3rd,Atalanta,17,3,0,27,0.3,1,0,1,0,0,0,0,3.33,0,3.33,3.33
9deaf2c8,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,18,4,548,6.1,0,0,0,0,0,0,0,0,0,0,0
9e098912,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
9e1035f8,2019-2020,ESP,1. La Liga,9th,Valencia,19,34,26,2251,25,4,5,4,0,0,5,0,0.16,0.2,0.36,0.16
9e1577aa,2019-2020,ITA,1. Serie A,10th,Fiorentina,26,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9e1577aa,2019-2020,ITA,1. Serie A,2nd,Inter,26,26,18,1576,17.5,2,6,2,0,0,3,0,0.11,0.34,0.46,0.11
9e525177,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,35,34,3070,34.1,0,4,0,0,0,8,0,0,0.12,0.12,0
9f0ea33f,2019-2020,ESP,1. La Liga,5th,Villarreal,30,34,34,3060,34,0,0,0,0,0,2,0,0,0,0,0
9f1893b9,2019-2020,ENG,1. Premier League,16th,West Ham,26,25,20,1497,16.6,1,4,1,0,0,1,0,0.06,0.24,0.3,0.06
9f323c71,2019-2020,ESP,1. La Liga,11th,Athletic Club,30,13,6,541,6,0,1,0,0,0,1,0,0,0.17,0.17,0
9f472354,2019-2020,ENG,1. Premier League,11th,Southampton,32,26,15,1395,15.5,2,2,2,0,0,0,0,0.13,0.13,0.26,0.13
9f5a610b,2019-2020,ITA,1. Serie A,15th,Sampdoria,24,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0
9f7c837d,2019-2020,ENG,1. Premier League,20th,Norwich City,21,30,30,2644,29.4,0,0,0,0,0,3,1,0,0,0,0
9f8e9423,2019-2020,ESP,1. La Liga,1st,Real Madrid,26,32,32,2822,31.4,3,1,3,0,0,2,0,0.1,0.03,0.13,0.1
9f979eb2,2019-2020,GER,1. Bundesliga,14th,Köln,22,11,5,619,6.9,1,0,1,0,0,4,1,0.15,0,0.15,0.15
9fbbcf39,2019-2020,ENG,1. Premier League,7th,Wolves,29,33,31,2705,30.1,2,1,2,0,0,12,1,0.07,0.03,0.1,0.07
9fec8860,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,12,10,924,10.3,0,1,0,0,0,2,0,0,0.1,0.1,0
a01c3d54,2019-2020,ESP,1. La Liga,12th,Levante,28,36,36,3240,36,0,0,0,0,0,2,0,0,0,0,0
a0255c67,2019-2020,ESP,1. La Liga,5th,Villarreal,20,9,3,253,2.8,0,1,0,0,0,0,0,0,0.36,0.36,0
a0415710,2019-2020,GER,1. Bundesliga,14th,Köln,19,20,20,1672,18.6,2,2,2,0,0,4,0,0.11,0.11,0.22,0.11
a0666d3e,2019-2020,ENG,1. Premier League,19th,Watford,24,30,27,2252,25,1,1,1,0,0,9,0,0.04,0.04,0.08,0.04
a08b974a,2019-2020,ESP,1. La Liga,4th,Sevilla,25,33,31,2745,30.5,14,3,9,5,5,10,1,0.46,0.1,0.56,0.3
a0b4bb3e,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,23,15,1181,13.1,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08
a111cf41,2019-2020,ITA,1. Serie A,13th,Udinese,25,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0
a1232f4e,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,4,1,150,1.7,0,0,0,0,0,0,0,0,0,0,0
a167537f,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,33,25,2203,24.5,3,7,3,0,0,0,0,0.12,0.29,0.41,0.12
a179d516,2019-2020,ENG,1. Premier League,4th,Chelsea,37,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0
a1d5bd30,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,31,31,2643,29.4,17,7,11,6,8,3,0,0.58,0.24,0.82,0.37
a29b1131,2019-2020,ENG,1. Premier League,6th,Tottenham,21,14,8,704,7.8,3,1,3,0,0,2,0,0.38,0.13,0.51,0.38
a2a85828,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,21,3,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0
a2b105e0,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,21,23,14,1378,15.3,1,1,1,0,0,2,1,0.07,0.07,0.13,0.07
a300ac7e,2019-2020,ESP,1. La Liga,16th,Alavés,30,34,29,2496,27.7,11,5,6,5,5,4,0,0.4,0.18,0.58,0.22
a35134ae,2019-2020,ESP,1. La Liga,19th,Mallorca,27,12,9,814,9,0,0,0,0,0,3,1,0,0,0,0
a36084cd,2019-2020,ITA,1. Serie A,12th,Bologna,17,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0
a39bb753,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,16,14,1077,12,1,3,1,0,0,0,0,0.08,0.25,0.33,0.08
a3b03921,2019-2020,ENG,1. Premier League,8th,Arsenal,19,29,8,857,9.5,1,1,1,0,0,2,0,0.11,0.11,0.21,0.11
a3d94a58,2019-2020,ITA,1. Serie A,17th,Genoa,21,30,30,2577,28.6,1,1,0,1,1,15,1,0.03,0.03,0.07,0
a3ddb1b9,2019-2020,GER,1. Bundesliga,14th,Köln,27,15,14,1162,12.9,5,5,4,1,3,5,0,0.39,0.39,0.77,0.31
a3ddb1b9,2019-2020,GER,1. Bundesliga,12th,Schalke 04,27,8,4,353,3.9,0,0,0,0,0,0,0,0,0,0,0
a40819d9,2019-2020,ITA,1. Serie A,9th,Hellas Verona,19,25,25,1950,21.7,1,0,1,0,0,7,1,0.05,0,0.05,0.05
a4971d84,2019-2020,ESP,1. La Liga,8th,Getafe,27,34,34,3060,34,0,0,0,0,0,5,0,0,0,0,0
a4995f48,2019-2020,ESP,1. La Liga,10th,Osasuna,26,19,18,1655,18.4,0,0,0,0,0,2,1,0,0,0,0
a4ac4b8f,2019-2020,ENG,1. Premier League,7th,Wolves,28,22,22,1979,22,0,1,0,0,0,3,1,0,0.05,0.05,0
a4e85758,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,9,6,611,6.8,0,0,0,0,0,2,0,0,0,0,0
a4e85758,2019-2020,ITA,1. Serie A,20th,SPAL,21,17,15,1337,14.9,0,1,0,0,0,7,0,0,0.07,0.07,0
a4effc55,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,15,10,983,10.9,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09
a4fe8cda,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,19,9,838,9.3,4,1,4,0,0,1,0,0.43,0.11,0.54,0.43
a4fe8cda,2019-2020,ENG,1. Premier League,7th,Wolves,21,12,3,297,3.3,2,0,2,0,0,0,0,0.61,0,0.61,0.61
a5296e55,2019-2020,ITA,1. Serie A,7th,Napoli,25,37,32,2924,32.5,2,4,2,0,0,4,0,0.06,0.12,0.18,0.06
a53649b7,2019-2020,ENG,1. Premier League,8th,Arsenal,20,13,7,633,7,2,0,2,0,0,0,1,0.28,0,0.28,0.28
a53b661f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,32,20,2102,23.4,6,1,6,0,0,1,0,0.26,0.04,0.3,0.26
a55d8df5,2019-2020,ESP,1. La Liga,18th,Leganés,23,25,13,1220,13.6,0,0,0,0,0,4,0,0,0,0,0
a58bb1e1,2019-2020,ESP,1. La Liga,1st,Real Madrid,30,16,12,1089,12.1,2,2,2,0,0,4,1,0.17,0.17,0.33,0.17
a5ce09f2,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,26,1,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0
a5ec3ede,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,14,9,805,8.9,0,0,0,0,0,2,0,0,0,0,0
a6154613,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,28,22,1998,22.2,16,8,15,1,1,4,0,0.72,0.36,1.08,0.68
a65ce836,2019-2020,GER,1. Bundesliga,2nd,Dortmund,25,12,10,955,10.6,2,0,2,0,0,5,0,0.19,0,0.19,0.19
a65ce836,2019-2020,ITA,1. Serie A,1st,Juventus,25,8,2,284,3.2,0,0,0,0,0,2,0,0,0,0,0
a6951bf8,2019-2020,ESP,1. La Liga,9th,Valencia,28,26,21,1905,21.2,0,0,0,0,0,8,1,0,0,0,0
a69cc629,2019-2020,ITA,1. Serie A,15th,Sampdoria,18,4,0,76,0.8,1,0,1,0,0,2,1,1.18,0,1.18,1.18
a69e4806,2019-2020,ITA,1. Serie A,7th,Napoli,24,26,10,1025,11.4,4,1,4,0,0,3,0,0.35,0.09,0.44,0.35
