id,season,country,comp_level,lg_finish,squad,age,minutes_90s,tackles,tackles_won,pressures,pressure_regains,pressure_regain_pct,blocks,blocked_shots,blocked_shots_saves,interceptions,clearances,errors
d85c238b,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,23.5,19,12,365,103,28.2,32,5,0,10,13,0
d87e2cae,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,22.3,3,3,188,66,35.1,16,6,0,1,14,0
d8931174,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,26,38,44,27,240,90,37.5,45,25,0,55,246,1
d93c2511,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,22,19.7,50,31,262,84,32.1,39,6,0,23,52,0
d9565625,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,20,0.7,3,2,8,4,50,1,0,0,0,4,0
d9624b51,2019-2020,ITA,1. Serie A,10th,Fiorentina,27,9.3,12,10,63,28,44.4,12,5,0,10,56,1
d9764034,2019-2020,ESP,1. La Liga,16th,Alavés,25,1,0,0,5,2,40,2,1,0,1,7,0
d97f2e8d,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,20.6,46,26,399,91,22.8,42,3,0,14,33,0
d995ed27,2019-2020,ITA,1. Serie A,6th,Milan,29,14.9,19,14,244,63,25.8,15,4,1,5,5,0
d9ba39fc,2019-2020,ENG,1. Premier League,18th,Bournemouth,26,25.9,65,42,406,126,31,82,6,0,32,98,0
da052c14,2019-2020,ENG,1. Premier League,14th,Crystal Palace,27,35,54,29,1018,219,21.5,35,6,0,14,20,0
da27e268,2019-2020,ESP,1. La Liga,20th,Espanyol,22,33.4,85,61,707,205,29,42,11,0,30,75,1
da5a981b,2019-2020,ITA,1. Serie A,20th,SPAL,27,9.5,24,9,162,45,27.8,19,0,0,2,17,1
da7b447d,2019-2020,ENG,1. Premier League,6th,Tottenham,23,27,49,36,278,105,37.8,56,29,0,23,160,2
da974c7b,2019-2020,ITA,1. Serie A,7th,Napoli,28,23.4,61,41,248,89,35.9,40,19,2,17,92,1
db092d3b,2019-2020,ITA,1. Serie A,6th,Milan,21,27.6,91,60,587,176,30,39,9,0,46,19,2
db401046,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,26,0,0,3,1,33.3,0,0,0,0,1,0
db4ed67b,2019-2020,GER,1. Bundesliga,2nd,Dortmund,23,6.2,16,7,129,39,30.2,9,2,0,5,8,0
db750822,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,29,13.6,17,12,265,82,30.9,30,0,0,5,6,0
db8f0eba,2019-2020,ESP,1. La Liga,20th,Espanyol,27,15.2,28,18,322,95,29.5,37,4,0,11,6,0
dbf053da,2019-2020,GER,1. Bundesliga,2nd,Dortmund,19,25.4,17,14,412,131,31.8,21,0,0,14,3,0
dc008610,2019-2020,ENG,1. Premier League,15th,Brighton,26,0.8,2,2,7,1,14.3,1,1,0,0,1,0
dc1c2fce,2019-2020,ITA,1. Serie A,16th,Torino,24,20.3,22,12,441,99,22.4,34,1,0,15,19,0
dc366c36,2019-2020,GER,1. Bundesliga,15th,Augsburg,26,24,0,0,7,1,14.3,1,0,0,1,4,2
dc3fa3b5,2019-2020,ITA,1. Serie A,7th,Napoli,27,10,21,13,201,57,28.4,8,1,0,4,12,0
dc3fa3b5,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,27,13.5,45,28,304,97,31.9,29,2,0,12,26,1
dc62b55d,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,20,8.3,12,9,177,45,25.4,17,1,0,6,2,0
dc62b55d,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,3.1,7,4,109,23,21.1,5,2,0,3,0,0
dc6f5bdd,2019-2020,ENG,1. Premier League,8th,Arsenal,24,12.2,25,18,143,51,35.7,21,7,0,13,61,0
dd0daf32,2019-2020,ENG,1. Premier League,8th,Arsenal,30,1.2,0,0,32,8,25,2,0,0,1,1,0
dd0daf32,2019-2020,ITA,1. Serie A,5th,Roma,30,17,40,28,296,73,24.7,27,3,0,9,10,0
dd323728,2019-2020,ENG,1. Premier League,1st,Liverpool,18,2.6,6,2,36,12,33.3,7,1,0,2,8,0
dd669209,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,17.6,27,17,397,121,30.5,32,2,0,19,17,0
de0f152c,2019-2020,ENG,1. Premier League,19th,Watford,25,20.2,40,25,267,79,29.6,41,13,2,22,99,2
de39485a,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,25,7,13,7,148,38,25.7,11,0,0,5,2,0
de5b5570,2019-2020,ENG,1. Premier League,17th,Aston Villa,25,20.4,65,47,491,168,34.2,61,11,0,28,34,1
dea698d9,2019-2020,ITA,1. Serie A,1st,Juventus,34,32.4,16,10,248,55,22.2,16,6,0,6,23,0
dee86451,2019-2020,ESP,1. La Liga,15th,Betis,27,9.9,10,7,105,28,26.7,13,5,0,2,13,0
def899bd,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,27,1.5,4,2,18,9,50,1,0,0,2,19,1
df10e27c,2019-2020,ENG,1. Premier League,4th,Chelsea,18,2.2,6,4,36,14,38.9,6,0,0,2,1,0
df3cda47,2019-2020,ITA,1. Serie A,11th,Parma,19,32.6,38,21,728,173,23.8,36,3,0,21,13,0
df69b544,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,28.3,34,18,427,135,31.6,29,3,0,10,23,0
df85d472,2019-2020,ITA,1. Serie A,12th,Bologna,28,8.6,10,6,159,53,33.3,11,2,0,3,12,0
df8b52a5,2019-2020,ESP,1. La Liga,15th,Betis,20,31.5,83,45,469,118,25.2,57,9,0,17,80,0
df8e7b62,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,24,25.1,39,27,480,144,30,41,2,0,20,20,1
e0314d87,2019-2020,ITA,1. Serie A,3rd,Atalanta,33,6,14,13,79,25,31.6,12,4,0,3,32,0
e0314d87,2019-2020,ITA,1. Serie A,17th,Genoa,33,14.7,24,14,156,45,28.8,18,3,0,17,58,0
e06683ca,2019-2020,ENG,1. Premier League,1st,Liverpool,28,38,30,20,133,46,34.6,32,16,1,24,259,2
e082af5b,2019-2020,ENG,1. Premier League,11th,Southampton,23,10,0,0,3,1,33.3,0,0,0,0,0,0
e0921a4f,2019-2020,ITA,1. Serie A,1st,Juventus,25,23.9,24,18,401,111,27.7,26,0,0,12,2,0
e0b113a7,2019-2020,GER,1. Bundesliga,11th,Union Berlin,24,28.6,78,46,639,158,24.7,39,7,0,37,65,0
e0bc6fdc,2019-2020,ENG,1. Premier League,4th,Chelsea,24,11.4,22,7,126,44,34.9,31,2,0,10,22,0
e12b0b5b,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,28,21.5,65,41,573,163,28.4,36,6,0,29,15,1
e14ec482,2019-2020,ITA,1. Serie A,12th,Bologna,22,29.8,35,23,508,140,27.6,40,2,0,8,23,0
e1b0a70d,2019-2020,ITA,1. Serie A,10th,Fiorentina,29,6.9,0,0,1,0,0,0,0,0,0,0,0
e1cbb531,2019-2020,ESP,1. La Liga,17th,Celta Vigo,24,15.4,23,17,234,63,26.9,12,1,0,7,8,0
e1cbb531,2019-2020,ITA,1. Serie A,7th,Napoli,24,8.4,14,10,120,40,33.3,7,1,0,6,4,0
e26fcca3,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,7,32,22,203,65,32,22,3,0,8,19,0
e2716bd0,2019-2020,ENG,1. Premier League,2nd,Manchester City,33,20.3,26,16,302,96,31.8,21,4,0,9,7,1
e27da244,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,24.7,41,19,217,72,33.2,43,14,0,21,165,3
e27de4fa,2019-2020,GER,1. Bundesliga,14th,Köln,18,14.6,33,20,206,67,32.5,23,1,0,22,40,0
e280527c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,27.8,38,29,485,179,36.9,34,5,0,14,29,0
e288d4b3,2019-2020,ITA,1. Serie A,5th,Roma,28,11.1,16,13,131,43,32.8,22,2,0,7,29,0
e288d4b3,2019-2020,ESP,1. La Liga,9th,Valencia,28,8.4,12,10,105,21,20,17,1,0,10,17,0
e33c06cf,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,7.1,9,4,45,16,35.6,13,8,0,5,31,0
e33f36d5,2019-2020,ITA,1. Serie A,13th,Udinese,29,24.7,50,33,262,93,35.5,67,35,0,17,112,0
e342ad68,2019-2020,ENG,1. Premier League,1st,Liverpool,27,32,21,13,552,180,32.6,13,3,0,5,2,0
e358587b,2019-2020,ENG,1. Premier League,17th,Aston Villa,36,12,0,0,4,1,25,0,0,0,0,1,2
e358587b,2019-2020,ITA,1. Serie A,6th,Milan,36,1,0,0,0,0,NULL,0,0,0,0,0,0
e3756e72,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,0.2,0,0,3,2,66.7,0,0,0,0,0,0
e3a5814e,2019-2020,ENG,1. Premier League,8th,Arsenal,21,15.4,41,27,297,84,28.3,29,5,0,17,41,0
e3cceee6,2019-2020,ITA,1. Serie A,1st,Juventus,21,4.6,11,7,34,10,29.4,7,5,1,1,29,0
e3fabb0a,2019-2020,ESP,1. La Liga,20th,Espanyol,27,19.1,18,9,296,69,23.3,33,0,0,10,18,1
e42d61c7,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,30.2,57,37,464,159,34.3,54,2,0,24,31,1
e46012d4,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,31,44,28,554,177,31.9,31,2,0,11,19,1
e49ce451,2019-2020,ESP,1. La Liga,17th,Celta Vigo,25,21.9,38,26,267,81,30.3,22,8,0,17,89,0
e514ab62,2019-2020,ENG,1. Premier League,17th,Aston Villa,23,25.5,57,33,372,109,29.3,68,9,0,21,88,1
e5478b87,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,5.4,2,2,79,23,29.1,7,2,0,2,1,0
e54bd0a2,2019-2020,ESP,1. La Liga,16th,Alavés,31,14.9,34,21,231,63,27.3,18,5,0,11,51,0
e5649a78,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,25,14.1,26,20,264,87,33,31,2,0,20,7,0
e58a03c6,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,9.4,13,10,119,33,27.7,10,5,0,1,8,0
e58cbfd5,2019-2020,ITA,1. Serie A,17th,Genoa,17,1.2,1,1,24,5,20.8,1,0,0,3,0,0
e599253a,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,26.9,44,30,532,145,27.3,33,7,0,20,35,0
e5a35ae9,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,14.1,9,6,205,57,27.8,16,4,0,5,6,0
e5a76dfe,2019-2020,ENG,1. Premier League,9th,Sheffield Utd,22,36,0,0,1,0,0,1,0,0,0,3,0
e5bf73f3,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,2.1,1,1,46,10,21.7,3,0,0,0,1,0
e5bf73f3,2019-2020,ITA,1. Serie A,12th,Bologna,20,15,18,9,296,75,25.3,19,0,0,10,11,1
e5d01ecf,2019-2020,ENG,1. Premier League,19th,Watford,28,24.9,62,32,390,100,25.6,35,2,0,27,62,1
e5f63987,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,8.5,5,3,121,42,34.7,6,1,0,1,5,0
e61b8aee,2019-2020,ENG,1. Premier League,8th,Arsenal,26,28.7,46,27,433,126,29.1,55,17,1,11,85,0
e63e122d,2019-2020,ITA,1. Serie A,12th,Bologna,19,0.8,1,0,15,4,26.7,1,0,0,0,3,0
e6bc67d7,2019-2020,ESP,1. La Liga,9th,Valencia,22,14.1,25,21,239,59,24.7,14,1,0,7,0,0
e6c15f6e,2019-2020,GER,1. Bundesliga,8th,Freiburg,20,0.4,1,0,8,2,25,0,0,0,2,1,0
e6c43eec,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,22.9,48,28,353,116,32.9,41,10,0,40,84,2
e74f0e59,2019-2020,ITA,1. Serie A,16th,Torino,31,24.9,16,9,235,62,26.4,46,7,0,11,86,0
e778654a,2019-2020,ESP,1. La Liga,7th,Granada,21,26.3,81,56,744,196,26.3,57,9,0,24,40,0
e7ab4179,2019-2020,ESP,1. La Liga,8th,Getafe,24,3,3,2,32,8,25,2,1,0,2,18,0
e7ab4179,2019-2020,ESP,1. La Liga,12th,Levante,24,9,14,10,51,21,41.2,15,8,0,11,74,0
e7ca0439,2019-2020,ENG,1. Premier League,14th,Crystal Palace,30,17.6,30,14,138,45,32.6,33,15,0,12,138,0
e7d22eae,2019-2020,GER,1. Bundesliga,15th,Augsburg,29,5.3,20,14,174,45,25.9,6,1,0,10,5,0
e7d59f4f,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,23.4,16,11,371,110,29.6,17,0,0,13,6,0
e7fcf289,2019-2020,GER,1. Bundesliga,5th,Leverkusen,16,4.1,6,3,68,14,20.6,6,0,0,2,4,0
e82adcab,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,2,8,5,40,13,32.5,2,0,0,1,0,0
e85fb9b8,2019-2020,ITA,1. Serie A,1st,Juventus,34,2.2,3,2,18,11,61.1,5,3,0,1,10,0
e8832875,2019-2020,ENG,1. Premier League,19th,Watford,17,0.3,0,0,6,1,16.7,0,0,0,0,1,0
e897d8ba,2019-2020,ESP,1. La Liga,14th,Eibar,29,19.6,11,6,323,97,30,17,2,0,2,7,0
e8c930bb,2019-2020,ITA,1. Serie A,10th,Fiorentina,30,17.6,36,26,318,87,27.4,35,3,0,26,42,1
e9254eec,2019-2020,ENG,1. Premier League,20th,Norwich City,27,14,27,17,143,50,35,34,20,0,17,103,1
e94d79e3,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,26.2,57,36,254,83,32.7,43,14,0,16,115,2
e97fd090,2019-2020,ENG,1. Premier League,4th,Chelsea,23,2.3,0,0,21,10,47.6,3,1,0,0,3,0
e9971f2d,2019-2020,ENG,1. Premier League,6th,Tottenham,20,5.8,20,15,95,30,31.6,12,5,1,9,33,1
e9ada8cf,2019-2020,ESP,1. La Liga,16th,Alavés,17,1,5,3,18,9,50,1,1,0,0,6,0
ea003d07,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,0,0,0,2,1,50,0,0,0,0,0,0
ea06dd97,2019-2020,ITA,1. Serie A,16th,Torino,27,14.2,48,32,329,87,26.4,32,5,0,15,31,1
ea6bc03a,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,30.1,41,24,270,77,28.5,43,21,0,18,155,3
ea83bfa6,2019-2020,ESP,1. La Liga,7th,Granada,25,35,0,0,3,1,33.3,0,0,0,0,4,1
ea9b2ef9,2019-2020,ESP,1. La Liga,7th,Granada,32,25.5,20,12,112,32,28.6,45,23,0,6,161,2
eac044ad,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,8.5,8,7,152,40,26.3,12,2,0,5,1,0
eac044ad,2019-2020,ESP,1. La Liga,4th,Sevilla,27,0.3,1,1,5,3,60,0,0,0,0,1,0
ead61f73,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,8.7,15,7,155,45,29,28,6,0,4,32,0
eaeca114,2019-2020,ENG,1. Premier League,18th,Bournemouth,24,27.8,25,11,222,66,29.7,59,30,0,27,176,1
eb2fe5b6,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,14,16,8,259,89,34.4,17,0,0,4,2,0
eb3dd471,2019-2020,ESP,1. La Liga,16th,Alavés,25,18.2,18,14,291,60,20.6,24,0,0,9,16,0
eb58eef0,2019-2020,ENG,1. Premier League,1st,Liverpool,28,32.6,37,29,489,160,32.7,35,4,0,14,34,1
eb7822d7,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,30,17.6,41,21,276,79,28.6,33,9,0,18,35,1
ecc77652,2019-2020,ESP,1. La Liga,12th,Levante,21,0.4,2,2,25,6,24,1,1,0,1,3,0
eccbe56a,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,18.1,29,20,317,103,32.5,26,3,0,7,8,0
ecd8c01e,2019-2020,ESP,1. La Liga,12th,Levante,28,20.8,44,25,334,89,26.6,27,0,0,13,29,0
ed1e53f3,2019-2020,ENG,1. Premier League,2nd,Manchester City,19,10,16,9,253,74,29.2,9,0,0,3,3,0
ed5c5fa3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,20,20.3,34,24,358,110,30.7,19,1,0,11,21,0
ed6ea4d9,2019-2020,ESP,1. La Liga,7th,Granada,26,23.7,28,19,358,94,26.3,36,3,0,12,13,0
ed9f7cfe,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,26.6,72,46,363,101,27.8,63,8,0,22,62,0
eda40760,2019-2020,ITA,1. Serie A,5th,Roma,33,30.4,41,25,262,112,42.7,36,10,0,18,71,1
ee251371,2019-2020,ITA,1. Serie A,6th,Milan,20,7.6,14,6,127,34,26.8,12,0,0,9,2,0
ee38d9c5,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.2,56,39,629,198,31.5,21,1,0,12,8,1
ee4f2f3b,2019-2020,ITA,1. Serie A,15th,Sampdoria,36,25.3,8,5,444,113,25.5,16,0,0,5,16,0
ee833569,2019-2020,ITA,1. Serie A,20th,SPAL,30,26,1,0,8,1,12.5,0,0,0,0,1,0
ee8508c0,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,37.7,0,0,1,0,0,0,0,0,0,0,0
ee923664,2019-2020,ESP,1. La Liga,17th,Celta Vigo,26,14.7,30,15,233,66,28.3,33,1,0,23,42,0
ee93c1a9,2019-2020,ITA,1. Serie A,1st,Juventus,25,17.5,14,7,313,73,23.3,22,1,0,6,12,0
ef322658,2019-2020,ESP,1. La Liga,15th,Betis,32,22.7,31,18,367,86,23.4,31,5,0,18,22,0
ef619b0b,2019-2020,ITA,1. Serie A,1st,Juventus,28,11.7,28,19,229,65,28.4,21,3,0,9,7,0
ef94dc2f,2019-2020,ITA,1. Serie A,9th,Hellas Verona,30,14.4,3,2,208,57,27.4,3,0,0,0,11,0
f03f284b,2019-2020,ESP,1. La Liga,20th,Espanyol,29,27.3,39,30,383,120,31.3,50,15,0,23,95,0
f058ed1f,2019-2020,ITA,1. Serie A,8th,Sassuolo,38,5,0,0,0,0,NULL,0,0,0,0,0,0
f08490a6,2019-2020,ENG,1. Premier League,18th,Bournemouth,22,7,6,5,78,32,41,3,0,0,5,8,1
f090a37a,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,5.7,10,6,148,29,19.6,4,0,0,3,1,0
f0da930c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,19.5,24,11,98,31,31.6,25,9,0,9,122,1
f0f7f62f,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,32,0,0,8,3,37.5,0,0,0,0,1,0
f1bed920,2019-2020,ESP,1. La Liga,18th,Leganés,25,21.5,63,32,386,113,29.3,44,3,0,17,35,0
f1bed920,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,0.1,1,0,5,1,20,0,0,0,0,0,0
f1cfc209,2019-2020,ITA,1. Serie A,16th,Torino,31,30,60,35,480,127,26.5,36,4,0,24,81,0
f1f1f238,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,30.4,36,23,334,103,30.8,61,39,0,42,177,1
f2308b33,2019-2020,ESP,1. La Liga,18th,Leganés,25,30.9,53,19,405,105,25.9,29,4,0,26,86,0
f23f9d20,2019-2020,ENG,1. Premier League,20th,Norwich City,31,36,0,0,7,1,14.3,0,0,0,0,1,1
f25b010f,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,30,29.1,50,32,231,73,31.6,61,31,0,8,214,1
f25c8e3a,2019-2020,ENG,1. Premier League,1st,Liverpool,24,9.1,27,20,213,78,36.6,19,0,0,14,4,0
f26834c7,2019-2020,GER,1. Bundesliga,13th,Mainz 05,27,19.2,22,12,427,102,23.9,22,2,0,10,16,0
f2bf1b0f,2019-2020,ENG,1. Premier League,11th,Southampton,23,12.3,8,6,231,58,25.1,10,1,0,3,10,0
f2c6ac01,2019-2020,ESP,1. La Liga,19th,Mallorca,23,35.4,34,21,208,62,29.8,80,29,0,19,173,1
f2dd9a21,2019-2020,GER,1. Bundesliga,15th,Augsburg,24,9.8,24,18,177,48,27.1,7,0,0,4,9,0
f35430a4,2019-2020,GER,1. Bundesliga,12th,Schalke 04,26,15.2,37,24,138,55,39.9,30,18,0,12,93,0
f3b1d9a2,2019-2020,ESP,1. La Liga,8th,Getafe,23,0.7,2,0,36,10,27.8,1,0,0,1,1,0
f4290206,2019-2020,ENG,1. Premier League,4th,Chelsea,28,15.9,27,19,215,88,40.9,30,1,0,14,48,0
f45f9427,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,27.6,63,30,500,135,27,53,4,0,19,69,0
f4e433d4,2019-2020,ENG,1. Premier League,15th,Brighton,18,6.5,9,3,91,17,18.7,13,1,0,9,15,1
f4e433d4,2019-2020,ENG,1. Premier League,4th,Chelsea,18,0.4,2,0,3,3,100,0,0,0,0,0,0
f4ec4fd0,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,6.7,3,2,119,21,17.6,5,1,0,3,6,0
f503ea63,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,26.5,58,44,507,151,29.8,48,13,0,32,52,1
f554e29b,2019-2020,ITA,1. Serie A,14th,Cagliari,25,16,0,0,1,0,0,0,0,0,0,1,0
f573a8bf,2019-2020,ENG,1. Premier League,19th,Watford,23,0.8,0,0,14,2,14.3,0,0,0,1,0,0
f586779e,2019-2020,ENG,1. Premier League,4th,Chelsea,21,24.6,14,10,430,130,30.2,23,5,0,5,26,0
f5a00fa4,2019-2020,ENG,1. Premier League,7th,Wolves,32,34.5,92,54,882,213,24.1,64,14,0,28,30,2
f5deef4c,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,34.4,30,16,221,64,29,50,21,0,25,170,0
f61c7c4e,2019-2020,ITA,1. Serie A,10th,Fiorentina,36,15.7,16,12,277,74,26.7,9,0,0,2,2,0
f63d8a4b,2019-2020,ENG,1. Premier League,20th,Norwich City,21,27.7,49,29,577,150,26,58,5,0,12,35,0
f6798fc3,2019-2020,ESP,1. La Liga,4th,Sevilla,28,5.5,0,0,0,0,NULL,0,0,0,0,0,0
f6a06749,2019-2020,ITA,1. Serie A,1st,Juventus,29,0.2,0,0,0,0,NULL,0,0,0,0,0,0
f6ac68c1,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,22,16,8,95,41,43.2,26,11,0,9,136,0
f6bdc830,2019-2020,GER,1. Bundesliga,11th,Union Berlin,22,21.5,61,38,253,92,36.4,70,24,0,23,151,1
f7036e1c,2019-2020,ITA,1. Serie A,2nd,Inter,21,27.2,17,13,518,131,25.3,37,4,0,14,12,0
f7223718,2019-2020,ITA,1. Serie A,4th,Lazio,26,18.6,34,17,194,58,29.9,34,12,0,11,51,0
f72293fc,2019-2020,ENG,1. Premier League,10th,Burnley,28,6.9,7,3,105,19,18.1,10,1,0,4,8,0
f76e6b4e,2019-2020,ENG,1. Premier League,1st,Liverpool,32,9.7,0,0,2,0,0,0,0,0,0,0,2
f7aa75bd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,27,15.5,25,15,193,45,23.3,39,7,0,9,52,0
f7c12fbf,2019-2020,ESP,1. La Liga,9th,Valencia,19,5.5,15,8,46,14,30.4,5,3,0,3,35,0
f7dc2ae5,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,16.8,31,13,140,39,27.9,28,9,0,14,122,0
f7e2af2c,2019-2020,ITA,1. Serie A,14th,Cagliari,18,4.1,7,2,52,7,13.5,9,6,0,5,17,0
f833a830,2019-2020,ENG,1. Premier League,1st,Liverpool,24,2.8,4,3,63,20,31.7,3,0,0,0,2,0
f86cabbd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,16.2,31,17,215,80,37.2,39,17,0,22,92,0
f874dd44,2019-2020,ENG,1. Premier League,8th,Arsenal,24,12.9,23,16,183,46,25.1,28,4,0,10,34,0
f8d41a8c,2019-2020,ITA,1. Serie A,13th,Udinese,17,0,0,0,1,0,0,0,0,0,0,0,0
f8eca1b6,2019-2020,ESP,1. La Liga,13th,Valladolid,22,26,20,12,470,99,21.1,24,6,0,6,13,0
f8fcd2a5,2019-2020,ENG,1. Premier League,5th,Leicester City,31,37.6,48,31,278,111,39.9,54,21,0,39,271,4
f91e81c9,2019-2020,ITA,1. Serie A,13th,Udinese,28,31,39,22,336,85,25.3,38,6,0,15,50,0
f93e6e94,2019-2020,GER,1. Bundesliga,8th,Freiburg,30,27.1,26,16,551,139,25.2,34,8,0,12,67,0
f972644c,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,25.3,24,15,464,110,23.7,35,0,0,15,18,0
f9acca3a,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,21.1,74,50,314,124,39.5,47,4,1,22,77,0
f9acf8bf,2019-2020,ESP,1. La Liga,19th,Mallorca,22,15.1,25,17,182,42,23.1,16,1,0,17,39,1
f9e7c4ac,2019-2020,GER,1. Bundesliga,15th,Augsburg,30,10.7,10,5,261,72,27.6,12,3,0,4,6,0
fa031b34,2019-2020,ENG,1. Premier League,12th,Everton,22,34.1,68,45,710,188,26.5,34,5,0,9,48,0
fa274d97,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,6.6,15,8,74,26,35.1,12,3,0,4,11,0
fa661778,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,15.7,19,13,320,76,23.8,33,1,1,10,17,0
fb5d47b3,2019-2020,ESP,1. La Liga,5th,Villarreal,28,21.8,41,20,277,80,28.9,49,12,0,15,86,0
fb77bfef,2019-2020,ITA,1. Serie A,20th,SPAL,23,13.2,20,13,131,49,37.4,28,12,0,10,65,1
fb77bfef,2019-2020,ITA,1. Serie A,16th,Torino,23,2.7,9,5,48,14,29.2,3,2,0,5,16,0
fbbc8e15,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,4.2,2,2,75,17,22.7,5,1,0,4,4,0
fbd6378b,2019-2020,ESP,1. La Liga,15th,Betis,27,28.6,33,16,175,54,30.9,46,19,0,24,144,1
fc027d02,2019-2020,ENG,1. Premier League,5th,Leicester City,18,3,4,3,36,8,22.2,3,0,0,1,10,0
fc15fb84,2019-2020,ENG,1. Premier League,10th,Burnley,19,37.1,55,28,734,178,24.3,71,6,1,24,34,0
fc4f85b1,2019-2020,ITA,1. Serie A,2nd,Inter,33,18.1,43,29,238,76,31.9,23,5,0,25,82,1
fcab00a0,2019-2020,ENG,1. Premier League,17th,Aston Villa,28,17,21,14,224,38,17,27,6,0,3,24,0
fce2302c,2019-2020,ENG,1. Premier League,8th,Arsenal,22,11,21,11,126,39,31,22,4,0,10,44,0
fd51b456,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,9.4,21,15,236,81,34.3,14,0,0,8,5,2
fd53759d,2019-2020,GER,1. Bundesliga,14th,Köln,17,6.2,10,7,139,36,25.9,11,0,0,5,11,0
fd771f95,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,4.5,3,1,45,15,33.3,1,0,0,2,3,0
fd771f95,2019-2020,ESP,1. La Liga,18th,Leganés,28,21.5,15,9,303,70,23.1,21,3,0,3,8,0
fdd60087,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,12,30,17,124,47,37.9,28,7,0,9,35,0
fe012aca,2019-2020,ITA,1. Serie A,8th,Sassuolo,22,27.9,23,17,409,137,33.5,29,0,0,5,4,0
fe471a89,2019-2020,ITA,1. Serie A,19th,Brescia,24,5.9,0,0,4,2,50,0,0,0,0,0,0
fe641c1a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,27,9.2,25,16,155,50,32.3,16,7,0,23,38,0
fed17f5a,2019-2020,ESP,1. La Liga,9th,Valencia,22,23,28,17,430,112,26,30,5,0,5,17,0
