id,season,country,comp_level,lg_finish,squad,age,minutes_90s,cards_yellow,cards_red,fouls,fouled,offsides,crosses,aerials_won,aerials_won_pct
4535e4bb,2019-2020,ENG,1. Premier League,15th,Brighton,27,38,0,0,0,5,0,0,0,NULL
45963054,2019-2020,ENG,1. Premier League,5th,Leicester City,32,33.7,2,0,25,17,28,35,53,34.6
45a03961,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,31,5,0,38,25,2,68,73,66.4
45af8a54,2019-2020,ESP,1. La Liga,1st,Real Madrid,23,3.7,0,0,3,4,1,9,3,37.5
45b9b619,2019-2020,ITA,1. Serie A,4th,Lazio,24,22.2,0,0,22,54,6,13,16,25.8
45db685d,2019-2020,ENG,1. Premier League,4th,Chelsea,27,26.4,10,0,37,35,0,3,13,26
45e17712,2019-2020,ESP,1. La Liga,7th,Granada,26,12.4,4,0,18,19,0,11,13,36.1
45e17712,2019-2020,ENG,1. Premier League,19th,Watford,26,0.7,0,0,0,1,0,0,0,0
4601e194,2019-2020,ESP,1. La Liga,2nd,Barcelona,30,24.3,7,0,19,19,5,79,10,41.7
4611e028,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,32.8,9,0,62,36,4,49,28,53.8
466824fb,2019-2020,ESP,1. La Liga,10th,Osasuna,33,25.8,15,1,59,41,2,14,71,53.4
466fb2c5,2019-2020,ENG,1. Premier League,18th,Bournemouth,21,37,0,0,0,5,0,0,0,NULL
46a8347f,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,4,3,0,9,3,0,14,16,84.2
46fa7204,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,0.7,0,0,3,1,0,0,0,0
46fa7204,2019-2020,ITA,1. Serie A,17th,Genoa,20,7.4,5,1,24,12,1,10,4,40
47064058,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,30,1,0,0,7,0,0,0,NULL
471f16b3,2019-2020,ENG,1. Premier League,20th,Norwich City,27,33,5,0,33,59,1,30,87,50
47369df8,2019-2020,ENG,1. Premier League,10th,Burnley,23,8.9,2,0,11,10,0,2,20,57.1
4737cebe,2019-2020,ESP,1. La Liga,6th,Real Sociedad,24,13,3,0,26,46,2,42,7,35
474ecac8,2019-2020,ESP,1. La Liga,12th,Levante,30,26.4,6,0,26,14,2,2,35,56.5
4806ec67,2019-2020,ENG,1. Premier League,12th,Everton,25,38,2,0,1,7,0,0,0,NULL
487d9b09,2019-2020,ESP,1. La Liga,15th,Betis,32,7.1,3,0,13,13,1,37,9,75
48a5a5d6,2019-2020,ENG,1. Premier League,8th,Arsenal,18,7.4,1,0,12,9,2,16,7,17.9
48b3dd60,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,13.1,1,0,16,55,1,4,1,12.5
48d5bd33,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,17.1,7,1,34,61,3,33,13,35.1
48e89655,2019-2020,ESP,1. La Liga,20th,Espanyol,30,0.6,0,0,0,2,1,3,0,NULL
49296448,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,31.3,7,0,28,53,4,69,28,49.1
493924a7,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,24,18.8,4,0,34,20,0,64,35,58.3
4958bfb2,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,30.4,11,0,49,38,3,93,27,45.8
495945ef,2019-2020,ENG,1. Premier League,10th,Burnley,29,35,9,0,46,38,1,47,17,37.8
49d028db,2019-2020,ESP,1. La Liga,15th,Betis,22,7.6,3,0,9,7,0,0,23,76.7
49fe9070,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,31.1,4,0,18,34,44,84,9,24.3
4a478107,2019-2020,ESP,1. La Liga,12th,Levante,32,28,3,0,18,14,15,72,16,42.1
4a56052c,2019-2020,ITA,1. Serie A,5th,Roma,26,29.2,6,0,39,19,0,20,7,41.2
4a5a45c7,2019-2020,ITA,1. Serie A,5th,Roma,23,23.3,8,1,49,38,4,63,15,34.1
4a633cfe,2019-2020,ESP,1. La Liga,10th,Osasuna,27,6,0,0,4,4,0,3,25,61
4ab53cdb,2019-2020,ENG,1. Premier League,10th,Burnley,30,22.4,1,0,30,19,22,12,74,34.7
4accb7e0,2019-2020,ESP,1. La Liga,10th,Osasuna,27,24.9,8,0,63,24,3,12,41,34.2
4b029b31,2019-2020,ITA,1. Serie A,17th,Genoa,25,8.7,4,0,15,22,0,10,22,46.8
4b3e1a38,2019-2020,ITA,1. Serie A,9th,Hellas Verona,25,35.9,5,0,58,21,1,10,122,73.5
4b40d9ca,2019-2020,ENG,1. Premier League,10th,Burnley,27,38,1,0,0,8,0,0,0,NULL
4b511457,2019-2020,ENG,1. Premier League,11th,Southampton,27,20.7,5,0,44,20,1,6,41,56.2
4bcf39f6,2019-2020,ENG,1. Premier League,15th,Brighton,22,30.7,3,0,41,49,15,15,17,16.7
4bd00a50,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,1.3,0,0,1,0,0,0,2,100
4bd414c1,2019-2020,ESP,1. La Liga,5th,Villarreal,33,36,9,0,33,24,2,4,78,65.5
4c2e9442,2019-2020,ESP,1. La Liga,9th,Valencia,22,23.8,5,0,49,58,32,8,78,50
4c370d81,2019-2020,ENG,1. Premier League,1st,Liverpool,27,33.2,0,0,33,26,6,16,29,28.2
4c3a6744,2019-2020,ITA,1. Serie A,5th,Roma,20,16.8,6,1,33,37,1,20,7,25.9
4c5b14d2,2019-2020,ESP,1. La Liga,15th,Betis,38,22.9,4,0,16,33,7,55,16,42.1
4c5b714f,2019-2020,ENG,1. Premier League,12th,Everton,27,20.3,3,0,32,26,2,49,29,46.8
4c62d0c8,2019-2020,ITA,1. Serie A,17th,Genoa,26,21,1,0,1,1,0,0,0,NULL
4c6facae,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,22,19.4,2,0,43,47,0,24,25,43.1
4c78b5ed,2019-2020,ITA,1. Serie A,4th,Lazio,32,20.1,10,1,51,23,0,6,44,62.9
4cde5509,2019-2020,ITA,1. Serie A,6th,Milan,37,15.1,1,0,32,17,20,23,78,70.3
4d034881,2019-2020,ENG,1. Premier League,2nd,Manchester City,31,16.1,1,0,9,11,6,8,2,12.5
4d1666ff,2019-2020,ESP,1. La Liga,4th,Sevilla,20,25.7,6,0,23,13,0,9,105,74.5
4d224fe8,2019-2020,ESP,1. La Liga,1st,Real Madrid,27,34.3,12,0,96,83,3,21,92,63.9
4d8cd038,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,4.8,2,0,6,1,4,2,10,45.5
4dbd0916,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,23,10.3,2,0,8,13,0,9,9,52.9
4e1d5e59,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,0.1,0,0,1,0,0,0,1,100
4e204552,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,0.8,0,0,1,2,0,0,1,16.7
4e204552,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,20,4.3,0,0,2,2,0,9,3,60
4e219ad2,2019-2020,ITA,1. Serie A,6th,Milan,25,15.1,2,0,10,32,2,71,1,25
4e219ad2,2019-2020,ESP,1. La Liga,4th,Sevilla,25,8.7,0,0,9,10,3,22,3,37.5
4e6dbac4,2019-2020,ITA,1. Serie A,4th,Lazio,24,33.7,9,0,78,53,8,40,120,58.8
4e9a0555,2019-2020,ENG,1. Premier League,10th,Burnley,27,27.1,1,0,38,32,34,5,113,37.7
4f28a6ff,2019-2020,ESP,1. La Liga,2nd,Barcelona,24,26.9,11,2,36,26,2,0,65,67
4f2908e5,2019-2020,ITA,1. Serie A,8th,Sassuolo,35,16.8,5,1,18,14,1,10,29,69
4f974391,2019-2020,ENG,1. Premier League,16th,West Ham,29,30.3,7,0,23,22,2,70,51,60
4fb9c88f,2019-2020,ENG,1. Premier League,1st,Liverpool,18,1.4,0,0,5,2,0,0,2,40
507c7bdf,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,24,13.2,2,0,12,21,2,22,2,16.7
50871bcc,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,26.4,3,0,37,44,12,46,17,35.4
50e6dc35,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,11.7,2,1,9,7,12,3,36,46.2
5128bde4,2019-2020,ITA,1. Serie A,9th,Hellas Verona,28,36,4,0,17,15,20,125,18,38.3
51a3c4c8,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,30,23.4,7,0,35,16,1,5,82,71.3
51b41c5c,2019-2020,ENG,1. Premier League,12th,Everton,29,11.1,6,1,21,3,0,4,18,62.1
51cf8561,2019-2020,ENG,1. Premier League,2nd,Manchester City,22,14.2,2,1,14,2,1,33,28,59.6
52611641,2019-2020,ENG,1. Premier League,8th,Arsenal,23,16.8,7,0,36,52,1,5,9,33.3
5271c8f1,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,16.6,3,0,14,2,1,69,17,51.5
528492ea,2019-2020,ITA,1. Serie A,10th,Fiorentina,26,9.9,2,0,10,14,0,10,4,40
528492ea,2019-2020,ITA,1. Serie A,8th,Sassuolo,26,9.4,3,0,21,14,0,5,5,38.5
5294a83f,2019-2020,ITA,1. Serie A,4th,Lazio,26,34.6,5,0,24,48,1,44,8,34.8
529f49ab,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,28.3,13,0,60,45,0,7,59,65.6
52ec54d0,2019-2020,ITA,1. Serie A,1st,Juventus,32,34.2,10,0,28,17,0,5,63,61.8
53070b63,2019-2020,GER,1. Bundesliga,5th,Leverkusen,19,3.4,1,0,5,7,1,5,2,22.2
5313ed43,2019-2020,ITA,1. Serie A,13th,Udinese,24,25,4,0,24,23,0,20,9,31
531a4aa8,2019-2020,ENG,1. Premier League,11th,Southampton,20,8.7,1,0,9,8,3,8,21,52.5
532e1e4f,2019-2020,ESP,1. La Liga,5th,Villarreal,22,33,6,0,31,11,0,2,45,47.4
536cebe5,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,25,1,1,0,6,1,1,1,0,0
536cebe5,2019-2020,ITA,1. Serie A,6th,Milan,25,15.5,5,0,28,16,3,45,18,41.9
539230cf,2019-2020,ITA,1. Serie A,2nd,Inter,31,5.8,3,0,11,4,0,0,27,84.4
53a0e358,2019-2020,ITA,1. Serie A,8th,Sassuolo,24,27.7,6,1,59,73,7,48,20,44.4
53af52f3,2019-2020,ENG,1. Premier League,5th,Leicester City,32,38,2,0,0,7,0,0,0,NULL
53cad200,2019-2020,ENG,1. Premier League,4th,Chelsea,29,35.9,1,0,45,17,3,110,94,61
53de807a,2019-2020,ITA,1. Serie A,4th,Lazio,32,25.6,8,0,33,28,0,30,33,54.1
53e07d0b,2019-2020,GER,1. Bundesliga,13th,Mainz 05,31,12.7,1,0,24,24,7,8,54,44.3
54b4dc4e,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,17.5,4,1,27,22,1,26,22,59.5
54e4866f,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,18,1,1,10,15,6,45,10,35.7
54e4866f,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,26,0.2,0,0,0,0,0,1,0,0
54e53b7e,2019-2020,ITA,1. Serie A,11th,Parma,26,6.5,1,0,6,17,2,5,2,18.2
54e53b7e,2019-2020,ITA,1. Serie A,15th,Sampdoria,26,7.4,4,1,11,13,2,10,1,4.8
55126f3b,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,30,5,0,32,35,1,35,28,48.3
555d5edd,2019-2020,GER,1. Bundesliga,5th,Leverkusen,22,20.6,3,0,27,42,3,32,7,25
555f3a0b,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,13.5,3,1,21,9,2,5,26,56.5
563a68ad,2019-2020,ITA,1. Serie A,12th,Bologna,31,19.8,10,1,42,35,1,2,27,56.3
56413b1f,2019-2020,GER,1. Bundesliga,5th,Leverkusen,30,23.5,2,0,20,46,0,6,13,34.2
56f7a928,2019-2020,ENG,1. Premier League,5th,Leicester City,22,31.4,2,0,36,61,1,45,29,50.9
570bb4b9,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,17.4,3,0,30,27,6,22,7,31.8
5722eced,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,19,3.4,1,0,11,5,0,3,0,0
57be54ec,2019-2020,ESP,1. La Liga,11th,Athletic Club,21,5.9,0,0,16,12,5,5,30,51.7
57df7a11,2019-2020,ENG,1. Premier League,16th,West Ham,25,10.4,6,1,16,9,0,21,11,52.4
57e3f0c7,2019-2020,ENG,1. Premier League,8th,Arsenal,24,22.3,4,0,15,48,4,59,13,24.1
582a5247,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,1.1,0,0,0,0,0,5,0,0
58a9a4d9,2019-2020,ESP,1. La Liga,4th,Sevilla,24,17.7,5,0,37,26,1,27,9,24.3
58afe001,2019-2020,ESP,1. La Liga,8th,Getafe,23,34.1,11,1,91,67,0,32,63,46.3
58eee997,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,17,14.7,0,0,11,17,3,13,6,30
59b7d823,2019-2020,ESP,1. La Liga,11th,Athletic Club,26,6.9,0,0,16,3,1,25,9,47.4
59be3a74,2019-2020,ITA,1. Serie A,4th,Lazio,19,0.7,0,0,6,4,0,0,0,NULL
59e4b92e,2019-2020,GER,1. Bundesliga,15th,Augsburg,25,29.4,8,0,44,41,0,6,51,52
59e6e5bf,2019-2020,ENG,1. Premier League,12th,Everton,22,29.2,9,0,58,48,13,19,170,46.4
5a2cb25d,2019-2020,ITA,1. Serie A,9th,Hellas Verona,22,32.4,10,2,70,68,0,28,24,36.9
5a4280b1,2019-2020,ENG,1. Premier League,10th,Burnley,28,6.3,0,0,10,6,0,0,22,57.9
5a626448,2019-2020,ESP,1. La Liga,5th,Villarreal,25,25.8,1,0,26,29,8,68,10,24.4
5a7301ae,2019-2020,ENG,1. Premier League,7th,Wolves,24,31.1,5,0,34,13,0,7,90,56.3
5aa53281,2019-2020,ITA,1. Serie A,5th,Roma,23,30.4,16,1,78,28,4,4,78,75.7
5aaef9ef,2019-2020,ITA,1. Serie A,11th,Parma,32,21.5,5,1,55,56,3,26,83,55.7
5ab0ea87,2019-2020,ESP,1. La Liga,2nd,Barcelona,31,27.6,9,0,52,58,0,0,40,54.1
5acc4a10,2019-2020,ENG,1. Premier League,19th,Watford,31,29.2,8,0,71,51,0,14,46,76.7
5bd72174,2019-2020,ITA,1. Serie A,8th,Sassuolo,31,32.6,3,0,25,50,23,13,16,29.1
5c2b4f07,2019-2020,ENG,1. Premier League,6th,Tottenham,26,30,4,1,42,25,6,98,67,50
5c397195,2019-2020,ITA,1. Serie A,8th,Sassuolo,23,4.3,1,0,9,19,3,3,2,40
5c4bf6ba,2019-2020,GER,1. Bundesliga,13th,Mainz 05,24,21.5,1,0,0,2,0,0,0,0
5c4dc0ff,2019-2020,ESP,1. La Liga,1st,Real Madrid,25,0.5,1,0,2,0,0,0,2,40
5c7845f6,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,29.3,9,0,56,30,0,4,56,46.3
5c96b017,2019-2020,ESP,1. La Liga,10th,Osasuna,26,24.3,6,0,50,34,7,64,29,33.7
5ca20b7a,2019-2020,ESP,1. La Liga,6th,Real Sociedad,27,28.3,8,1,45,66,1,81,77,67
5cbd1eb0,2019-2020,ENG,1. Premier League,14th,Crystal Palace,19,2.2,1,0,1,2,0,4,1,14.3
5cdddffa,2019-2020,ENG,1. Premier League,6th,Tottenham,22,11.2,3,0,19,36,0,7,5,41.7
5ce0b5ba,2019-2020,ESP,1. La Liga,6th,Real Sociedad,29,2.4,0,0,4,3,0,0,3,60
5ceba7fc,2019-2020,ESP,1. La Liga,5th,Villarreal,26,11,0,0,9,9,7,10,7,21.2
5cec2487,2019-2020,ENG,1. Premier League,15th,Brighton,28,21.1,5,0,35,16,4,46,27,58.7
5d4f7d61,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,23,14.4,3,0,18,20,9,7,51,53.1
5d8d7454,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,22.7,7,0,45,26,2,64,42,41.2
5d8e331f,2019-2020,GER,1. Bundesliga,8th,Freiburg,29,30.9,9,0,65,39,0,5,62,63.9
5dcf3e90,2019-2020,ESP,1. La Liga,11th,Athletic Club,22,33.2,2,1,1,5,0,0,0,NULL
5ddb8f9f,2019-2020,GER,1. Bundesliga,9th,Eint Frankfurt,26,15.4,0,0,8,6,4,66,30,50
5dfc6ad5,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,24.9,4,0,42,45,2,9,19,65.5
5e861944,2019-2020,ITA,1. Serie A,2nd,Inter,25,2.9,0,0,4,9,1,11,2,50
5e861944,2019-2020,ITA,1. Serie A,7th,Napoli,25,8.3,1,0,8,21,0,19,2,22.2
5ea8ef20,2019-2020,ENG,1. Premier League,8th,Arsenal,20,19.4,6,0,25,59,0,6,11,37.9
5eae500a,2019-2020,ITA,1. Serie A,2nd,Inter,26,33.1,2,0,53,27,23,31,83,53.2
5ed9b537,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,6.3,2,0,4,5,0,3,18,85.7
5eecec3d,2019-2020,ENG,1. Premier League,2nd,Manchester City,25,12.5,0,0,5,4,1,0,38,65.5
5efc5389,2019-2020,ITA,1. Serie A,14th,Cagliari,25,14.9,4,0,21,14,3,32,26,51
5fa57166,2019-2020,ITA,1. Serie A,9th,Hellas Verona,19,0.1,0,0,0,0,0,0,0,0
5fd5ed86,2019-2020,ITA,1. Serie A,16th,Torino,22,25.2,6,2,36,23,2,0,70,59.3
601ef102,2019-2020,ITA,1. Serie A,13th,Udinese,29,26.8,10,0,71,71,20,10,58,36.5
6025fab1,2019-2020,ESP,1. La Liga,1st,Real Madrid,33,22.2,7,1,34,35,1,30,11,32.4
603116a7,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,14.4,2,0,9,21,0,52,10,58.8
603cb947,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,28,15.8,3,0,6,20,7,20,8,29.6
605eb473,2019-2020,ESP,1. La Liga,19th,Mallorca,34,36,4,0,0,7,0,0,0,NULL
610aa1e9,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,14,1,0,6,7,1,0,26,45.6
61220da2,2019-2020,ESP,1. La Liga,12th,Levante,26,35.1,4,1,34,63,2,53,33,46.5
61b3978f,2019-2020,ITA,1. Serie A,15th,Sampdoria,27,26.7,10,0,40,22,1,31,37,56.1
61b62b33,2019-2020,ESP,1. La Liga,7th,Granada,24,13.5,0,0,8,21,9,34,6,20.7
6213fd82,2019-2020,ITA,1. Serie A,20th,SPAL,24,21.4,2,0,34,18,3,68,16,48.5
62437b4f,2019-2020,ITA,1. Serie A,13th,Udinese,23,3.8,1,0,12,10,3,8,16,42.1
62437b4f,2019-2020,ENG,1. Premier League,19th,Watford,23,0.8,1,0,3,1,0,4,1,25
6250083a,2019-2020,ENG,1. Premier League,6th,Tottenham,18,0.9,0,0,1,0,0,0,0,0
6265208f,2019-2020,ESP,1. La Liga,16th,Alavés,29,30.9,6,0,57,60,6,15,266,65.7
626fab5f,2019-2020,GER,1. Bundesliga,15th,Augsburg,23,13.1,3,0,19,8,1,15,23,54.8
62ab9184,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,25,9.2,1,0,12,20,1,9,10,50
62ba5881,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,25,1,0,0,0,1,0,0,0,NULL
635f2732,2019-2020,GER,1. Bundesliga,13th,Mainz 05,25,25.2,5,0,54,61,0,15,13,25.5
63f04c6c,2019-2020,ESP,1. La Liga,15th,Betis,23,15,3,0,24,21,2,26,17,58.6
6421ec64,2019-2020,ENG,1. Premier League,1st,Liverpool,27,2.1,0,0,2,4,1,4,3,42.9
6434f10d,2019-2020,ENG,1. Premier League,2nd,Manchester City,23,27.6,8,0,46,42,0,4,69,67.6
649b01d8,2019-2020,ITA,1. Serie A,15th,Sampdoria,22,36,1,0,0,5,0,0,0,NULL
64ba07c0,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,6.4,3,0,7,8,0,7,5,55.6
64cd167d,2019-2020,ITA,1. Serie A,17th,Genoa,25,21.9,3,1,31,29,0,22,40,69
64e8ed6d,2019-2020,ESP,1. La Liga,12th,Levante,22,23.8,2,0,19,31,14,17,25,27.2
64f69877,2019-2020,GER,1. Bundesliga,5th,Leverkusen,27,22.7,3,0,21,21,31,35,31,37.3
652d4c37,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,24,7.1,0,0,6,11,0,11,8,50
6613c819,2019-2020,ENG,1. Premier League,16th,West Ham,24,11.6,0,0,14,9,0,1,62,62
66385c46,2019-2020,GER,1. Bundesliga,13th,Mainz 05,23,19.8,1,0,26,19,11,42,23,50
6639e500,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,23,16.5,3,0,28,23,3,29,13,32.5
66b76d44,2019-2020,ENG,1. Premier League,20th,Norwich City,22,27.4,6,1,40,69,2,43,23,29.9
6763373d,2019-2020,ESP,1. La Liga,13th,Valladolid,19,2.6,1,0,5,8,1,3,6,18.2
67669ce7,2019-2020,ESP,1. La Liga,7th,Granada,23,3,0,0,0,0,0,0,0,NULL
677da306,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,21.8,3,0,14,14,1,0,87,62.6
67cdbc0e,2019-2020,ESP,1. La Liga,2nd,Barcelona,32,18.6,4,0,52,26,7,13,33,51.6
67f649be,2019-2020,ITA,1. Serie A,17th,Genoa,22,17,1,0,0,1,0,0,0,NULL
68252d6d,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,18.5,1,1,16,66,3,34,3,12
6928979a,2019-2020,ITA,1. Serie A,2nd,Inter,22,22.4,11,0,45,50,2,30,25,62.5
69374ff5,2019-2020,GER,1. Bundesliga,5th,Leverkusen,31,19.9,4,0,36,38,1,5,20,52.6
697295b1,2019-2020,ESP,1. La Liga,14th,Eibar,28,19.7,2,0,10,19,2,12,65,63.1
699fb8db,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,27,2,0,18,18,0,9,43,55.8
69cbc8b6,2019-2020,ESP,1. La Liga,20th,Espanyol,28,17,2,0,12,8,1,21,46,69.7
69cbc8b6,2019-2020,ESP,1. La Liga,8th,Getafe,28,17,3,0,17,10,1,14,58,63.7
6a99e0b1,2019-2020,ESP,1. La Liga,11th,Athletic Club,25,32.7,3,0,31,53,29,53,48,36.6
6aa3e78b,2019-2020,ENG,1. Premier League,6th,Tottenham,19,3.8,0,0,4,2,2,12,6,54.5
6adbc307,2019-2020,ENG,1. Premier League,11th,Southampton,25,27.2,4,1,18,17,0,3,43,43.4
6b47c5db,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.7,6,0,72,33,1,2,77,55.4
6bb2c084,2019-2020,ESP,1. La Liga,5th,Villarreal,23,28.7,6,0,56,50,0,9,66,57.4
6bba916f,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,19,2,0,0,1,2,0,3,0,0
6bd5cd5d,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,27,17.7,2,0,9,5,3,4,50,56.8
6bd603db,2019-2020,ENG,1. Premier League,12th,Everton,23,1.5,0,0,2,2,0,0,2,50
6c203af0,2019-2020,ENG,1. Premier League,15th,Brighton,22,14,4,0,41,20,0,6,17,60.7
6c6a3300,2019-2020,GER,1. Bundesliga,16th,Werder Bremen,23,25.2,2,0,28,53,8,73,7,15.9
6c7762c3,2019-2020,ENG,1. Premier League,6th,Tottenham,21,0.8,1,0,3,0,0,0,1,100
6c811eb7,2019-2020,ESP,1. La Liga,2nd,Barcelona,21,1.9,0,0,3,4,0,0,2,40
6c811eb7,2019-2020,ESP,1. La Liga,15th,Betis,21,8.2,1,0,17,22,3,2,4,26.7
6ca5ec4b,2019-2020,ENG,1. Premier League,12th,Everton,23,17.7,0,0,13,7,0,34,7,31.8
6cafd68d,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,29,7.8,2,0,3,6,0,1,19,70.4
6cc47ae1,2019-2020,ENG,1. Premier League,15th,Brighton,25,1,0,0,0,2,0,0,1,33.3
6cc47ae1,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,25,5.9,1,0,9,8,6,4,9,47.4
6cc97b6a,2019-2020,ITA,1. Serie A,11th,Parma,24,7.1,6,0,9,12,1,6,6,54.5
6cdd8245,2019-2020,ENG,1. Premier League,19th,Watford,29,10.8,2,0,19,13,0,20,8,36.4
6ce1f46f,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,29.5,2,0,30,49,2,49,11,52.4
6d5701f2,2019-2020,ENG,1. Premier League,12th,Everton,24,25.4,3,0,22,12,2,4,112,64
6d8f8441,2019-2020,ESP,1. La Liga,12th,Levante,32,11,3,0,20,12,1,17,17,60.7
6e058f06,2019-2020,ITA,1. Serie A,8th,Sassuolo,19,2.9,0,0,3,6,1,1,0,0
6e33125f,2019-2020,ENG,1. Premier League,11th,Southampton,20,3.1,2,1,3,3,0,6,11,52.4
6e4df551,2019-2020,ITA,1. Serie A,3rd,Atalanta,31,31.6,2,0,18,86,3,88,4,17.4
6eaed4eb,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,4.9,0,0,6,4,0,1,13,76.5
6ec6fde0,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,24,12.7,2,0,9,16,1,1,21,44.7
6ecbddf6,2019-2020,GER,1. Bundesliga,15th,Augsburg,20,28.1,8,0,40,40,6,28,20,28.2
6eee05f1,2019-2020,ITA,1. Serie A,3rd,Atalanta,26,30.9,5,0,38,41,0,2,116,73.4
6f51e382,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,36,1,0,0,2,0,0,0,NULL
6f5ead86,2019-2020,ITA,1. Serie A,11th,Parma,25,26.9,10,0,59,20,4,37,33,58.9
6f5f82c0,2019-2020,ESP,1. La Liga,6th,Real Sociedad,22,7.9,2,0,12,12,0,22,11,52.4
6f7d826d,2019-2020,ENG,1. Premier League,17th,Aston Villa,21,29,8,0,64,40,0,17,32,49.2
6fe90922,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,13.4,1,0,18,5,7,74,18,69.2
70678132,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,7.5,0,0,14,18,2,7,14,41.2
70678132,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,3.5,0,0,4,3,0,2,5,71.4
70d74ece,2019-2020,ESP,1. La Liga,1st,Real Madrid,31,34.9,0,0,23,24,27,26,28,36.8
70dcf94d,2019-2020,GER,1. Bundesliga,8th,Freiburg,25,19.1,5,1,36,47,0,9,34,37.4
70f8e0bd,2019-2020,ESP,1. La Liga,19th,Mallorca,31,33.8,7,0,72,90,6,41,33,35.9
7111d552,2019-2020,ESP,1. La Liga,1st,Real Madrid,19,15.2,4,0,23,31,9,40,4,44.4
719384c1,2019-2020,ESP,1. La Liga,7th,Granada,31,10.8,6,0,21,19,1,18,4,40
71b47ab9,2019-2020,ESP,1. La Liga,19th,Mallorca,20,16.5,5,1,19,40,4,17,41,38.7
71dc23da,2019-2020,ITA,1. Serie A,17th,Genoa,22,19.1,4,0,25,24,3,86,11,44
71ef519e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,14.6,4,0,32,18,0,38,20,51.3
7242b495,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,27,22.9,6,0,28,43,1,45,40,63.5
72a99e38,2019-2020,ESP,1. La Liga,15th,Betis,27,8.7,1,0,8,8,0,15,3,33.3
73000a79,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,10.1,1,0,14,6,0,12,7,36.8
7314bba4,2019-2020,ENG,1. Premier League,15th,Brighton,27,13.8,2,0,16,8,0,1,63,78.8
73683fa9,2019-2020,ESP,1. La Liga,20th,Espanyol,37,35.9,5,1,0,6,0,0,0,NULL
