id,season,country,comp_level,lg_finish,squad,age,games,mnts,minutes_per_game,minutes_pct,minutes_90s,games_starts,games_complete,games_subs,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_wowy
22919e97,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,26,15,746,50,24.4,8.3,6,2,9,3,1.93,16,10,6,0.96
229cd98a,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,16,367,23,12,4.1,4,0,12,5,1.38,9,5,4,1.72
2306bfde,2019-2020,ESP,1. La Liga,6th,Real Sociedad,26,0,NULL,NULL,NULL,NULL,0,0,0,2,NULL,NULL,NULL,NULL,NULL
230a2fac,2019-2020,ITA,1. Serie A,7th,Napoli,25,33,2970,90,86.8,33,33,33,0,4,1.52,50,44,6,-0.82
2327c29e,2019-2020,ESP,1. La Liga,12th,Levante,27,20,654,33,19.1,7.3,5,1,15,11,0.85,8,9,-1,0.03
2334478a,2019-2020,ITA,1. Serie A,17th,Genoa,26,16,1252,78,36.6,13.9,15,9,1,2,1.31,18,24,-6,0.4
240d3a0b,2019-2020,ESP,1. La Liga,11th,Athletic Club,29,36,3029,84,88.6,33.7,33,32,3,0,1.33,39,35,4,0.35
246d153b,2019-2020,ITA,1. Serie A,16th,Torino,22,32,2079,65,60.8,23.1,20,12,12,5,1.13,35,40,-5,0.92
24f59bb2,2019-2020,ESP,1. La Liga,2nd,Barcelona,22,17,1014,60,29.6,11.3,11,8,6,11,2.53,29,11,18,0.48
253a06b9,2019-2020,ESP,1. La Liga,10th,Osasuna,25,20,1591,80,46.5,17.7,18,14,2,0,1.35,24,22,2,0.61
254147d4,2019-2020,ENG,1. Premier League,11th,Southampton,21,18,928,52,27.1,10.3,10,4,8,3,1.28,15,13,2,0.59
25ab9c9c,2019-2020,GER,1. Bundesliga,8th,Freiburg,28,17,1371,81,44.8,15.2,15,11,2,6,0.94,17,26,-9,-1.12
2628fd2b,2019-2020,ENG,1. Premier League,8th,Arsenal,27,30,2649,88,77.5,29.4,30,29,0,0,1.33,40,39,1,-0.78
2683eda7,2019-2020,ESP,1. La Liga,20th,Espanyol,21,0,NULL,NULL,NULL,NULL,0,0,0,3,NULL,NULL,NULL,NULL,NULL
2691c772,2019-2020,ENG,1. Premier League,10th,Burnley,29,19,1352,71,39.5,15,17,5,2,0,1.26,19,21,-2,0.08
26d3b5be,2019-2020,ENG,1. Premier League,12th,Everton,18,0,NULL,NULL,NULL,NULL,0,0,0,2,NULL,NULL,NULL,NULL,NULL
26db8853,2019-2020,ITA,1. Serie A,13th,Udinese,24,20,1139,57,33.3,12.7,12,6,8,17,1.25,15,15,0,0.55
26f6dca8,2019-2020,ENG,1. Premier League,16th,West Ham,26,24,1379,57,40.3,15.3,14,6,10,8,0.83,17,30,-13,-0.85
271b8617,2019-2020,GER,1. Bundesliga,11th,Union Berlin,23,28,1716,61,56.1,19.1,20,4,8,3,1.25,23,28,-5,0.54
2784f898,2019-2020,ESP,1. La Liga,1st,Real Madrid,21,15,1022,68,29.9,11.4,10,9,5,23,2.33,17,9,8,-0.68
27a013f7,2019-2020,ESP,1. La Liga,17th,Celta Vigo,27,34,2888,85,84.4,32.1,32,27,2,1,1,32,42,-10,0.03
27c01749,2019-2020,ENG,1. Premier League,15th,Brighton,19,24,1258,52,36.8,14,14,0,10,4,1.13,18,22,-4,0.17
282f75f3,2019-2020,ENG,1. Premier League,15th,Brighton,27,36,3230,90,94.4,35.9,36,35,0,0,1.14,38,50,-12,1.09
2873973b,2019-2020,ITA,1. Serie A,2nd,Inter,18,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
28a15394,2019-2020,ITA,1. Serie A,16th,Torino,36,1,90,90,2.6,1,1,1,0,37,1,1,1,0,0.59
28d596a0,2019-2020,ENG,1. Premier League,4th,Chelsea,24,33,2970,90,86.8,33,33,33,0,5,1.76,61,47,14,0.22
291e3ec3,2019-2020,ENG,1. Premier League,20th,Norwich City,18,12,228,19,6.7,2.5,1,0,11,5,0.08,0,9,-9,-2.42
2928dca2,2019-2020,ENG,1. Premier League,7th,Wolves,26,38,3420,90,100,38,38,38,0,0,1.55,51,40,11,NULL
2946f9a1,2019-2020,ESP,1. La Liga,1st,Real Madrid,29,6,439,73,12.8,4.9,4,4,2,8,1.67,5,2,3,-0.65
29733c72,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,31,19,758,40,22.2,8.4,8,2,11,19,1.26,9,8,1,-0.86
2979c05a,2019-2020,GER,1. Bundesliga,18th,Paderborn 07,24,24,1065,44,34.8,11.8,13,2,11,7,0.63,11,22,-11,0.24
29b61deb,2019-2020,ESP,1. La Liga,16th,Alavés,26,30,1088,36,31.8,12.1,7,5,23,8,1.13,13,31,-18,-1.22
2a0c8ba4,2019-2020,ESP,1. La Liga,4th,Sevilla,25,34,2254,66,65.9,25,27,10,7,0,1.85,31,15,16,0.33
2a1beb34,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,35,2721,78,79.6,30.2,29,27,6,1,2.06,82,41,41,0.2
2a29eb9b,2019-2020,GER,1. Bundesliga,8th,Freiburg,26,5,209,42,6.8,2.3,3,0,2,1,2,2,3,-1,-0.49
2a6cd437,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,21,11,928,84,30.3,10.3,11,9,0,1,1.55,18,19,-1,-0.22
2a9f6b4d,2019-2020,ESP,1. La Liga,20th,Espanyol,20,0,NULL,NULL,NULL,NULL,0,0,0,2,NULL,NULL,NULL,NULL,NULL
2acd49b9,2019-2020,ENG,1. Premier League,6th,Tottenham,29,29,2452,85,71.7,27.2,28,23,1,0,1.62,44,31,13,0.38
2b09d998,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,20,14,953,68,31.1,10.6,10,4,4,1,1.71,14,13,1,-1.74
2b16cb1a,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,22,26,1863,72,54.5,20.7,23,9,3,1,1.46,26,22,4,1.58
2b622f01,2019-2020,ENG,1. Premier League,6th,Tottenham,26,35,2242,64,65.6,24.9,25,11,10,2,1.54,39,29,10,0.1
2b91cf8e,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,29,14,1186,85,34.7,13.2,14,11,0,4,1.64,13,14,-1,0.69
2baec6ce,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,21,5,189,38,5.5,2.1,2,2,3,9,1.6,1,3,-2,-1.84
2bd83368,2019-2020,ENG,1. Premier League,12th,Everton,18,11,440,40,12.9,4.9,4,0,7,5,1.18,4,6,-2,-0.11
2bed3eab,2019-2020,ENG,1. Premier League,2nd,Manchester City,18,13,793,61,23.2,8.8,8,6,5,7,2.54,24,7,17,0.22
2bef2bca,2019-2020,ESP,1. La Liga,2nd,Barcelona,20,6,238,40,7,2.6,2,2,4,9,3,11,0,11,3.11
2c0558b8,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,16,1,3,3,0.1,0,0,0,1,1,3,0,0,0,-2
2c0f8e9e,2019-2020,ITA,1. Serie A,2nd,Inter,30,22,923,42,27,10.3,10,4,12,4,2.05,31,9,22,1.32
2c38b327,2019-2020,ITA,1. Serie A,1st,Juventus,24,0,NULL,NULL,NULL,NULL,0,0,0,6,NULL,NULL,NULL,NULL,NULL
2ce2508a,2019-2020,ENG,1. Premier League,14th,Crystal Palace,28,31,2513,81,73.5,27.9,28,24,3,1,1.03,22,38,-16,-0.28
2cfae697,2019-2020,ITA,1. Serie A,12th,Bologna,22,19,1082,57,31.6,12,13,6,6,12,1.32,19,24,-5,-0.11
2d5f03bf,2019-2020,ENG,1. Premier League,20th,Norwich City,26,17,1430,84,41.8,15.9,16,15,1,1,0.65,13,27,-14,0.7
2d61d13a,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,26,1777,68,58.1,19.7,21,18,5,4,1.15,22,38,-16,-0.53
2d970560,2019-2020,ITA,1. Serie A,3rd,Atalanta,25,34,2617,77,76.5,29.1,31,17,3,3,2.06,78,36,42,0.55
2db2fd7b,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,30,24,1796,75,58.7,20,23,14,1,6,2.46,56,15,41,0.13
2e4f5f03,2019-2020,ENG,1. Premier League,1st,Liverpool,25,36,3111,86,91,34.6,34,30,2,0,2.64,80,31,49,0.54
2e7ff968,2019-2020,GER,1. Bundesliga,2nd,Dortmund,31,4,290,73,9.5,3.2,3,3,1,27,2.5,8,1,7,1
2f3452eb,2019-2020,ITA,1. Serie A,7th,Napoli,25,20,1481,74,43.3,16.5,17,11,3,14,2,24,17,7,0.24
2f3e911a,2019-2020,GER,1. Bundesliga,13th,Mainz 05,22,22,1792,81,58.6,19.9,21,16,1,9,1,29,49,-20,-0.93
2f557579,2019-2020,ITA,1. Serie A,7th,Napoli,28,37,2810,76,82.2,31.2,34,18,3,1,1.59,49,44,5,-0.73
2f7acede,2019-2020,ENG,1. Premier League,6th,Tottenham,23,31,2221,72,64.9,24.7,26,16,5,5,1.71,38,31,7,-0.24
2f90f6b8,2019-2020,ENG,1. Premier League,1st,Liverpool,33,22,937,43,27.4,10.4,9,7,13,5,2.91,26,9,17,0.36
2f965a72,2019-2020,ESP,1. La Liga,1st,Real Madrid,26,4,360,90,10.5,4,4,4,0,31,2.5,10,5,5,0.07
2ff964a0,2019-2020,ENG,1. Premier League,10th,Burnley,32,16,496,31,14.5,5.5,4,3,12,10,1.31,3,15,-12,-2.33
30223b33,2019-2020,ITA,1. Serie A,5th,Roma,36,5,450,90,13.2,5,5,5,0,21,1.4,5,5,0,-0.79
3024e383,2019-2020,ESP,1. La Liga,14th,Eibar,29,28,2360,84,69,26.2,27,24,1,4,1.18,26,37,-11,0.09
302527b2,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,22,1817,83,59.4,20.2,20,19,2,7,1.77,35,23,12,1.39
3061e1ec,2019-2020,ESP,1. La Liga,13th,Valladolid,20,0,NULL,NULL,NULL,NULL,0,0,0,19,NULL,NULL,NULL,NULL,NULL
30941e96,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,22,13,1095,84,35.8,12.2,12,11,1,1,1.69,22,11,11,-0.61
30c220c3,2019-2020,GER,1. Bundesliga,5th,Leverkusen,25,18,1172,65,38.3,13,14,10,4,8,2.06,26,14,12,0.68
30f5ffa9,2019-2020,ITA,1. Serie A,2nd,Inter,24,32,2627,82,76.8,29.2,30,27,2,2,2.22,61,30,31,-0.53
32974271,2019-2020,ESP,1. La Liga,13th,Valladolid,28,35,2655,76,77.6,29.5,31,18,4,0,1.14,26,29,-3,0.84
32c0491f,2019-2020,ESP,1. La Liga,9th,Valencia,26,2,75,38,2.2,0.8,1,0,1,0,0.5,0,2,-2,-2.27
32f60ed8,2019-2020,ENG,1. Premier League,7th,Wolves,19,7,129,18,3.8,1.4,1,0,6,19,1.43,2,2,0,-0.3
3312f911,2019-2020,ENG,1. Premier League,14th,Crystal Palace,26,17,1036,61,30.3,11.5,11,5,6,2,1.24,11,16,-5,0.09
3353737a,2019-2020,ESP,1. La Liga,4th,Sevilla,22,31,2509,81,73.4,27.9,29,26,2,4,2.03,39,22,17,0.31
335fa267,2019-2020,ESP,1. La Liga,2nd,Barcelona,27,30,2339,78,68.4,26,27,21,3,2,2.17,56,27,29,-0.47
3376a776,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,14,1260,90,41.2,14,14,14,0,8,1,17,29,-12,-0.91
339fe0e8,2019-2020,ITA,1. Serie A,4th,Lazio,24,38,3420,90,100,38,38,38,0,0,2.05,79,42,37,NULL
33a61a52,2019-2020,ESP,1. La Liga,12th,Levante,27,23,1848,80,54,20.5,20,19,3,9,1.48,33,31,2,0.56
33b8d077,2019-2020,ITA,1. Serie A,2nd,Inter,26,32,2701,84,79,30,30,26,2,1,2.13,63,29,34,-0.24
33ecf462,2019-2020,ITA,1. Serie A,9th,Hellas Verona,25,32,1774,55,51.9,19.7,22,2,10,5,1.38,30,24,6,0.85
343c0d52,2019-2020,ITA,1. Serie A,14th,Cagliari,24,37,2924,79,85.5,32.5,34,18,3,0,1.22,44,41,3,1.36
343c0d52,2019-2020,ITA,1. Serie A,10th,Fiorentina,24,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
34a0f5ff,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,23,1309,57,42.8,14.5,16,6,7,3,1.39,17,21,-4,0.08
34e12499,2019-2020,GER,1. Bundesliga,8th,Freiburg,19,13,373,29,12.2,4.1,4,3,9,20,1.77,10,8,2,0.52
34e393f2,2019-2020,ESP,1. La Liga,15th,Betis,25,14,936,67,27.4,10.4,11,6,3,3,1.07,10,14,-4,-0.09
34e4343c,2019-2020,GER,1. Bundesliga,14th,Köln,31,27,1138,42,37.2,12.6,11,4,16,6,0.85,16,33,-17,-1.3
3515d404,2019-2020,ENG,1. Premier League,11th,Southampton,24,38,3420,90,100,38,38,38,0,0,1.37,51,60,-9,NULL
355c883a,2019-2020,ESP,1. La Liga,16th,Alavés,23,31,2099,68,61.4,23.3,23,16,8,5,1,20,38,-18,-0.29
356c9002,2019-2020,ITA,1. Serie A,2nd,Inter,32,32,1993,62,58.3,22.1,24,9,8,4,2.22,51,26,25,-0.13
3594a357,2019-2020,ESP,1. La Liga,6th,Real Sociedad,19,2,29,15,0.8,0.3,0,0,2,8,0,1,1,0,-0.21
35dd6d80,2019-2020,ITA,1. Serie A,17th,Genoa,32,26,2053,79,60,22.8,24,20,2,1,1.15,28,43,-15,0.07
360d70f8,2019-2020,ESP,1. La Liga,19th,Mallorca,28,35,2188,63,64,24.3,24,12,11,1,0.86,19,35,-16,0
3624ce4c,2019-2020,ESP,1. La Liga,7th,Granada,31,36,2884,80,84.3,32,33,27,3,1,1.53,43,43,0,-1.18
3631ad41,2019-2020,ENG,1. Premier League,16th,West Ham,18,5,440,88,12.9,4.9,5,4,0,2,0.6,5,8,-3,-0.31
3672b352,2019-2020,ESP,1. La Liga,10th,Osasuna,19,1,10,10,0.3,0.1,0,0,1,7,1,0,0,0,0.21
36a3ff67,2019-2020,GER,1. Bundesliga,2nd,Dortmund,30,19,1495,79,48.9,16.6,18,10,1,0,2.05,47,24,23,0.23
36c2ca73,2019-2020,ENG,1. Premier League,11th,Southampton,29,28,2520,90,73.7,28,28,28,0,8,1.57,42,35,7,1.85
3727dd3c,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,27,26,2119,82,62,23.5,25,19,1,6,1.31,29,34,-5,0.83
3745e8bd,2019-2020,GER,1. Bundesliga,11th,Union Berlin,28,13,330,25,10.8,3.7,2,0,11,13,0.77,10,5,5,2.09
374ee424,2019-2020,ESP,1. La Liga,6th,Real Sociedad,24,25,2250,90,65.8,25,25,25,0,13,1.48,38,32,6,0.09
379652be,2019-2020,ESP,1. La Liga,20th,Espanyol,21,24,1115,46,32.6,12.4,12,2,12,10,0.63,8,18,-10,0.01
