id,season,country,comp_level,lg_finish,squad,age,games,mnts,minutes_per_game,minutes_pct,minutes_90s,games_starts,games_complete,games_subs,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_wowy
e14ec482,2019-2020,ITA,1. Serie A,12th,Bologna,22,37,2681,72,78.4,29.8,32,15,5,1,1.24,40,51,-11,-0.13
e1846dde,2019-2020,ESP,1. La Liga,12th,Levante,22,0,NULL,NULL,NULL,NULL,0,0,0,9,NULL,NULL,NULL,NULL,NULL
e1b0a70d,2019-2020,ITA,1. Serie A,10th,Fiorentina,29,7,624,89,18.2,6.9,7,6,0,31,2.29,14,5,9,1.49
e1cbb531,2019-2020,ESP,1. La Liga,17th,Celta Vigo,24,17,1383,81,40.4,15.4,17,9,0,1,0.82,11,23,-12,-0.78
e1cbb531,2019-2020,ITA,1. Serie A,7th,Napoli,24,14,752,54,22,8.4,9,3,5,5,2.21,18,9,9,1.01
e26fcca3,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,22,8,634,79,20.7,7,7,7,1,0,1.38,7,16,-9,-1.2
e2716bd0,2019-2020,ENG,1. Premier League,2nd,Manchester City,33,27,1826,68,53.4,20.3,22,10,5,6,2.22,58,15,43,0.76
e27da244,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,26,25,2224,89,72.7,24.7,25,23,0,5,1.44,37,34,3,0.23
e27de4fa,2019-2020,GER,1. Bundesliga,14th,Köln,18,18,1316,73,43,14.6,16,11,2,3,1.22,24,30,-6,0.21
e280527c,2019-2020,GER,1. Bundesliga,3rd,RB Leipzig,25,32,2499,78,81.7,27.8,30,21,2,0,1.94,73,26,47,2.17
e288d4b3,2019-2020,ITA,1. Serie A,5th,Roma,28,14,997,71,29.2,11.1,12,5,2,5,1.79,21,15,6,-0.2
e288d4b3,2019-2020,ESP,1. La Liga,9th,Valencia,28,12,752,63,22,8.4,9,3,3,3,1.17,4,8,-4,-0.38
e33c06cf,2019-2020,GER,1. Bundesliga,1st,Bayern Munich,23,8,641,80,20.9,7.1,8,7,0,0,1.88,20,9,11,-0.58
e33f36d5,2019-2020,ITA,1. Serie A,13th,Udinese,29,26,2225,86,65.1,24.7,26,22,0,10,1.23,29,31,-2,0.82
e342ad68,2019-2020,ENG,1. Premier League,1st,Liverpool,27,34,2876,85,84.1,32,33,20,1,3,2.68,68,26,42,-0.34
e358587b,2019-2020,ENG,1. Premier League,17th,Aston Villa,36,12,1080,90,31.6,12,12,12,0,4,1,11,20,-9,-0.1
e358587b,2019-2020,ITA,1. Serie A,6th,Milan,36,1,90,90,2.6,1,1,1,0,14,1.5,3,2,1,0.57
e3756e72,2019-2020,ITA,1. Serie A,3rd,Atalanta,19,1,18,18,0.5,0.2,0,0,1,15,3,0,1,-1,-6.35
e3a5814e,2019-2020,ENG,1. Premier League,8th,Arsenal,21,20,1386,69,40.5,15.4,15,14,5,8,1.7,22,21,1,-0.24
e3cceee6,2019-2020,ITA,1. Serie A,1st,Juventus,21,6,418,70,12.2,4.6,5,4,1,19,2.5,13,4,9,1.22
e3fabb0a,2019-2020,ESP,1. La Liga,20th,Espanyol,27,33,1719,52,50.3,19.1,21,4,12,5,0.36,14,27,-13,0.27
e42d61c7,2019-2020,GER,1. Bundesliga,2nd,Dortmund,20,33,2715,82,88.7,30.2,29,25,4,0,2,73,34,39,0.25
e46012d4,2019-2020,ENG,1. Premier League,2nd,Manchester City,28,35,2791,80,81.6,31,32,20,3,1,2.23,87,22,65,1.81
e49ce451,2019-2020,ESP,1. La Liga,17th,Celta Vigo,25,26,1973,76,57.7,21.9,24,17,2,6,0.96,23,28,-5,0.21
e514ab62,2019-2020,ENG,1. Premier League,17th,Aston Villa,23,28,2291,82,67,25.5,27,22,1,2,1,30,40,-10,0.88
e5478b87,2019-2020,GER,1. Bundesliga,13th,Mainz 05,21,12,483,40,15.8,5.4,5,2,7,8,0.67,7,9,-2,0.29
e54bd0a2,2019-2020,ESP,1. La Liga,16th,Alavés,31,20,1344,67,39.3,14.9,17,7,3,2,1.1,11,13,-2,0.86
e5649a78,2019-2020,GER,1. Bundesliga,17th,Düsseldorf,25,17,1268,75,41.4,14.1,14,11,3,0,0.88,18,24,-6,0.83
e58a03c6,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,28,20,850,43,24.9,9.4,10,2,10,7,0.8,14,15,-1,0.56
e58cbfd5,2019-2020,ITA,1. Serie A,17th,Genoa,17,2,105,53,3.1,1.2,1,0,1,11,0,0,3,-3,-1.95
e599253a,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,35,2417,69,70.7,26.9,30,16,5,2,1.97,65,35,30,-0.68
e5a35ae9,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,23,1268,55,41.4,14.1,14,4,9,1,1.57,22,18,4,0.43
e5a76dfe,2019-2020,ENG,1. Premier League,9th,Sheffield Utd,22,36,3240,90,94.7,36,36,36,0,0,1.47,36,33,3,1.58
e5bf73f3,2019-2020,ITA,1. Serie A,3rd,Atalanta,20,7,190,27,5.6,2.1,1,0,6,11,1.43,5,0,5,1.11
e5bf73f3,2019-2020,ITA,1. Serie A,12th,Bologna,20,18,1354,75,39.6,15,14,10,4,1,1.33,21,27,-6,-0.09
e5d01ecf,2019-2020,ENG,1. Premier League,19th,Watford,28,28,2237,80,65.4,24.9,26,20,2,3,0.86,24,47,-23,-0.54
e5f63987,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,18,768,43,25.1,8.5,9,0,9,3,1.39,18,18,0,-0.08
e61b8aee,2019-2020,ENG,1. Premier League,8th,Arsenal,26,31,2586,83,75.6,28.7,30,25,1,0,1.65,47,31,16,1.42
e63e122d,2019-2020,ITA,1. Serie A,12th,Bologna,19,1,76,76,2.2,0.8,1,0,0,0,1,1,1,0,0.35
e6bc67d7,2019-2020,ESP,1. La Liga,9th,Valencia,22,21,1266,60,37,14.1,14,7,7,3,1.05,15,22,-7,-0.5
e6c15f6e,2019-2020,GER,1. Bundesliga,8th,Freiburg,20,3,35,12,1.1,0.4,0,0,3,14,1.33,0,0,0,-0.03
e6c43eec,2019-2020,GER,1. Bundesliga,7th,Wolfsburg,28,25,2062,82,67.4,22.9,23,20,2,1,1.36,28,30,-2,-0.45
e74f0e59,2019-2020,ITA,1. Serie A,16th,Torino,31,29,2243,77,65.6,24.9,28,19,1,5,1.24,28,47,-19,-0.53
e778654a,2019-2020,ESP,1. La Liga,7th,Granada,21,30,2368,79,69.2,26.3,28,18,2,2,1.63,38,28,10,0.64
e79269bd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,16,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
e7ab4179,2019-2020,ESP,1. La Liga,8th,Getafe,24,4,267,67,7.8,3,3,1,1,6,0.75,0,2,-2,-0.9
e7ab4179,2019-2020,ESP,1. La Liga,12th,Levante,24,11,809,74,23.7,9,9,8,2,5,1.45,9,10,-1,0.06
e7ca0439,2019-2020,ENG,1. Premier League,14th,Crystal Palace,30,18,1582,88,46.3,17.6,18,16,0,3,0.89,15,23,-8,0.08
e7d22eae,2019-2020,GER,1. Bundesliga,15th,Augsburg,29,11,474,43,15.5,5.3,4,2,7,7,1.64,10,13,-3,-0.05
e7d59f4f,2019-2020,GER,1. Bundesliga,12th,Schalke 04,22,25,2102,84,68.7,23.4,24,16,1,0,1.36,30,37,-7,0.92
e7fcf289,2019-2020,GER,1. Bundesliga,5th,Leverkusen,16,7,367,52,12,4.1,3,1,4,2,1.71,8,5,3,0.27
e82adcab,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,3,177,59,5.8,2,2,1,1,7,2.33,3,1,2,0.55
e85fb9b8,2019-2020,ITA,1. Serie A,1st,Juventus,34,4,202,51,5.9,2.2,3,1,1,4,2.5,4,1,3,0.5
e8832875,2019-2020,ENG,1. Premier League,19th,Watford,17,3,25,8,0.7,0.3,0,0,3,6,0,1,1,0,0.74
e897d8ba,2019-2020,ESP,1. La Liga,14th,Eibar,29,27,1767,65,51.7,19.6,20,6,7,5,1.11,17,27,-10,-0.13
e8c930bb,2019-2020,ITA,1. Serie A,10th,Fiorentina,30,22,1585,72,46.3,17.6,20,10,2,15,1.05,19,26,-7,-0.89
e9254eec,2019-2020,ENG,1. Premier League,20th,Norwich City,27,15,1262,84,36.9,14,14,13,1,3,0.8,12,25,-13,0.57
e94d79e3,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,27,2356,87,68.9,26.2,27,25,0,5,1.41,35,26,9,0.85
e97fd090,2019-2020,ENG,1. Premier League,4th,Chelsea,23,7,208,30,6.1,2.3,2,0,5,4,2.14,4,3,1,0.04
e9971f2d,2019-2020,ENG,1. Premier League,6th,Tottenham,20,6,525,88,15.4,5.8,6,5,0,9,0.83,6,7,-1,-0.64
e9ada8cf,2019-2020,ESP,1. La Liga,16th,Alavés,17,1,90,90,2.6,1,1,1,0,3,0,0,6,-6,-5.49
ea003d07,2019-2020,GER,1. Bundesliga,5th,Leverkusen,24,1,2,2,0.1,0,0,0,1,7,1,0,0,0,-0.5
ea06dd97,2019-2020,ITA,1. Serie A,16th,Torino,27,16,1278,80,37.4,14.2,16,6,0,2,1.13,16,23,-7,0.14
ea6bc03a,2019-2020,GER,1. Bundesliga,8th,Freiburg,23,32,2705,85,88.4,30.1,31,27,1,0,1.5,42,43,-1,-0.54
ea83bfa6,2019-2020,ESP,1. La Liga,7th,Granada,25,35,3150,90,92.1,35,35,35,0,1,1.51,49,42,7,0.2
ea9b2ef9,2019-2020,ESP,1. La Liga,7th,Granada,32,28,2293,82,67,25.5,26,22,2,1,1.61,40,30,10,0.63
eac044ad,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,14,766,55,25,8.5,11,1,3,0,1.71,17,8,9,1.41
eac044ad,2019-2020,ESP,1. La Liga,4th,Sevilla,27,2,26,13,0.8,0.3,0,0,2,2,0.5,0,0,0,-0.53
ead61f73,2019-2020,GER,1. Bundesliga,12th,Schalke 04,19,11,781,71,25.5,8.7,8,5,3,16,0.73,7,16,-9,-0.6
eaeca114,2019-2020,ENG,1. Premier League,18th,Bournemouth,24,29,2503,86,73.2,27.8,29,27,0,1,0.93,30,47,-17,0.17
eb2fe5b6,2019-2020,ITA,1. Serie A,3rd,Atalanta,28,34,1260,37,36.8,14,10,1,24,1,1.94,40,17,23,0.52
eb3dd471,2019-2020,ESP,1. La Liga,16th,Alavés,25,28,1634,58,47.8,18.2,19,4,9,4,1,17,22,-5,0.73
eb58eef0,2019-2020,ENG,1. Premier League,1st,Liverpool,28,37,2935,79,85.8,32.6,35,20,2,0,2.59,74,28,46,0.3
eb7822d7,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,30,21,1581,75,46.2,17.6,18,13,3,6,1.95,36,13,23,0.97
ec1f737d,2019-2020,ITA,1. Serie A,9th,Hellas Verona,28,0,NULL,NULL,NULL,NULL,0,0,0,38,NULL,NULL,NULL,NULL,NULL
ecada4fc,2019-2020,ESP,1. La Liga,1st,Real Madrid,32,0,NULL,NULL,NULL,NULL,0,0,0,3,NULL,NULL,NULL,NULL,NULL
ecc77652,2019-2020,ESP,1. La Liga,12th,Levante,21,5,33,7,1,0.4,0,0,5,6,2,2,1,1,2.91
eccbe56a,2019-2020,ITA,1. Serie A,8th,Sassuolo,27,29,1633,56,47.7,18.1,19,3,10,4,1.31,37,24,13,1.07
ecd8c01e,2019-2020,ESP,1. La Liga,12th,Levante,28,28,1875,67,54.8,20.8,22,5,6,2,1.29,23,31,-8,-0.5
ed1e53f3,2019-2020,ENG,1. Premier League,2nd,Manchester City,19,23,901,39,26.3,10,9,4,14,13,2.65,34,7,27,1.27
ed5c5fa3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,20,28,1830,65,53.5,20.3,22,11,6,6,1.14,19,22,-3,0.36
ed6ea4d9,2019-2020,ESP,1. La Liga,7th,Granada,26,36,2129,59,62.3,23.7,20,7,16,1,1.47,36,30,6,0.18
ed9f7cfe,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,32,2396,75,70.1,26.6,28,21,4,3,1.69,37,21,16,-0.1
eda40760,2019-2020,ITA,1. Serie A,5th,Roma,33,32,2732,85,79.9,30.4,30,30,2,5,2,64,37,27,1.02
ee251371,2019-2020,ITA,1. Serie A,6th,Milan,20,13,684,53,20,7.6,6,3,7,3,2.23,20,9,11,1.25
ee38d9c5,2019-2020,ENG,1. Premier League,5th,Leicester City,22,31,2624,85,76.7,29.2,29,23,2,0,1.68,51,26,25,0.74
ee4f2f3b,2019-2020,ITA,1. Serie A,15th,Sampdoria,36,28,2275,81,66.5,25.3,26,15,2,6,1.18,28,43,-15,-0.44
ee833569,2019-2020,ITA,1. Serie A,20th,SPAL,30,26,2340,90,68.4,26,26,26,0,0,0.69,20,44,-24,1.24
ee8508c0,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,38,3395,89,99.3,37.7,38,37,0,0,1.84,51,27,24,0.64
ee923664,2019-2020,ESP,1. La Liga,17th,Celta Vigo,26,17,1325,78,38.7,14.7,16,8,1,11,1.06,20,20,0,0.52
ee93c1a9,2019-2020,ITA,1. Serie A,1st,Juventus,25,29,1571,54,45.9,17.5,19,5,10,6,2.03,27,24,3,-1.29
ef322658,2019-2020,ESP,1. La Liga,15th,Betis,32,28,2046,73,59.8,22.7,25,11,3,3,1.32,31,28,3,1.11
ef619b0b,2019-2020,ITA,1. Serie A,1st,Juventus,28,24,1051,44,30.7,11.7,11,1,13,8,2.25,27,12,15,0.6
ef94dc2f,2019-2020,ITA,1. Serie A,9th,Hellas Verona,30,22,1293,59,37.8,14.4,17,3,5,9,0.95,17,22,-5,-0.39
efdeaff3,2019-2020,ITA,1. Serie A,10th,Fiorentina,20,0,NULL,NULL,NULL,NULL,0,0,0,3,NULL,NULL,NULL,NULL,NULL
f03f284b,2019-2020,ESP,1. La Liga,20th,Espanyol,29,32,2455,77,71.8,27.3,29,19,3,0,0.59,18,40,-22,0.03
f058ed1f,2019-2020,ITA,1. Serie A,8th,Sassuolo,38,5,450,90,13.2,5,5,5,0,27,1.6,7,4,3,0.51
f08490a6,2019-2020,ENG,1. Premier League,18th,Bournemouth,22,14,630,45,18.4,7,6,2,8,5,0.43,4,12,-8,-0.59
f090a37a,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,11,510,46,14.9,5.7,5,2,6,4,2.18,14,5,9,0.38
f0da930c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,21,1755,84,51.3,19.5,19,19,2,3,2.1,29,13,16,0.39
f0f7f62f,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,33,2884,87,84.3,32,33,32,0,5,2,81,42,39,-0.63
f1bed920,2019-2020,ESP,1. La Liga,18th,Leganés,25,26,1931,74,56.5,21.5,22,15,4,7,1.12,19,25,-6,0.63
f1bed920,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,1,6,6,0.2,0.1,0,0,1,0,1,1,0,1,14.82
f1cfc209,2019-2020,ITA,1. Serie A,16th,Torino,31,32,2702,84,79,30,31,25,1,2,1.16,41,43,-2,2.44
f1f1f238,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,32,2733,85,79.9,30.4,31,28,1,4,1.25,37,41,-4,-0.13
f2308b33,2019-2020,ESP,1. La Liga,18th,Leganés,25,33,2785,84,81.4,30.9,32,28,1,2,0.88,22,45,-23,-1.03
f23f9d20,2019-2020,ENG,1. Premier League,20th,Norwich City,31,36,3240,90,94.7,36,36,36,0,0,0.58,25,68,-43,1.81
f25b010f,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,30,32,2620,82,76.6,29.1,29,28,3,4,1.25,33,42,-9,0.93
f25c8e3a,2019-2020,ENG,1. Premier League,1st,Liverpool,24,18,815,45,23.8,9.1,9,1,9,9,2.33,19,7,12,-0.06
f26834c7,2019-2020,GER,1. Bundesliga,13th,Mainz 05,27,32,1728,54,56.5,19.2,16,7,16,0,1.06,29,33,-4,0.94
f2bf1b0f,2019-2020,ENG,1. Premier League,11th,Southampton,23,30,1111,37,32.5,12.3,12,0,18,6,1.47,17,17,0,0.35
f2c6ac01,2019-2020,ESP,1. La Liga,19th,Mallorca,23,36,3182,88,93,35.4,36,33,0,0,0.92,40,59,-19,1.73
f2dd9a21,2019-2020,GER,1. Bundesliga,15th,Augsburg,24,11,886,81,29,9.8,10,7,1,8,0.91,11,17,-6,-0.11
f35430a4,2019-2020,GER,1. Bundesliga,12th,Schalke 04,26,16,1365,85,44.6,15.2,15,15,1,6,1.06,10,29,-19,-1.2
f3b1d9a2,2019-2020,ESP,1. La Liga,8th,Getafe,23,7,66,9,1.9,0.7,0,0,7,11,0.57,0,2,-2,-2.94
f4290206,2019-2020,ENG,1. Premier League,4th,Chelsea,28,18,1430,79,41.8,15.9,15,12,3,9,2.22,39,18,21,1.59
f45f9427,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,31,2484,80,72.6,27.6,29,20,2,4,1.23,37,35,2,-0.02
f45f9427,2019-2020,ITA,1. Serie A,2nd,Inter,25,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
f4e433d4,2019-2020,ENG,1. Premier League,15th,Brighton,18,8,588,74,17.2,6.5,7,3,1,1,1.13,5,8,-3,-0.08
f4e433d4,2019-2020,ENG,1. Premier League,4th,Chelsea,18,1,32,32,0.9,0.4,0,0,1,1,3,2,0,2,5.28
f4ec4fd0,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,14,599,43,17.5,6.7,6,1,8,4,1.07,5,13,-8,-1.55
f503ea63,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,32,2385,75,69.7,26.5,27,21,5,1,1.28,38,41,-3,1.1
f554e29b,2019-2020,ITA,1. Serie A,14th,Cagliari,25,16,1440,90,42.1,16,16,16,0,3,0.75,13,21,-8,-0.68
f573a8bf,2019-2020,ENG,1. Premier League,19th,Watford,23,5,70,14,2,0.8,0,0,5,7,0.8,0,3,-3,-3.19
f586779e,2019-2020,ENG,1. Premier League,4th,Chelsea,21,34,2215,65,64.8,24.6,25,9,9,0,1.82,45,34,11,0.15
f5a00fa4,2019-2020,ENG,1. Premier League,7th,Wolves,32,38,3108,82,90.9,34.5,34,30,4,0,1.55,46,36,10,0
f5deef4c,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,35,3092,88,90.4,34.4,35,33,0,0,1.8,61,32,29,0.57
f61c7c4e,2019-2020,ITA,1. Serie A,10th,Fiorentina,36,21,1409,67,41.2,15.7,19,1,2,0,1.19,19,12,7,0.63
f63d8a4b,2019-2020,ENG,1. Premier League,20th,Norwich City,21,37,2489,67,72.8,27.7,30,9,7,0,0.57,18,53,-35,0.09
f6798fc3,2019-2020,ESP,1. La Liga,4th,Sevilla,28,6,495,83,14.5,5.5,5,5,1,27,2.67,10,3,7,0.87
f6a06749,2019-2020,ITA,1. Serie A,1st,Juventus,29,1,19,19,0.6,0.2,0,0,1,37,0,0,0,0,-0.87
f6ac68c1,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,22,1980,90,57.9,22,22,22,0,3,1.77,28,15,13,-0.1
f6bdc830,2019-2020,GER,1. Bundesliga,11th,Union Berlin,22,23,1939,84,63.4,21.5,23,20,0,2,1.35,25,35,-10,0.1
f7036e1c,2019-2020,ITA,1. Serie A,2nd,Inter,21,35,2452,70,71.7,27.2,29,9,6,0,2.09,55,28,27,-0.68
f7223718,2019-2020,ITA,1. Serie A,4th,Lazio,26,21,1670,80,48.8,18.6,19,12,2,11,2,39,20,19,0.1
f72293fc,2019-2020,ENG,1. Premier League,10th,Burnley,28,12,621,52,18.2,6.9,6,1,6,3,1.08,11,7,4,0.93
f76e6b4e,2019-2020,ENG,1. Premier League,1st,Liverpool,32,11,875,80,25.6,9.7,9,9,2,27,3,24,10,14,0.1
f794b426,2019-2020,ITA,1. Serie A,17th,Genoa,36,0,NULL,NULL,0,0,0,0,0,34,1.5,3,2,1,NULL
f7aa75bd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,27,17,1396,82,45.6,15.5,17,14,0,12,1.29,23,24,-1,0.48
f7c12fbf,2019-2020,ESP,1. La Liga,9th,Valencia,19,6,495,83,14.5,5.5,5,5,1,8,1.17,4,7,-3,-0.42
f7dc2ae5,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,22,1510,69,44.2,16.8,17,13,5,0,1.41,27,21,6,0.26
f7e2af2c,2019-2020,ITA,1. Serie A,14th,Cagliari,18,7,368,53,10.8,4.1,5,2,2,6,1.14,5,7,-2,-0.43
f833a830,2019-2020,ENG,1. Premier League,1st,Liverpool,24,10,249,25,7.3,2.8,2,0,8,7,1.9,4,2,2,-0.7
f86cabbd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,18,1462,81,47.8,16.2,16,16,2,14,1.28,25,26,-1,0.5
f874dd44,2019-2020,ENG,1. Premier League,8th,Arsenal,24,15,1158,77,33.9,12.9,13,10,2,5,1.47,20,18,2,-0.08
f8d41a8c,2019-2020,ITA,1. Serie A,13th,Udinese,17,1,1,1,0,0,0,0,1,11,3,0,0,0,0.37
f8eca1b6,2019-2020,ESP,1. La Liga,13th,Valladolid,22,35,2344,67,68.5,26,23,17,12,1,1.14,26,31,-5,0.31
f8fcd2a5,2019-2020,ENG,1. Premier League,5th,Leicester City,31,38,3383,89,98.9,37.6,38,35,0,0,1.63,64,40,24,-4.23
f91e81c9,2019-2020,ITA,1. Serie A,13th,Udinese,28,33,2789,85,81.5,31,32,24,1,0,1.18,27,32,-5,1.12
f93e6e94,2019-2020,GER,1. Bundesliga,8th,Freiburg,30,34,2436,72,79.6,27.1,24,21,10,0,1.41,38,36,2,0.22
f972644c,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,31,2280,74,74.5,25.3,26,13,5,1,1.13,37,41,-4,1.46
f9acca3a,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,24,1903,79,62.2,21.1,21,17,3,5,1.71,35,29,6,-0.57
f9acf8bf,2019-2020,ESP,1. La Liga,19th,Mallorca,22,19,1360,72,39.8,15.1,16,12,3,8,0.74,13,29,-16,-0.67
f9e7c4ac,2019-2020,GER,1. Bundesliga,15th,Augsburg,30,21,966,46,31.6,10.7,10,3,11,1,0.9,12,16,-4,0.23
fa031b34,2019-2020,ENG,1. Premier League,12th,Everton,22,36,3070,85,89.8,34.1,36,26,0,0,1.31,39,51,-12,-0.35
fa274d97,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,11,594,54,19.4,6.6,7,5,4,14,1.55,12,11,1,-1.38
fa661778,2019-2020,GER,1. Bundesliga,2nd,Dortmund,24,0,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL,NULL,NULL
fa661778,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,21,1410,67,46.1,15.7,15,9,6,0,1.14,23,31,-8,-0.35
fb5d47b3,2019-2020,ESP,1. La Liga,5th,Villarreal,28,25,1962,78,57.4,21.8,22,20,3,12,1.72,36,28,8,0
fb77bfef,2019-2020,ITA,1. Serie A,20th,SPAL,23,14,1191,85,34.8,13.2,13,12,1,2,0.27,9,37,-28,-1.23
fb77bfef,2019-2020,ITA,1. Serie A,16th,Torino,23,3,247,82,7.2,2.7,3,2,0,10,2,6,4,2,1.41
fbbc8e15,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,10,381,38,12.5,4.2,4,1,6,8,0.9,5,6,-1,0.33
fbd6378b,2019-2020,ESP,1. La Liga,15th,Betis,27,29,2576,89,75.3,28.6,29,27,0,6,1.21,35,35,0,1.28
fc027d02,2019-2020,ENG,1. Premier League,5th,Leicester City,18,3,267,89,7.8,3,3,2,0,0,1,2,4,-2,-1.47
fc15fb84,2019-2020,ENG,1. Premier League,10th,Burnley,19,38,3338,88,97.6,37.1,38,31,0,0,1.42,41,48,-7,-0.19
fc4f85b1,2019-2020,ITA,1. Serie A,2nd,Inter,33,23,1628,71,47.6,18.1,18,12,5,13,2.04,30,15,15,-0.68
fcab00a0,2019-2020,ENG,1. Premier League,17th,Aston Villa,28,27,1534,57,44.9,17,18,4,9,10,1.04,20,29,-9,0.28
fce2302c,2019-2020,ENG,1. Premier League,8th,Arsenal,22,15,989,66,28.9,11,12,6,3,4,1.47,18,16,2,-0.04
fd51b456,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,18,848,47,24.8,9.4,8,6,10,4,2.33,23,11,12,0.12
fd53759d,2019-2020,GER,1. Bundesliga,14th,Köln,17,12,554,46,18.1,6.2,7,0,5,7,1.42,9,10,-1,0.45
fd771f95,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,11,407,37,11.9,4.5,4,1,7,3,2.09,8,4,4,-0.43
fd771f95,2019-2020,ESP,1. La Liga,18th,Leganés,28,24,1934,81,56.5,21.5,21,17,3,0,0.79,16,31,-15,-0.33
fdd60087,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,14,1076,77,31.5,12,11,9,3,18,1.64,19,9,10,0.3
fe012aca,2019-2020,ITA,1. Serie A,8th,Sassuolo,22,34,2513,74,73.5,27.9,28,14,6,1,1.41,47,44,3,-0.19
fe471a89,2019-2020,ITA,1. Serie A,19th,Brescia,24,6,531,89,15.5,5.9,5,5,1,20,0.17,4,16,-12,-1.04
fe641c1a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,27,11,830,75,27.1,9.2,11,5,0,5,1.91,19,6,13,0.2
fed17f5a,2019-2020,ESP,1. La Liga,9th,Valencia,22,28,2066,74,60.4,23,24,12,4,1,1.29,26,31,-5,-0.08
fed7cb61,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,30,2454,82,80.2,27.3,29,20,1,1,1.93,50,35,15,0.25
ff182fdc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,5,269,54,8.8,3,3,1,2,0,1,2,5,-3,-1.1
ff527768,2019-2020,ENG,1. Premier League,16th,West Ham,32,33,2674,81,78.2,29.7,32,19,1,2,1.06,41,44,-3,1.11
ff800ed8,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,35,2648,76,77.4,29.4,30,20,5,2,1.29,37,37,0,-0.35
ff98492b,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,23,31,2608,84,85.2,29,29,23,2,1,1.55,48,45,3,0.7
ffa90327,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,34,2051,60,60,22.8,26,9,8,3,0.85,26,48,-22,-0.7
ffacd3d5,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,18,5,325,65,9.5,3.6,4,2,1,10,2.6,5,0,5,0.83
ffbbc83b,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,23,31,2408,78,78.7,26.8,28,20,3,0,1.48,41,44,-3,-0.53
