id,season,country,comp_level,lg_finish,squad,age,minutes_90s,touches,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,pass_targets
ecd8c01e,2019-2020,ESP,1. La Liga,12th,Levante,28,20.8,1281,258,694,403,26,42,65,64.6,36,50,1023
ed1e53f3,2019-2020,ENG,1. Premier League,2nd,Manchester City,19,10,628,48,262,356,72,24,31,77.4,10,23,591
ed5c5fa3,2019-2020,ESP,1. La Liga,17th,Celta Vigo,20,20.3,1047,238,668,214,14,17,26,65.4,22,28,857
ed6ea4d9,2019-2020,ESP,1. La Liga,7th,Granada,26,23.7,896,126,335,529,82,51,87,58.6,51,36,815
ed9f7cfe,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,21,26.6,1569,456,696,500,38,14,30,46.7,25,32,927
eda40760,2019-2020,ITA,1. Serie A,5th,Roma,33,30.4,2129,595,945,743,68,22,31,71,17,19,1449
ee251371,2019-2020,ITA,1. Serie A,6th,Milan,20,7.6,419,52,187,200,26,5,10,50,12,11,334
ee38d9c5,2019-2020,ENG,1. Premier League,5th,Leicester City,22,29.2,2010,213,1043,871,83,56,83,67.5,46,47,1651
ee4f2f3b,2019-2020,ITA,1. Serie A,15th,Sampdoria,36,25.3,836,68,363,447,163,13,29,44.8,58,26,1014
ee833569,2019-2020,ITA,1. Serie A,20th,SPAL,30,26,964,962,5,0,0,1,1,100,1,0,362
ee8508c0,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,26,37.7,1011,1000,11,1,0,1,1,100,1,0,322
ee923664,2019-2020,ESP,1. La Liga,17th,Celta Vigo,26,14.7,925,282,481,211,11,15,23,65.2,14,8,551
ee93c1a9,2019-2020,ITA,1. Serie A,1st,Juventus,25,17.5,901,93,400,483,63,26,43,60.5,33,36,846
ef322658,2019-2020,ESP,1. La Liga,15th,Betis,32,22.7,1227,240,785,277,23,18,23,78.3,28,20,939
ef619b0b,2019-2020,ITA,1. Serie A,1st,Juventus,28,11.7,904,105,442,401,61,16,23,69.6,27,17,850
ef94dc2f,2019-2020,ITA,1. Serie A,9th,Hellas Verona,30,14.4,387,26,164,206,71,5,7,71.4,28,17,610
f03f284b,2019-2020,ESP,1. La Liga,20th,Espanyol,29,27.3,1623,627,951,140,21,8,9,88.9,9,18,1078
f058ed1f,2019-2020,ITA,1. Serie A,8th,Sassuolo,38,5,175,174,1,0,0,0,0,NULL,0,0,75
f08490a6,2019-2020,ENG,1. Premier League,18th,Bournemouth,22,7,310,61,153,133,29,20,35,57.1,15,15,304
f090a37a,2019-2020,ESP,1. La Liga,2nd,Barcelona,19,5.7,481,37,270,206,9,14,16,87.5,9,4,452
f0da930c,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,24,19.5,1040,582,503,24,15,1,1,100,3,2,635
f0f7f62f,2019-2020,ITA,1. Serie A,3rd,Atalanta,24,32,1037,1035,2,0,0,0,0,NULL,0,0,416
f1bed920,2019-2020,ESP,1. La Liga,18th,Leganés,25,21.5,1079,249,455,432,34,37,52,71.2,37,39,716
f1bed920,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,0.1,9,3,6,3,1,0,0,NULL,1,0,8
f1cfc209,2019-2020,ITA,1. Serie A,16th,Torino,31,30,1626,415,963,351,24,37,47,78.7,23,34,1073
f1f1f238,2019-2020,ITA,1. Serie A,9th,Hellas Verona,24,30.4,1694,871,863,42,14,10,11,90.9,4,5,965
f2308b33,2019-2020,ESP,1. La Liga,18th,Leganés,25,30.9,1628,462,789,478,44,20,30,66.7,20,16,1026
f23f9d20,2019-2020,ENG,1. Premier League,20th,Norwich City,31,36,1658,1635,28,0,0,0,1,0,0,0,840
f25b010f,2019-2020,ENG,1. Premier League,13th,Newcastle Utd,30,29.1,1561,1005,467,161,21,11,14,78.6,6,11,865
f25c8e3a,2019-2020,ENG,1. Premier League,1st,Liverpool,24,9.1,783,88,493,261,26,20,26,76.9,8,10,668
f26834c7,2019-2020,GER,1. Bundesliga,13th,Mainz 05,27,19.2,661,76,277,366,106,56,82,68.3,76,51,809
f2bf1b0f,2019-2020,ENG,1. Premier League,11th,Southampton,23,12.3,441,35,204,235,68,15,27,55.6,44,29,657
f2c6ac01,2019-2020,ESP,1. La Liga,19th,Mallorca,23,35.4,1528,934,646,65,20,7,9,77.8,7,4,824
f2dd9a21,2019-2020,GER,1. Bundesliga,15th,Augsburg,24,9.8,366,140,200,45,1,4,5,80,2,3,244
f35430a4,2019-2020,GER,1. Bundesliga,12th,Schalke 04,26,15.2,1078,664,485,15,14,0,0,NULL,0,0,750
f3b1d9a2,2019-2020,ESP,1. La Liga,8th,Getafe,23,0.7,36,2,17,20,4,4,8,50,3,5,32
f4290206,2019-2020,ENG,1. Premier League,4th,Chelsea,28,15.9,1313,326,564,510,72,12,19,63.2,20,22,928
f45f9427,2019-2020,ITA,1. Serie A,10th,Fiorentina,25,27.6,1591,383,728,578,33,18,39,46.2,22,30,1055
f4e433d4,2019-2020,ENG,1. Premier League,15th,Brighton,18,6.5,326,110,137,108,11,23,30,76.7,11,13,196
f4e433d4,2019-2020,ENG,1. Premier League,4th,Chelsea,18,0.4,18,3,8,9,1,0,0,NULL,0,1,5
f4ec4fd0,2019-2020,ITA,1. Serie A,10th,Fiorentina,32,6.7,273,11,146,125,27,10,14,71.4,12,5,366
f503ea63,2019-2020,ITA,1. Serie A,15th,Sampdoria,30,26.5,1454,396,914,256,27,24,33,72.7,12,29,942
f554e29b,2019-2020,ITA,1. Serie A,14th,Cagliari,25,16,528,526,3,0,0,0,0,NULL,0,0,145
f573a8bf,2019-2020,ENG,1. Premier League,19th,Watford,23,0.8,33,2,12,24,3,1,4,25,3,2,55
f586779e,2019-2020,ENG,1. Premier League,4th,Chelsea,21,24.6,739,59,354,352,165,21,36,58.3,71,47,1076
f5a00fa4,2019-2020,ENG,1. Premier League,7th,Wolves,32,34.5,2294,422,1271,696,11,21,29,72.4,15,20,1512
f5deef4c,2019-2020,ENG,1. Premier League,3rd,Manchester Utd,25,34.4,2308,1251,1129,69,11,3,8,37.5,7,4,1571
f61c7c4e,2019-2020,ITA,1. Serie A,10th,Fiorentina,36,15.7,971,82,525,499,95,58,95,61.1,40,57,969
f63d8a4b,2019-2020,ENG,1. Premier League,20th,Norwich City,21,27.7,1511,274,756,607,91,57,94,60.6,59,50,1401
f6798fc3,2019-2020,ESP,1. La Liga,4th,Sevilla,28,5.5,185,185,0,0,0,0,0,NULL,0,0,73
f6a06749,2019-2020,ITA,1. Serie A,1st,Juventus,29,0.2,3,3,0,0,0,0,0,NULL,0,0,1
f6ac68c1,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,28,22,1226,627,654,22,6,4,5,80,3,1,764
f6bdc830,2019-2020,GER,1. Bundesliga,11th,Union Berlin,22,21.5,1114,715,460,27,10,6,7,85.7,6,6,526
f7036e1c,2019-2020,ITA,1. Serie A,2nd,Inter,21,27.2,978,58,375,604,239,47,83,56.6,86,60,1217
f7223718,2019-2020,ITA,1. Serie A,4th,Lazio,26,18.6,1352,575,764,115,3,6,9,66.7,2,4,994
f72293fc,2019-2020,ENG,1. Premier League,10th,Burnley,28,6.9,249,36,86,146,27,6,8,75,4,7,216
f76e6b4e,2019-2020,ENG,1. Premier League,1st,Liverpool,32,9.7,338,338,0,0,0,0,0,NULL,0,0,155
f7aa75bd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,27,15.5,902,334,410,210,3,5,8,62.5,12,11,471
f7c12fbf,2019-2020,ESP,1. La Liga,9th,Valencia,19,5.5,379,244,158,5,0,1,3,33.3,0,2,276
f7dc2ae5,2019-2020,ESP,1. La Liga,6th,Real Sociedad,25,16.8,1145,561,614,56,15,2,5,40,2,6,722
f7e2af2c,2019-2020,ITA,1. Serie A,14th,Cagliari,18,4.1,207,114,98,9,1,0,0,NULL,0,1,127
f833a830,2019-2020,ENG,1. Premier League,1st,Liverpool,24,2.8,156,11,76,83,20,4,8,50,9,9,169
f86cabbd,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,21,16.2,1016,618,436,46,12,10,16,62.5,8,8,672
f874dd44,2019-2020,ENG,1. Premier League,8th,Arsenal,24,12.9,837,254,430,212,28,16,35,45.7,11,16,548
f8d41a8c,2019-2020,ITA,1. Serie A,13th,Udinese,17,0,0,0,0,0,0,0,0,NULL,0,0,0
f8eca1b6,2019-2020,ESP,1. La Liga,13th,Valladolid,22,26,947,95,523,393,104,26,42,61.9,75,61,1284
f8fcd2a5,2019-2020,ENG,1. Premier League,5th,Leicester City,31,37.6,2810,1486,1371,104,39,9,10,90,6,7,1906
f91e81c9,2019-2020,ITA,1. Serie A,13th,Udinese,28,31,1831,499,860,573,34,19,32,59.4,20,13,1342
f93e6e94,2019-2020,GER,1. Bundesliga,8th,Freiburg,30,27.1,818,156,335,353,118,9,19,47.4,61,23,994
f972644c,2019-2020,GER,1. Bundesliga,15th,Augsburg,21,25.3,1017,167,488,442,63,49,112,43.8,82,67,937
f9acca3a,2019-2020,GER,1. Bundesliga,5th,Leverkusen,26,21.1,2137,652,1287,336,12,11,14,78.6,17,9,1443
f9acf8bf,2019-2020,ESP,1. La Liga,19th,Mallorca,22,15.1,817,252,331,291,15,2,12,16.7,13,5,498
f9e7c4ac,2019-2020,GER,1. Bundesliga,15th,Augsburg,30,10.7,352,41,156,171,47,4,11,36.4,27,19,465
fa031b34,2019-2020,ENG,1. Premier League,12th,Everton,22,34.1,1375,178,586,726,181,66,107,61.7,90,99,1507
fa274d97,2019-2020,GER,1. Bundesliga,2nd,Dortmund,26,6.6,515,119,254,170,19,6,11,54.5,4,5,405
fa661778,2019-2020,GER,1. Bundesliga,10th,Hertha BSC,24,15.7,863,156,437,335,38,30,56,53.6,33,27,708
fb5d47b3,2019-2020,ESP,1. La Liga,5th,Villarreal,28,21.8,1325,425,656,299,39,3,10,30,15,6,832
fb77bfef,2019-2020,ITA,1. Serie A,20th,SPAL,23,13.2,803,484,332,34,6,13,15,86.7,2,6,501
fb77bfef,2019-2020,ITA,1. Serie A,16th,Torino,23,2.7,124,87,33,6,2,1,1,100,1,1,64
fbbc8e15,2019-2020,GER,1. Bundesliga,15th,Augsburg,22,4.2,146,20,70,68,21,8,15,53.3,15,22,144
fbd6378b,2019-2020,ESP,1. La Liga,15th,Betis,27,28.6,2047,1110,987,62,19,6,9,66.7,4,4,1479
fc027d02,2019-2020,ENG,1. Premier League,5th,Leicester City,18,3,220,42,98,92,5,2,3,66.7,4,2,153
fc15fb84,2019-2020,ENG,1. Premier League,10th,Burnley,19,37.1,1700,292,859,747,51,80,135,59.3,39,81,1236
fc4f85b1,2019-2020,ITA,1. Serie A,2nd,Inter,33,18.1,1286,586,692,113,14,12,13,92.3,8,5,914
fcab00a0,2019-2020,ENG,1. Premier League,17th,Aston Villa,28,17,855,135,403,343,32,6,9,66.7,10,11,585
fce2302c,2019-2020,ENG,1. Premier League,8th,Arsenal,22,11,664,218,280,197,17,12,16,75,12,6,422
fd51b456,2019-2020,ESP,1. La Liga,1st,Real Madrid,28,9.4,708,127,332,276,39,14,21,66.7,28,17,636
fd53759d,2019-2020,GER,1. Bundesliga,14th,Köln,17,6.2,249,49,100,117,6,2,6,33.3,15,14,221
fd771f95,2019-2020,ESP,1. La Liga,2nd,Barcelona,28,4.5,170,19,65,94,24,5,8,62.5,4,7,193
fd771f95,2019-2020,ESP,1. La Liga,18th,Leganés,28,21.5,607,58,298,288,75,32,52,61.5,47,27,775
fdd60087,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,27,12,780,216,362,243,19,4,7,57.1,7,4,488
fe012aca,2019-2020,ITA,1. Serie A,8th,Sassuolo,22,27.9,1381,168,595,796,176,141,222,63.5,56,65,1437
fe471a89,2019-2020,ITA,1. Serie A,19th,Brescia,24,5.9,185,185,0,0,0,0,0,NULL,0,0,26
fe641c1a,2019-2020,GER,1. Bundesliga,2nd,Dortmund,27,9.2,709,205,451,89,9,4,7,57.1,3,6,504
fed17f5a,2019-2020,ESP,1. La Liga,9th,Valencia,22,23,932,171,518,292,44,16,28,57.1,38,17,816
fed7cb61,2019-2020,GER,1. Bundesliga,5th,Leverkusen,20,27.3,1826,158,1060,759,149,59,115,51.3,88,83,2046
ff182fdc,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,27,3,94,6,34,56,23,10,14,71.4,5,6,163
ff527768,2019-2020,ENG,1. Premier League,16th,West Ham,32,29.7,1735,311,1100,413,30,29,41,70.7,31,30,1324
ff800ed8,2019-2020,ITA,1. Serie A,10th,Fiorentina,21,29.4,1569,431,728,548,67,50,75,66.7,34,25,1123
ff98492b,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,23,29,1686,447,728,624,75,43,73,58.9,50,29,1209
ffa90327,2019-2020,ENG,1. Premier League,17th,Aston Villa,24,22.8,843,121,311,487,73,35,56,62.5,37,41,912
ffacd3d5,2019-2020,ESP,1. La Liga,3rd,Atlético Madrid,18,3.6,205,52,107,55,4,4,11,36.4,2,2,123
ffbbc83b,2019-2020,GER,1. Bundesliga,6th,Hoffenheim,23,26.8,2072,720,1292,241,23,24,35,68.6,18,35,1467
